Date	Aircraft Type	Plane	Route	Duration	ASEL	AMEL	Complex	Hi Perform	SOLO	PIC	PIC AMEL	Flight Training Device	Actual Instrument	Simulated Instrument	Simulated Instrument	Approaches	Landings Day	Landings Night	Landings Night PIC	Dual Rec.	Cross Country	Cross County Instruction	Cross County Solo	Cross County PIC	Night	Night Instruction	Night Solo	Night PIC	Ground Given	Dual Given	Remarks
5/31/2008	F142	OAKLANDFLYERS	"OAKLAND, CA"	0	0	0			0	0		1.3	0	0	1.3	2	0	0	0	0	0	0	0	0	0	0	0	0			
6/1/2008	7KCAB	N1701H	RHV RHV	0.9	0.9	0			0	0.9		0	0	0	0	0	5	0	0	0.9	0	0	0	0	0	0	0	0			
6/5/2008	C172	N1590V	OAK STS O69 OAK	2.5	2.5	0			2.5	2.5		0	0	0	0	2	5	0	0	0	2.5	0	2.5	2.5	0	0	0	0			
6/8/2008	C172	N1590V	OAK STS OAK	2.3	2.3	0			2.3	2.3		0	0	0	0	0	6	0	0	0	2.3	0	2.3	2.3	0	0	0	0			
6/16/2008	PCADT	13752	HWD	0	0	0			0	0		6.8	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0			
6/17/2008	PCADT	13752	HWD	0	0	0			0	0		7.1	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0			
6/18/2008	PA44-180	N5331Y	HWD SCK OAK HWD	5.9	0	5.9	5.9		0	0		0	0	1.3	0	0	10	0	0	5.9	0	0	0	0	0	0	0	0			
6/19/2008	PA44-180	N5331Y	HWD OAK TCY HWD	4.2	0	4.2	4.2		0	0		0	0	0	0	0	15	0	0	4.2	0	0	0	0	0	0	0	0			
6/21/2008	PA28-151	N43434	OAK STS OAK	2.1	2.1	0			2.1	2.1		0	0	0	0	0	5	0	0	0	2.1	0	2.1	2.1	0	0	0	0			
6/26/2008	PCATD	13752	HWD	0	0	0			0	0		1.1	0	0	0.3	1	0	0	0	0	0	0	0	0	0	0	0	0			
6/26/2008	PA44-180	N5331Y	HWD RHV	0.6	0	0.6	0.6		0	0		0	0	0	0	0	1	0	0	0.6	0	0	0	0	0	0	0	0			
6/26/2008	PA44-180	N5331Y	RHV TCY LVK RHV	1.8	0	1.8	1.8		0	1.8	1.8	0	0	0.3	0	1	4	0	0	0	0	0	0	0	0	0	0	0			COMMERCIAL AMEL ISSUED
6/26/2008	PA44-180	N5331Y	RHV HWD	0.5	0	0.5	0.5		0	0.5	0.5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0			
7/15/2008				0	0	0			0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		
7/19/2008	PA44-180	N5331Y	HWD MRR OAK HWD	2.1	0	2.1	2.1		0	2.1	2.1	0	0	0.5	0	0	3	0	0	2.1	2.1	2.1	0	2.1	0	0	0	0	0	0	
7/22/2008	PA44-180	N5331Y	HWD OAK HWD	1.1	0	1.1	1.1		0	1.1	1.1	0	0	0	0	0	8	0	0	1.1	0	0	0	0	0	0	0	0	0	0	
8/4/2008	PA44-180	N5331Y	HWD STS HWD	1.8	0	1.8	1.8		1.8	1.8	1.8	0	0	0	0	0	2	0	0	0	1.8	0	1.8	1.8	0	0	0	0	0	0	
8/29/2008	PA28-151	N43434	OAK STS OAK	1.9	1.9	0			1.9	1.9		0	0	0	0	0	2	0	0	0	1.9	0	1.9	1.9	0	0	0	0	0	0	
8/30/2008	PCADT G1000	51458	HWD	0	0	0			0	0		1.4	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9/13/2008	C172	N20117	OAK RBL OAK	3.7	3.7	0			3.7	3.7		0	0	0	0	0	2	0	0	0	3.7	0	3.7	3.7	0	0	0	0	0	0	
9/27/2008	C172	N49RZ	LVK	1.4	1.4	0			0	1.4		0	0	0	0	0	9	0	0	1.4	0	0	0	0	0	0	0	0	0	0	
10/4/2008	PA28-160	N2909Q	LVK LVK	1.5	1.5	0			0	1.5		0	0	0	0	0	1	0	0	1.5	0	0	0	0	0	0	0	0	0	0	
10/5/2008	PA44-180	N98749	LVK C83 LVK	1.5	0	1.5	1.5		0	1.5	1.5	0	0	0.2	0	1	5	0	0	1.5	0	0	0	0	0	0	0	0	0	0	
10/19/2008	PA44-180	N98749	LVK C83 LVK	1.9	0	1.9	1.9		0	1.9	1.9	0	0	1	0	2	4	0	0	1.9	0	0	0	0	0	0	0	0	0	0	
10/28/2008	PA28	N9284M	OAK SCK OAK	1.8	1.8	0			1.8	1.8		0	0	0	0	0	5	0	0	0	0	0	0	0	0.3	0	0.3	0.3	0	0	
11/8/2008	RC-1	1006B	HWD	0	0	0			0	0		2.1	0	0	2.1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11/9/2008	PA44-180	N98749	LVK SCK LVK	1.6	0	1.6	1.6		0	1.6	1.6	0	0	1	0	3	1	2	2	0	0	0	0	0	0.3	0	0	0.3	0	0	
11/12/2008	7KCAB	N1701H	RHV RHV	0.9	0.9	0			0	0.9		0	0	0	0	0	0	1	1	0.9	0	0	0	0	0.4	0.4	0	0.4	0	0	SPIN TRAINING AND ENDORSEMENT W/ ZDRAVKO
11/13/2008	PA28-151	N43434	OAK RHV OAK	1.1	1.1	0			1.1	1.1		0	0	0	0	0	1	1	1	0	0	0	0	0	0.4	0	0.4	0.4	0	0	
11/22/2008	PA44-180	N98749	LVK OAK C83 LVK	1.5	0	1.5	1.5		0	1.5	1.5	0	0	0.6	0	1	5	0	0	1.5	0	0	0	0	0	0	0	0	0	0	
12/3/2008	PA44-180	N5356U	VGT VGT	1.6	0	1.6	1.6		0	1.6	1.6	0	0	0	0	0	2	0	0	1.6	0	0	0	0	0	0	0	0	0	0	
12/4/2008	PA44-180	N257AT	VGT VGT	1.5	0	1.5	1.5		0	1.5	1.5	0	0	0.2	0	0	2	0	0	1.5	0	0	0	0	0.5	0.5	0	0.5	0	0	
12/7/2008	PA44-180	N5356U	VGT VGT	1.8	0	1.8	1.8		0	1.8	1.8	0	0	0	0	0	7	0	0	1.8	0	0	0	0	0	0	0	0	0	0	
12/8/2008	PA44-180	N5356U	VGT VGT	1.9	0	1.9	1.9		0	1.9	1.9	0	0	0	0	0	8	0	0	1.9	0	0	0	0	0	0	0	0	0	0	
12/8/2008	PA44-180	N5356U	VGT VGT	1.2	0	1.2	1.2		0	1.2	1.2	0	0	0	0	0	3	0	0	1.2	0	0	0	0	0	0	0	0	0	0	
12/9/2008	PA44-180	N245AT	VGT VGT	1.7	0	1.7	1.7		0	1.7	1.7	0	0	0	0	0	5	0	0	1.7	0	0	0	0	0	0	0	0	0	0	
12/10/2008	PA44-180	N5356U	VGT VGT	1.3	0	1.3	1.3		0	1.3	1.3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
12/14/2008	PA44-180	N245AT	VGT VGT	1	0	1	1		0	1	1	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	
12/14/2008	PA44-180	N526AT	VGT VGT	1	0	1	1		0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	MULTI-ENGINE FLIGHT INSTRUCTOR PRACTICAL TEST
12/17/2008	AST-300		VGT	0	0	0			0	0		2	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12/18/2008	PA44-180	N5356U	VGT VGT	2	0	2	2		0	2	2	0	0	1.6	0	7	1	0	0	2	0	0	0	0	0	0	0	0	0	0	
12/18/2008	PA44-180	N526AT	VGT VGT	0.5	0	0.5	0.5		0	0.5	0.5	0	0	0.3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	CFII PRACTICAL PASSED
12/27/2008	C172	N49RZ	LVK LVK	1.5	1.5	0			0	1.5		0	0	0.4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
12/30/2008	C172	N49RZ	LVK LVK	1.1	1.1	0			0	1.1		0	0	0	0	0	1	0	0	1.1	0	0	0	0	0	0	0	0	0	0	
12/30/2008	C172RG	N5160U	HWD UKI HWD	2.3	2.3	0	2.3		2.3	2.3		0	0	0	0	0	1	1	1	0	2.3	0	2.3	2.3	1	0	1	1	0	0	
1/17/2009	PA44-180	N98749	LVK C83 LVK	1.4	0	1.4	1.4		0	1.4	1.4	0	0	0.5	0	1	3	0	0	1.4	0	0	0	0	0	0	0	0	0	0	
2/19/2009	C172	N6387D	HWD SCK HWD	2.1	2.1	0			2.1	2.1		0	1	0	0	2	0	2	2	0	2.1	0	2.1	2.1	1.9	0	1.9	1.9	0	0	
2/27/2009	PA44-180	N98749	LVK SCK LVK	2.3	0	2.3	2.3		0	2.3	2.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2.3	FIRST FLIGHT STUDENT
3/7/2009	PA28R-200	N169JP	LVK 1Q4 LVK	1	1	0	1		0	1		0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	
3/9/2009	PA28-161	N47952	OAK TCY OAK	2.6	2.6	0			0	2.6		0	0	0	0	0	4	0	0	2.6	0	0	0	0	0	0	0	0	0	0	
3/10/2009	PA28-161	N47952	OAK LVK OAK	1.5	1.5	0			0	1.5		0	0	0	0	0	6	0	0	1.5	0	0	0	0	0	0	0	0	0	0	
3/11/2009	PA28-161	N47952	OAK STS OAK	2.5	2.5	0			2.5	2.5		0	0	0	0	0	13	0	0	0	2.5	0	2.5	2.5	0	0	0	0	0	0	
3/14/2009	PA28R-200	N169JP	LVK RDD LVK	4	4	0	4		0	4		0	0.1	0.8	0	1	2	0	0	4	4	4	0	4	0	0	0	0	0	0	
3/15/2009	PA28R-200	N169JP	LVK MER LVK	2	2	0	2		0	2		0	0.5	0	0	2	2	0	0	0	2	0	0	2	0	0	0	0	0	0	
4/10/2009	F142	OAKLANDFLYERS	"OAKLAND, CA"	0	0	0			0	0		1.4	0	0	1.4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4/12/2009	PA28-141	N47952	OAK	1.3	1.3	0			1.3	1.3		0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	
4/25/2009	PA44-180	N98749	LVK	1.1	0	1.1	1.1		0	1.1	1.1	0	0	0	0	0	4	0	0	1.1	0	0	0	0	0	0	0	0	0	0	SEMINOLE RECHECK; RIGHT SEAT OKAY
4/26/2009	PA28-181	N553TP	OAK APC OAK	2.4	2.4	0			0	2.4		0	0	0	0	0	8	0	0	2.4	0	0	0	0	0	0	0	0	0	0	
4/28/2009	PA28-181	N553TP	OAK 069 OAK	1.8	1.8	0			0	1.8		0	0	0	0	0	7	0	0	1.8	0	0	0	0	0	0	0	0	0	0	
4/30/2009	PA28-181	N553TP	OAK APC OAK	2	2	0			0	2		0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	
5/5/2009	PA28-181	N553TP	OAK OAK	1.4	1.4	0			0	1.4		0	0	0	0	0	10	0	0	1.4	0	0	0	0	0	0	0	0	0	0	
5/6/2009	PA28-181	N553TP	OAK OAK	1.1	1.1	0			0	1.1		0	0	0	0	0	6	0	0	1.1	0	0	0	0	0	0	0	0	0	0	
5/12/2009	PA28-181	N553TP	OAK OAK	1.8	1.8	0			0	1.8		0	0	0	0	0	1	0	0	1.8	0	0	0	0	0	0	0	0	0	0	
5/13/2009	PA28-181	N553TP	OAK OAK	1.8	1.8	0			0	1.8		0	0	0	0	0	1	0	0	1.8	0	0	0	0	0	0	0	0	0	0	
5/22/2009	PA28-181	N553TP	OAK DVO OAK	1.7	1.7	0			0	1.7	0	0	0	0	0	0	4	0	0	1.7	0	0	0	0	0	0	0	0	0	0	
5/25/2009	PA28-181	N553TP	OAK	1.9	1.9	0			0	1.9	0	0	0	0	0	0	1	0	0	1.9	0	0	0	0	0	0	0	0	0	0	
5/26/2009	PA28-181	N553TP	OAK	0.8	0.8	0			0	0.8	0	0	0	0	0	0	6	0	0	0.8	0	0	0	0	0	0	0	0	0	0	
5/26/2009	PA28-181	N553TP	OAK STS	1	1	0			1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	
5/27/2009	PA28-181	N553TP	STS	0.9	0.9	0			0	0.9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	CFI ASE CHECKRIDE
5/27/2009	PA28-181	N553TP	STS OAK	0.8	0.8	0			0.8	0.8	0	0	0	0	0	0	1	0	0	0	0.8	0	0.8	0.8	0	0	0	0	0	0	
6/6/2009	C182	N58628	OAK	1.3	1.3	0		1.3	0	1.3	0	0	0	0	0	0	10	0	0	1.3	0	0	0	0	0	0	0	0	0	0	
6/7/2009	F142	OAKLANDFLYERS	"OAKLAND, CA"	0	0	0			0	0	0	1.6	0	0	1.6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"APC VOR AND LOC; OAK ILS 27R, HOLDS, TRACKING"
6/19/2009	C182	N58628	OAK	1.2	1.2	0		1.2	0	1.2	0	0	0	0	0	0	9	0	0	1.2	0	0	0	0	0	0	0	0	0	0	
6/20/2009	PA28-181	N553TP	OAK	1.4	1.4	0			0	1.4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
6/21/2009	CALAIR PFC MFD	13752		0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	
6/21/2009	Decathalon 8KCAB	N52245	RHV	1.2	1.2	0			0	1.2	0	0	0	0	0	0	4	0	0	1.2	0	0	0	0	0	0	0	0	0	0	
