Date	Type	Plane	Custom	Route	Day Landings	Night Landings	Approaches	Day	Night	SEL	MEL	SES	MES	Experimental A/C	Complex	High Performance	PIC	Simulated Instrument	Actual Instrument	Cross Country	Dual Received	Solo	Total	Remarks	Passengers
1/26/2008	C182	759XV	"Vanessa, Dad"	AIK-JNX	1			1.5		1.5						1.5	1.5			1.5		1.5	1.5	"electrical system failure 15 minutes out of JNX, great flight, great plane"	
2/2/2008	M20J	5726M	Flight Training	TTA-LCL	5			1.5		1.5					1.5		0.0				1.5		1.5	Ronney Moss	
2/21/2008	M20J	5726M	Flight Training	TTA-LCL	6			1.6		1.6					1.6		0.0				1.6		1.6	Ronney Moss	
2/21/2008	M20J	5726M	Flight Training	TTA-LCL	1			0.9		0.9					0.9		0.0				0.9		0.9	Ronney Moss	
2/24/2008	M20J	5726M	Flight Training	TTA-BUY-5W8-FAY-TTA	0			2.9		2.9					2.9		2.9					2.9	2.9	safety pilot	
2/25/2008	M20J	5726M	Flight Training	TTA-LCL	12			1.4		1.4					1.4		0.0				1.4		1.4	Ronney Moss	
3/23/2008	C172	7416X	Vanessa	JNX-TDF-14D-CMH	3			4.2		4.2							4.2			4.2		4.2	4.2	"taking Romdog to Columbus, beautiful flight"	
3/23/2008	C172	7416X	Vanessa	CMH-JNX	1			3.0	0.6	3.6							3.6		2.2	3.6		3.6	3.6	"flight back, ice outside -20C"	
4/8/2008	C172	7416X	Me	JNX-LCL	1			2.2		2.2							2.2		0.2			2.2	2.2	some VFR on top for the day	
4/15/2008	C172	7416X	Me	JNX-JQF-JNX	2			2.5		2.5							2.5			2.5		2.5	2.5	went for interview	
4/25/2008	SR22	223TN	Bilby	ADH-OKC	1			0.6		0.6						0.6	0.0		0.4	0.6	0.6		0.6	"GAMI flight to OKC, Cirrus SR22-G3"	
5/3/2008	C172	733YN	Flight Training	JNX-LCL	1		4	1.5		1.5							0.0	1.3			1.5		1.5	IPC work	
5/6/2008	M20J	5760R	Dad	TTA-GSO-TTA	3			2.5		2.5					2.5		2.5			2.5		2.5	2.5	"took dad up in Mooney, good day"	
5/15/2008	C172	7416X	Me	JNX-LCL	1			1.5		1.5							1.5					1.5	1.5	"up to 10560 ft, test flight"	
5/27/2008	C172	7416X	Me	JNX-LCL	1			1.3		1.3							1.3					1.3	1.3	"up to 9500 ft, test flight"	
6/3/2008	SR22	223TN	Bilby	ADH-OKC	1			0.5		0.5						0.5	0.0				0.5		0.5	flight with George to Cirrus event	
6/26/2008	BE36TC	36TN	Vandeveer	DAL-OKC-ADH	1	1		1.4	0.6	2.0					2.0	2.0	0.0			2.0	2.0		2.0	real nice GAMI flight	
7/7/2008	BE36TC	36TN	Bilby	ADH-TUL-ADH	2		1	2.2		2.2					2.2	2.2	0.0	0.1		2.2	2.2		2.2	picked up Bilby from TUL for WAAS install in Cirrus	
7/18/2008	BE36TC	36TN	Vandeveer	ADH-PWA	1			0.8		0.8					0.8	0.8	0.0			0.8	0.8		0.8	"dropped off 36TN, picked up by Bilby"	
8/2/2008	C172	7416X	Vanessa	JNX-BUY	1			1.0		1.0							1.0			1.0		1.0	1.0	"moved plane from JNX up to BUY. Convective SIGMET, cells popped up beside when passing RDU"	
8/3/2008	C172	7416X	Dad	BUY-LCL	1			0.5		0.5							0.5					0.5	0.5	"showed dad the airplane, how everything works, V speeds, and a short flight"	
8/14/2008	C172	6130K	Bilby	ADH-LCL	3			0.7		0.7						0.7	0.0				0.7		0.7	C172 checkout with Bilby	
8/15/2008	C172	6130K	Bilby	ADH-LCL	1		3	1.3		1.3						1.3	0.0	1.0			1.3		1.3	"ILS 17 @ SNL, NDB 16 @ SRE, VOR/DME 17 - A @ ADH, see back for ICC"	
8/17/2008	C172	6130K	Caleb	ADH-2O8-APA	2		1	4.5		4.5						4.5	4.5		2.7	4.5		4.5	4.5	"XC to denver, very nice flight, lots of IFR"	
8/23/2008	C172	6130K	Caleb	APA-2O8-ADH	2			4.7		4.7						4.7	4.7			4.7		4.7	4.7	"XC back, real good flight next to and above clouds"	
8/28/2008	C172	6130K	Pacer	ADH-MKO-ADH	2			1.8		1.8						1.8	1.8			1.8		1.8	1.8	"fixing a turbo at muskogee, Very nice day"	
8/29/2008	C172	6130K	Vandeveer	ADH-OKC	1		1	1.0		1.0						1.0	0.0	0.7		1.0	1.0		1.0	"flight up to OKC for AA home, ILS 17R at OKC, had cells pop up around us"	
8/31/2008	C172	7416X	Me	BUY-RUQ-CTJ-TUP	3			5.2		5.2							5.2			5.2		5.2	5.2	"first day of XC, great day, ~7GPH"	
9/1/2008	C172	7416X	Me	TUP-MEZ-ADH	2			3.9		3.9							3.9			3.9		3.9	3.9	"2nd day, another great day, ~7.1 GPH"	
9/2/2008	C172	6130K	Dad	ADH-OKC-ADH	2			1.4		1.4						1.4	1.4			1.4		1.4	1.4	"took dad up to the city, nice day"	
9/4/2008	C172	7416X	Pacer	ADH-LCL	1			0.7		0.7							0.7					0.7	0.7	"Took Pacer up skydiving, great day, 300-500 fpm climb up to 6500"	
9/6/2008	C172	7416X	Vandeveer	ADH-SNL-2K9-ADH	3		1	3.0		3.0							3.0		0.1	3.0		3.0	3.0	"real nice day, ILS 17 @ SNL. "	
9/6/2008	C172	7416X	Me	ADH-LCL		4			0.7	0.7							0.7					0.7	0.7	"night currency, 4 full stops at ADH, great night-gusts between 100 AGL and 400 AGL, fine all else"	
9/7/2008	C172	7416X	Me	ADH-LCL	1			2.1		2.1							2.1					2.1	2.1	"sightseeing, fly over Texoma"	
9/10/2008	C172	7416X	Welchyl	ADH-LCL	2			1.1		1.1							1.1					1.1	1.1	took Welchyl up	
9/15/2008	C172	7416X	Coplin	ADH-LCL	1			1.0		1.0							1.0					1.0	1.0	took Coplin up	
9/16/2008	C172	7416X	Rod	ADH-LCL	1			0.3		0.3							0.3					0.3	0.3	took Rod Bailey up	
9/19/2008	C172	7416X	Vanessa	ADH-OKC-ADH	1	1		0.7	0.8	1.5							1.5			1.5		1.5	1.5	picked up Vanessa	
9/20/2008	C172	7416X	Vanessa	ADH-LCL	1			0.5		0.5							0.5					0.5	0.5	quick tour for Vanessa	
9/21/2008	C172	7416X	Vanessa	ADH-OKC-ADH	2			1.4		1.4							1.4			1.4		1.4	1.4	dropped off Vanessa	
9/28/2008	SR22	223TN	George Braly	ADH-FOD-DLH	1	1	2	3.0	1.1	4.1						4.1	4.1		0.4	4.1		4.1	4.1	"flying up to Duluth, fun times"	
10/1/2008	SR22	223TN	George Braly	DLH-LWC-ADH	2			3.6		3.6						3.6	3.6		0.1	3.6		3.6	3.6	"flying back, real nice day"	
10/2/2008	C172	7416X	Me	ADH-OKC	1			0.7		0.7							0.7			0.7		0.7	0.7	going to surprise Vanessa	
10/5/2008	C172	7416X	Me	OKC-ADH		1			1.1	1.1							1.1			1.1		1.1	1.1	"coming back, 30 knot headwind"	
10/17/2008	C172	7416X	Howerton	ADH-LCL	2			1.0		1.0							1.0					1.0	1.0	"took Howerton up, real nice day for flying"	
10/18/2008	C172	7416X	Me	ADH-LCL	8			1.5		1.5							1.5					1.5	1.5	"12,000 ft with slam dunk descent, landed on every runway, gusty crosswinds"	
10/19/2008	C172	7416X	Me	ADH-LCL	1			0.6		0.6							0.6					0.6	0.6	"return to service flight, changed the oil. Slam dunk from 8500."	
10/24/2008	C172	7416X	Vandeveer	ADH-LCL	1			1.0		1.0							1.0					1.0	1.0	tour with Chris	
10/25/2008	C172	7416X	Stanfield	ADH-LCL	1			0.6		0.6							0.6					0.6	0.6	tour with Stanfield	
10/28/2008	C172	7416X	Rod	ADH-LCL	1			0.8		0.8							0.8					0.8	0.8	rod bailey	
10/29/2008	C172	7416X	Quinn	ADH-LCL	1			1.0		1.0							1.0					1.0	1.0	Quinn	
10/30/2008	BE36TC	36TN	George Braly	ADH-DLH		1		3.0	1.0	4.0					4.0	4.0	4.0			4.0		4.0	4.0	"George, Tim and I up to Cirrus"	
10/31/2008	BE36TC	36TN	George Braly	DLH-ADH	1			4.0		4.0					4.0	4.0	4.0			4.0		4.0	4.0	coming back from Duluth	
10/31/2008	C172	7416X	Me	ADH-OKC-ADH	1	1		0.5	0.5	1.0							1.0			1.0		1.0	1.0	picked up Vanessa	
11/2/2008	C172	7416X	Vanessa	ADH-OKC-ADH	2			1.6		1.6							1.6			1.6		1.6	1.6	took Vanessa back	
11/2/2008	C172	7416X	Busby	ADH-OUN-PWA-OKC-ADH		4			2.0	2.0							2.0			1.4		2.0	2.0	"Dropped off Busbys son at OUN, touch and go at PWA and OKC"	
11/9/2008	C172	7416X	Me	ADH-CUH-CQB-TUL-OWR-SRE-ADH	6			3.2		3.2							3.2			3.2		3.2	3.2	X-C day to Tulsa	
11/11/2008	BE36TC	36TN	Bilby	ADH-TUL-RVS-ADH-GLE-ADM	4	1		2.0	0.9	2.9					2.9	2.9	2.9		0.3	2.9		2.9	2.9	building TC time	
11/12/2008	C172	72TN	Bilby	ADH-FTT-ADH	2			6.1		6.1						6.1	6.1		2.2	6.1		6.1	6.1	pickup Bilby	
11/16/2008	C172	7416X	Me	ADH-F00-AQR-3OK0-ADH	6			3.5		3.5							3.5			3.5		3.5	3.5	"Great day for flying, Smith International landings, real good"	
11/23/2008	C172	7416X	Me	ADH-LCL	3			1.5		1.5							1.5					1.5	1.5	joy flight after Vanessa came to Dallas	
11/26/2008	C172	7416X	Me	ADH-OKC	1			0.4		0.4							0.4			0.4		0.4	0.4	"flight to OKC, landed 36."	
12/6/2008	C172	7416X	Me	ADH-PWA	1			1.0		1.0							1.0			1.0		1.0	1.0	up to Wiley Post	
12/6/2008	C172RG	9463D	Flight Training	PWA-F92-HSD-PWA	6			1.7		1.7					1.7		0.0				1.7		1.7	"commercial prep: slow flight, clean and dirty stalls, power off and on, steep turns, short & soft field take offs and landings, power off/best glide/emergency landings. Hal Harris"	
12/6/2008	C172	7416X	Me	PWA-ADH	1			0.5		0.5							0.5			0.5		0.5	0.5	flight home	
12/7/2008	C172RG	9463D	Flight Training	PWA-F29-PWA	5			1.2		1.2					1.2		0.0				1.2		1.2	"landings, chandelles, lazy 8s, Yuko"	
12/7/2008	C172	7416X	Me	ADH-HSD-PWA-WDG	5			1.8		1.8							1.8			1.8		1.8	1.8	flight for new buyer inspection	
12/11/2008	BE36TC	36TN	Bilby	ADH-SAT-ADH-SAT-ADH	3	1		6.5	1.7	8.2					8.2	8.2	0.0				8.2		8.2	"Bilby and I picked up Vic, BE36TC instruction"	
12/19/2008	BE36TC	36TN	Me	ADH-WDG	1			0.8		0.8					0.8	0.8	0.0			0.8	0.8		0.8	Drop off at Enid	
12/19/2008	C172	7416X	Me	WDG-HSD-3T5-RKP	4			5.8		5.8							5.8			5.8		5.8	5.8	flying Anna to RKP with a return to service flight.	
12/22/2008	C172	72TN	Bilby	ADH-TUL-ADH	2			1.9		1.9						1.9	1.9			1.9		1.9	1.9	dropped off bilby	
1/10/2009	C172RG	9463D	Flight Training	HSD-PNC-HSD-PWA	3			1.7		1.7					1.7		0.0			1.6	1.7		1.7	"Ponca City fly in, solo HSD to PWA"	
1/10/2009	C172RG	9463D	Flight Training	PWA-F29-PWA	3			1.1		1.1					1.1		0.0				1.1		1.1	"checkride prep, Yuko"	
1/11/2009	C172RG	9463D	Flight Training	PWA-HSD-PWA	2			1.1		1.1					1.1		1.1					1.1	1.1	commercial checkride-PASSED! Ken Coplin	
1/14/2009	C172	72TN	Kyla	ADH-PWA-ADH	2			1.5		1.5						1.5	1.5			1.5		1.5	1.5	lunch at PWA	
1/17/2009	C172	72TN	Parents	ADH-PWA-OKC-ADH	3			1.7		1.7						1.7	1.7			1.7		1.7	1.7	flew parents around	
1/21/2009	C172	72TN	Bilby	ADH-TUL-ADH	2			1.8		1.8						1.8	1.8			1.8		1.8	1.8	Bilby pick up	
1/23/2009	C172	72TN	Me	ADH-PWA-ADH	2			1.6		1.6						1.6	1.6			1.6		1.6	1.6	took cfi airplane written-Passed!	
1/24/2009	SR22	223TN	Flight Training	ADH-MLC-ADM-ADH	14		3	5.1		5.1						5.1	0.0				5.1		5.1	"sr22 transition: slow flight, emergency procedures, full/half/no flap landings, course intercept, autopilot OPS, GPS approach, VOR approach"	
1/25/2009	SR22	223TN	Flight Training	ADH-PWA	1			0.8		0.8						0.8	0.0	0.4		0.8	0.8		0.8	SR22 transition: certificate issued	
1/25/2009	SR22	223TN	Flight Training	PWA-ADH	1			0.5		0.5					0.5		0.5			0.5		0.5	0.5	flew back SOLO	
1/31/2009	C152	67797	Flight Training	PWA-RQO-PWA	2			1.2		1.2							0.0				1.2		1.2	"CFI training, Hasegawa"	
2/1/2009	C152	67797	Flight Training	PWA-F29-PWA	8			1.3		1.3							0.0				1.3		1.3	"CFI training, Hasegawa"	
2/2/2009	SR22	223TN	Bilby	ADH-TUL-ADH	2			1.1		1.1						1.1	1.1			1.1		1.1	1.1	Bilby dropoff	
2/2/2009	SR22	344SK	Kelly Rudy	ADH-PWA-ADH	2			1.0		1.0						1.0	1.0			1.0		1.0	1.0	Kelly Rudy pickup	
2/17/2009	SR22	223TN	Vandeveer	ADH-LCL	1			0.5		0.5						0.5	0.5					0.5	0.5	quick trip around the airport	
2/20/2009	SR22	223TN	Bilby	ADH-FOD-DLH	2			4.5	0.2	4.7						4.7	4.7			4.7		4.7	4.7	"Bilby dropoff, Brandon pickup"	
2/20/2009	SR22	223TN	Brandon	DLH-ADH		1		3.5	1.5	5.0						5.0	5.0		2.5	5.0		5.0	5.0	Brandon pickup	
2/22/2009	C152	67797	Flight Training	PWA-F29-PWA	6			1.1		1.1							0.0				1.1		1.1	"spin training, yuko"	
2/27/2009	SR22	223TN	Bilby	ADH-OKC-ADH	2			0.9		0.9						0.9	0.9			0.9		0.9	0.9	Bilby dropoff	
2/27/2009	SR22	223TN	Vanessa	ADH-OKC		4		0.7		0.7						0.7	0.7			0.4		0.7	0.7	Vanessa pickup	
2/27/2009	SR22	223TN	Vanessa	OKC-ADH		1		0.5		0.5						0.5	0.5			0.5		0.5	0.5	Vanessa flight back	
2/28/2009	T-34	34SY	Flight Training	ADH-3OK0-ADH	2			1.0		1.0					1.0	1.0	0.0				1.0		1.0	T-34 intro flight	
3/3/2009	SR22	223TN	Vanessa	ADH-OKC-ADH	2			0.8		0.8						0.8	0.8			0.8		0.8	0.8	"took Vanessa to OKC, Rod came along"	
3/14/2009	C172RG	9463D	Flight Training	PWA-F29-PWA	22			2.1		2.1					2.1		0.0				2.1		2.1	landings! (teach me landings) Yuko Hasegawa	
3/15/2009	SR22	223TN	GAMI	ADH-PWA-OKC-ADH	6			2.9		2.9						2.9	2.9			2.9		2.9	2.9	"lots of Cirrus flying, Paul Bertorelli pick up"	
3/15/2009	C172RG	9463D	Flight Training	PWA-F29-PWA	5			1.6		1.6					1.6		0.0				1.6		1.6	" maneuvers, landings, Hasegawa"	
3/17/2009	SR22	223TN	GAMI	ADH-OKC-ADH	2		1	1.2		1.2						1.2	1.2			1.2		1.2	1.2	"Paul Bertorelli safety pilot, ILS 17R OKC"	
3/20/2009	SR22	494CP	GAMI	ADH-FOD-DLH	2		1	4.8		4.8						4.8	4.8		0.8	4.8		4.8	4.8	"Duluth G1000 flight, very nice ILS 9 DLH"	
3/21/2009	SR22	942SR	GAMI	DLH-PWA-ADH	2			5.3		5.3						5.3	5.3		0.1	5.3		5.3	5.3	bringing back 1st FIKI Cirrus	
3/23/2009	SR22	500RC	GAMI	ADH-LCL	1			0.2		0.2						0.2	0.2					0.2	0.2	testing crankcase pressure	
3/24/2009	SR22	223TN	GAMI	ADH-DWH-ADH	2		1	5.1		5.1						5.1	5.1		3.8	5.1		5.1	5.1	taking Bilby to Houston	
4/1/2009	SR22	223TN	George Braly	ADH-RVS-ADH-PWA	2	1		1.0	0.8	1.8						1.8	1.8			1.8		1.8	1.8	"George to Tulsa, start of Duluth"	
4/2/2009	SR22	105WL	GAMI	DLH-CNK-ADH	2			4.9		4.9						4.9	4.9			4.9		4.9	4.9	bringing back next Cirrus	
4/3/2009	C172	72TN	Steve Busby	ADH-ADM-F30-ADH	9			1.5		1.5						1.5	1.5					1.5	1.5	took Busby up	
4/9/2009	SR22	223TN	George Braly	ADH-1H6-ADH	2			1.2		1.2						1.2	1.2		0.7	1.2		1.2	1.2	"went to Dave Dewells, saw fuel pump work, flew back after tornado watch"	
4/11/2009	C172RG	9463D	Flight Training	HSD-RQO-PWA	4			1.5		1.5					1.5		0.0				1.5		1.5	"checkride prep, big X-wind day, yuko"	
4/14/2009	C172	72TN	GAMI	ADH-TUL-ADH	2			2.0		2.0						2.0	2.0			2.0		2.0	2.0	got a part	
4/14/2009	C172	72TN	GAMI	ADH-LCL	7	2		1.8	0.4	2.2						2.2	2.2					2.2	2.2	Young Eagle flights with GAMI	
4/15/2009	C172	72TN	GAMI	ADH-OK43-ADH	6			1.6		1.6						1.6	1.6					1.6	1.6	"Biggs, fuel testing"	
4/17/2009	SR22	461SR	GAMI	ADH-LCL	1			1.0		1.0						1.0	1.0					1.0	1.0	turbo test	
4/24/2009	SR22	223TN	GAMI	ADH-LCL	1			0.5		0.5						0.5	0.5					0.5	0.5	return to service flight	
4/25/2009	SR22	223TN	GAMI	ADH-DFW-ADH	2			2.3		2.3						2.3	2.3		0.5	2.3		2.3	2.3	"first time to DFW, Paul Milner as passenger"	
4/28/2009	C172	72TN	GAMI	ADH-LCL	1			1.0		1.0						1.0	1.0					1.0	1.0	photo flight with Jay	
4/30/2009	SR22	223TN	GAMI	ADH-TUL-ADH	2		1	1.3		1.3						1.3	1.3		0.5	1.3		1.3	1.3	"Cirrus run for autopilots, ILS 17R @ TUL"	
5/1/2009	SR22	223TN	GAMI	ADH-DWH-ADH	2		2	4.5		4.5						4.5	4.5			4.5		4.5	4.5	"dropped off Bonanza, Bilby and Rod, LOC 17R @ DWH, VOR 17 @ ADH"	
5/14/2009	BE36TC	36TN	Bilby	ADH-LCL	5			0.8		0.8					0.8	0.8	0.8					0.8	0.8	VFR refresher in B36	
5/16/2009	SR22	500RC	GAMI	ADH-OKC	1			0.5		0.5						0.5	0.5			0.5		0.5	0.5	picking up customer and CSIP	
5/20/2009	C172RG	9463D	Flight Training	PWA-RCE-HSD-PWA	7			1.6		1.6					1.6		0.0				1.6		1.6	checkride CFIA prep with Yuko	
5/21/2009	BE36TC	36TN	Bilby	ADH-LCL	1		3	1.0		1.0					1.0	1.0	1.0	1.0				1.0	1.0	"IFR refresher, ILS 17 @ SNL, 2x GPS 17 @ ADH, Bilby Wallace"	
5/22/2009	BE36TC	36TN	Me	ADH-IOB	1			3.8		3.8					3.8	3.8	3.8		0.5	3.8		3.8	3.8	"XC to Ray/Becca's wedding, great flight in B36"	
5/25/2009	BE36TC	36TN	Me	IOB-ADH	1			3.8		3.8					3.8	3.8	3.8		1.5	3.8		3.8	3.8	"XC back, great flight, real nice airplane"	
5/30/2009	SR22	223TN	GAMI	ADH-LCL	2			2.2		2.2				2.2		2.2	2.2					2.2	2.2	"flew experimental Cirrus, Density controller"	
5/31/2009	SR22	223TN	GAMI	ADH-LCL	1			1.0		1.0				1.0		1.0	1.0					1.0	1.0	test flew experimental Cirrus	
6/2/2009	SR22	223TN	GAMI	ADH-LCL	1			0.8		0.8				0.8		0.8	0.8					0.8	0.8	"test flight, had to return to ADH instead of going to DLH"	
6/4/2009	SR22	518CP	GAMI	ADH-PWA	1			0.6		0.6						0.6	0.6			0.6		0.6	0.6	picking up customer	
6/8/2009	SR22	942SR	GAMI	ADH-DFW-ADH	2			2.4		2.4						2.4	2.4			2.4		2.4	2.4	picked up Bill Elliot	
6/8/2009	SR22	942SR	GAMI	ADH-HSD-FOD-DLH	3		1	4.5		4.5						4.5	4.5		0.8	4.5		4.5	4.5	"Dropped off FIKI, 250' overcast on LIFR RNAV09@DLH, great flight"	
6/9/2009	SR22	223TN	GAMI	DLH-ADH	1			4.2		4.2				4.2		4.2	4.2		1.0	4.2		4.2	4.2	experimental flight back	
6/9/2009	C172RG	9463D	Flight Training	PWA-HSD-PWA	2			0.5		0.5					0.5		0.0				0.5		0.5	training with Yuko	
6/10/2009	C172RG	9463D	Flight Training	PWA-LCL	1			1.0		1.0					1.0		1.0					1.0	1.0	checkride CFIA - failed	
6/19/2009	C172	72TN	Me	ADH-OKC-HSD-ADH	3			2.2		2.2						2.2	2.2			2.0		2.2	2.2	dropped off Vanessa	
6/19/2009	C172	72TN	Me	ADH-OKC-ADH	2			1.3		1.3						1.3	1.3			1.3		1.3	1.3	picking up Dad for airshow	
6/20/2009	C172	72TN	Ada Air Expo	ADH-LCL	8			1.5		1.5						1.5	1.5					1.5	1.5	"airshow rides, real fun"	
6/23/2009	BE36TC	36TN	GAMI	ADH-OKC-ADH	2			1.3		1.3					1.3	1.3	1.3			1.3		1.3	1.3	dropped off bilby	
6/23/2009	C172	72TN	Flight Training	ADH-PWA	1			0.8		0.8						0.8	0.8			0.8		0.8	0.8	flew to PWA	
6/23/2009	C172RG	9463D	Flight Training	PWA-LCL	1			0.6		0.6					0.6		0.0				0.6		0.6	"ground reference maneuvers, landings, stalls, Yuko"	
6/23/2009	C172	72TN	Flight Training	PWA-ADH	1			0.8		0.8						0.8	0.8			0.8		0.8	0.8	flew back	
6/24/2009	C172	72TN	Flight Training	ADH-PWA-HSD-ADH	3			1.2		1.2						1.2	1.2			1.0		1.2	1.2	checkride CFIA-postponed	
6/24/2009	SR22	105WL	GAMI	ADH-LIT	1			1.6		1.6						1.6	1.6			1.6		1.6	1.6	flew Cirrus to new customer	
6/24/2009	SR22	105WL	GAMI	LIT-LCL	1		2	1.0		1.0						1.0	0.0				1.0		1.0	"RNAV 36 @ SGT, ILS 4L @LIT"	
4/20/2009	C172	72TN	Flight Training	ADH-LCL	2			1.0		1.0						1.0	1.0					1.0	1.0	practice from the right seat	
4/21/2009	C172	72TN	Flight Training	ADH-LCL	1			1.0		1.0						1.0	1.0					1.0	1.0	practice from the right seat	
4/27/2009	C172	72TN	Flight Training	ADH-LCL	4			1.5		1.5						1.5	1.5					1.5	1.5	practice from the right seat	
4/28/2009	C172	72TN	Flight Training	ADH-LCL	3			2.1		2.1						2.1	2.1					2.1	2.1	practice from the right seat	
5/7/2009	C172	72TN	Flight Training	ADH-43OK-ADH	6			3.0		3.0						3.0	3.0			1.0		3.0	3.0	dropped off Bilby to pickup 36TN	
5/8/2009	C172	72TN	Flight Training	ADH-LCL	13			2.0		2.0						2.0	2.0					2.0	2.0	practice maneuvers from right seat	
5/15/2009	C172	72TN	Flight Training	ADH-AQR-ADH	9			3.0		3.0						3.0	3.0					3.0	3.0	practice X-C from right seat	
7/2/2009	BE36TC	36TN	GAMI	ADH-PWA-ADH-ADS-ADH	4			3.1		3.1					3.1	3.1	3.1			3.1		3.1	3.1	"dropped off service center customer, flew Bilby to ADS"	
7/8/2009	BE36TC	36TN	GAMI	ADH-DFW-ADH	2			2.8		2.8					2.8	2.8	2.8			2.8		2.8	2.8	picked up Canadians	
7/9/2009	BE36TC	36TN	GAMI	ADH-DFW-OKC-ADH	3			3.2		3.2					3.2	3.2	3.2		1.2	3.2		3.2	3.2	"dropped off Canadians, picked up Bilby"	
7/10/2009	BE36TC	36TN	Vanessa	ADH-TYS		1		2.7	1.0	3.7					3.7	3.7	3.7		1.0	3.7		3.7	3.7	Vanessa and I flew to Knoxville	
7/11/2009	BE36TC	36TN	Vanessa	TYS-RKW-TYS	2			1.1		1.1					1.1	1.1	1.1					1.1	1.1	took Zane and Taylor for flight	
7/12/2009	BE36TC	36TN	Vanessa	TYS-RNC-MEZ-ADH	3		1	4.1		4.1					4.1	4.1	4.1		1.5	4.1		4.1	4.1	"flew back, storms GPS 23 @ RNC"	
7/13/2009	C172	72TN	Flight Training	ADH-PWA-ADH	2			1.3		1.3						1.3	1.3			1.3		1.3	1.3	flew for checkride-postponed	
