Date	"Aircraft Make & Model"	"aircraft ident"	Route	Duration	Dual	"LANDINGS DAY"
11/17/2006	C172	N575ND	VHHH-KSFO	1.5	1.5	1
11/21/2006	C172	N575ND	KSFO-PHNL	1.5	1.5	1
11/22/2006	C172	N575ND	PHNL-YSSY	1.5	1.5	1
11/22/2006	C172	N575ND	YSSY-KLAX	1.5	1.5	1
11/25/2006	C172	N575ND	KLAX-KCOS	1.5	1.5	1
11/25/2006	C172	N575ND	KCOS-KDEN	1.5	1.5	1
11/26/2006	C172	N575ND	KDEN-PHNL	1.5	1.5	1
11/27/2006	C172	N575ND	PHNL-KDEN	1.5	1.5	1
11/28/2006	C172	N575ND	KDEN-KSEA	1.5	1.5	1
11/28/2006	C172	N575ND	KSEA-KSFO	1.5	1.5	1
11/29/2006	C172	N575ND	KSFO-YSSY	1.5	1.5	1
11/30/2006	C172	N575ND	YSSY-KSFO	1.5	1.5	1
12/2/2006	C172	N575ND	KSFO-KMCO	1.5	1.5	1
12/2/2006	C172	N575ND	KMCO-KORD	1.5	1.5	1
12/4/2006	C172	N575ND	KORD-KBOS	1.5	1.5	1
12/8/2006	C172	N575ND	KBOS-KIAD	1.5	1.5	1
12/8/2006	C172	N575ND	KIAD-LOWW	1.5	1.5	1
12/11/2006	C172	N575ND	LOWW-KIAD	1.5	1.5	1
12/11/2006	C172	N575ND	KIAD-EGLL	1.5	1.5	1
12/12/2006	C172	N575ND	EGLL-EHAM	1.5	1.5	1
12/12/2006	C172	N575ND	EHAM-KORD	1.5	1.5	1
1/9/2007	C172	N575ND	KORD-KSFO	1.5	1.5	1
1/11/2007	C172	N575ND	KSFO-EDDF	1.5	1.5	1
1/12/2007	C172	N575ND	EDDF-KORD	1.5	1.5	1
1/13/2007	C172	N575ND	KORD-KLAX	1.5	1.5	1
1/14/2007	C172	N575ND	KLAX-PHOG	1.5	1.5	1
1/16/2007	C172	N575ND	PHOG-KLAX	1.5	1.5	1
1/18/2007	C172	N575ND	KLAX-KRNO	1.5	1.5	1
1/18/2007	C172	N575ND	KRNO-KSFO	1.5	1.5	1
1/19/2007	C172	N575ND	KSFO-KSLC	1.5	1.5	1
1/20/2007	C172	N575ND	KSLC-KSFO	1.5	1.5	1
1/22/2007	C172	N575ND	KSFO-RJAA	1.5	1.5	1
1/24/2007	C172	N575ND	RJAA-KORD	1.5	1.5	1
1/25/2007	C172	N575ND	KORD-KRIC	1.5	1.5	1
1/26/2007	C172	N575ND	KRIC-KBOS	1.5	1.5	1
1/27/2007	C172	N575ND	KBOS-KDEN	1.5	1.5	1
1/27/2007	C172	N575ND	KDEN-KFAR	1.5	1.5	1
1/27/2007	C172	N575ND	KFAR-KDEN	1.5	1.5	1
1/27/2007	C172	N575ND	KDEN-KASE	1.5	1.5	1
1/27/2007	C172	N575ND	KASE-KDEN	1.5	1.5	1
1/27/2007	C172	N575ND	KDEN-KASE	1.5	1.5	1
1/27/2007	C172	N575ND	KASE-KSFO	1.5	1.5	1
1/28/2007	C172	N575ND	KSFO-KLAX	1.5	1.5	1
1/29/2007	C172	N575ND	KLAX-PHNL	1.5	1.5	1
1/30/2007	C172	N575ND	PHNL-KLAX	1.5	1.5	1
1/30/2007	C172	N575ND	KLAX-KDEN	1.5	1.5	1
1/30/2007	C172	N575ND	KDEN-KLAX	1.5	1.5	1
1/31/2007	C172	N575ND	KLAX-PHNL	1.5	1.5	1
2/1/2007	C172	N575ND	PHNL-KSEA	1.5	1.5	1
2/2/2007	C172	N575ND	KSEA-KORD	1.5	1.5	1
2/2/2007	C172	N575ND	KORD-KPIT	1.5	1.5	1
2/3/2007	C172	N575ND	KPIT-KORD	1.5	1.5	1
2/3/2007	C172	N575ND	KORD-KMIA	1.5	1.5	1
2/4/2007	C172	N575ND	KMIA-KDEN	1.5	1.5	1
2/5/2007	C172	N575ND	KDEN-KLAS	1.5	1.5	1
2/6/2007	C172	N575ND	KLAS-KLAX	1.5	1.5	1
2/8/2007	C172	N575ND	KLAX-CYVR	1.5	1.5	1
2/9/2007	C172	N575ND	CYVR-KSFO	1.5	1.5	1
2/11/2007	C172	N575ND	KSFO-KLAX	1.5	1.5	1
2/11/2007	C172	N575ND	KLAX-KBOS	1.5	1.5	1
2/13/2007	C172	N575ND	KBOS-KDCA	1.5	1.5	1
2/13/2007	C172	N575ND	KDCA-KORD	1.5	1.5	1
2/22/2007	C172	N575ND	KORD-KLAX	1.5	1.5	1
2/23/2007	C172	N575ND	KLAX-KPDX	1.5	1.5	1
2/26/2007	C172	N575ND	KPDX-KDEN	1.5	1.5	1
2/26/2007	C172	N575ND	KDEN-KIAD	1.5	1.5	1
2/27/2007	C172	N575ND	KIAD-EGLL	1.5	1.5	1
3/1/2007	C172	N575ND	EGLL-KORD	1.5	1.5	1
3/2/2007	C172	N575ND	KORD-EDDF	1.5	1.5	1
3/6/2007	C172	N575ND	EDDF-KSFO	1.5	1.5	1
3/17/2007	C172	N575ND	KSFO-KSNA	1.5	1.5	1
3/17/2007	C172	N575ND	KSNA-KSFO	1.5	1.5	1
3/17/2007	C172	N575ND	KSFO-KONT	1.5	1.5	1
3/17/2007	C172	N575ND	KONT-KLAX	1.5	1.5	1
3/17/2007	C172	N575ND	KLAX-RJAA	1.5	1.5	1
3/19/2007	C172	N575ND	RJAA-RKSI	1.5	1.5	1
3/21/2007	C172	N575ND	RKSI-VTSP	1.5	1.5	1
3/22/2007	C172	N575ND	VTSP-RKSI	1.5	1.5	1
3/25/2007	C172	N575ND	RKSI-VHHH	1.5	1.5	1
3/27/2007	C172	N575ND	VHHH-WSSS	1.5	1.5	1
3/27/2007	C172	N575ND	WSSS-RJAA	1.5	1.5	1
3/28/2007	C172	N575ND	RJAA-RCTP	1.5	1.5	1
3/28/2007	C172	N575ND	RCTP-RJAA	1.5	1.5	1
3/31/2007	C172	N575ND	RJAA-KSFO	1.5	1.5	1
4/6/2007	C172	N575ND	KSFO-KDEN	1.5	1.5	1
4/7/2007	C172	N575ND	KDEN-KFSD	1.5	1.5	1
4/10/2007	C172	N575ND	KFSD-KORD	1.5	1.5	1
4/10/2007	C172	N575ND	KORD-KFSD	1.5	1.5	1
4/11/2007	C172	N575ND	KFSD-KORD	1.5	1.5	1
4/12/2007	C172	N575ND	KORD-KSFO	1.5	1.5	1
4/13/2007	C172	N575ND	KSFO-KPDX	1.5	1.5	1
4/14/2007	C172	N575ND	KPDX-KSFO	1.5	1.5	1
4/16/2007	C172	N575ND	KSFO-PHNL	1.5	1.5	1
4/17/2007	C172	N575ND	PHNL-KLAX	1.5	1.5	1
4/20/2007	C172	N575ND	KLAX-KIAD	1.5	1.5	1
4/22/2007	C172	N575ND	KIAD-KORD	1.5	1.5	1
4/22/2007	C172	N575ND	KORD-KIAD	1.5	1.5	1
4/26/2007	C172	N575ND	KIAD-TNCM	1.5	1.5	1
5/3/2007	C172	N575ND	TNCM-KIAD	1.5	1.5	1
5/5/2007	C172	N575ND	KIAD-KATL	1.5	1.5	1
5/6/2007	C172	N575ND	KATL-KSFO	1.5	1.5	1
5/10/2007	C172	N575ND	KSFO-PHNL	1.5	1.5	1
5/10/2007	C172	N575ND	PHNL-PHOG	1.5	1.5	1
5/10/2007	C172	N575ND	PHOG-PHNL	1.5	1.5	1
6/5/2007	C172	N575ND	PHNL-KLAX	1.5	1.5	1
6/5/2007	C172	N575ND	KLAX-KDEN	1.5	1.5	1
6/6/2007	C172	N575ND	KDEN-KFAR	1.5	1.5	1
6/6/2007	C172	N575ND	KFAR-KORD	1.5	1.5	1
6/6/2007	C172	N575ND	KORD-KLGA	1.5	1.5	1
6/7/2007	C172	N575ND	KLGA-KIAD	1.5	1.5	1
6/9/2007	C172	N575ND	KIAD-EGLL	1.5	1.5	1
6/10/2007	C172	N575ND	EGLL-KSFO	1.5	1.5	1
6/10/2007	C172	N575ND	KSFO-KRNO	1.5	1.5	1
6/10/2007	C172	N575ND	KRNO-KLAX	1.5	1.5	1
6/12/2007	C172	N575ND	KLAX-YSSY	1.5	1.5	1
6/14/2007	C172	N575ND	YSSY-YMML	1.5	1.5	1
6/14/2007	C172	N575ND	YMML-YSSY	1.5	1.5	1
6/15/2007	C172	N575ND	YSSY-KSFO	1.5	1.5	1
6/17/2007	C172	N575ND	KSFO-KSEA	1.5	1.5	1
6/17/2007	C172	N575ND	KSEA-KORD	1.5	1.5	1
6/22/2007	C172	N575ND	KORD-KLAX	1.5	1.5	1
6/24/2007	C172	N575ND	KLAX-EDDF	1.5	1.5	1
6/25/2007	C172	N575ND	EDDF-LOWW	1.5	1.5	1
6/25/2007	C172	N575ND	LOWW-LOWI	1.5	1.5	1
6/26/2007	C172	N575ND	LOWI-EDDF	1.5	1.5	1
6/29/2007	C172	N575ND	EDDF-KORD	1.5	1.5	1
6/30/2007	C172	N575ND	KORD-CYOW	1.5	1.5	1
7/1/2007	C172	N575ND	CYOW-KORD	1.5	1.5	1
7/3/2007	C172	N575ND	KORD-KSFO	1.5	1.5	1
7/6/2007	C172	N575ND	KSFO-ZSPD	1.5	1.5	1
7/8/2007	C172	N575ND	ZSPD-KORD	1.5	1.5	1
7/8/2007	C172	N575ND	KORD-KDCA	1.5	1.5	1
7/8/2007	C172	N575ND	KDCA-KORD	1.5	1.5	1
7/12/2007	C172	N575ND	KORD-KLAX	1.5	1.5	1
7/18/2007	C172	N575ND	KLAX-KDEN	1.5	1.5	1
7/19/2007	C172	N575ND	KDEN-KSFO	1.5	1.5	1
7/21/2007	C172	N575ND	KSFO-PHNL	1.5	1.5	1
7/21/2007	C172	N575ND	PHNL-KDEN	1.5	1.5	1
7/28/2007	C172	N575ND	KDEN-KSTL	1.5	1.5	1
7/28/2007	C172	N575ND	KSTL-KORD	1.5	1.5	1
7/28/2007	C172	N575ND	KORD-KIAH	1.5	1.5	1
7/28/2007	C172	N575ND	KIAH-KIAD	1.5	1.5	1
8/20/2007	C172	N575ND	KIAD-KBOS	1.5	1.5	1
8/24/2007	C172	N575ND	KBOS-KSFO	1.5	1.5	1
8/26/2007	C172	N575ND	KSFO-KLAX	1.5	1.5	1
8/26/2007	C172	N575ND	KLAX-KMCO	1.5	1.5	1
9/1/2007	C172	N575ND	KMCO-KIAD	1.5	1.5	1
9/1/2007	C172	N575ND	KIAD-KSFO	1.5	1.5	1
9/4/2007	C172	N575ND	KSFO-KORD	1.5	1.5	1
9/6/2007	C172	N575ND	KORD-KIAD	1.5	1.5	1
9/8/2007	C172	N575ND	KIAD-CYYZ	1.5	1.5	1
9/8/2007	C172	N575ND	CYYZ-KIAD	1.5	1.5	1
9/17/2007	C172	N575ND	KIAD-EGLL	1.5	1.5	1
9/19/2007	C172	N575ND	EGLL-EGCC	1.5	1.5	1
9/21/2007	C172	N575ND	EGCC-EGLL	1.5	1.5	1
9/25/2007	C172	N575ND	EGLL-KSFO	1.5	1.5	1
10/6/2007	C172	N575ND	KSFO-PHOG	1.5	1.5	1
12/8/2007	C172	N575ND	PHOG-PHNL	1.5	1.5	1
12/8/2007	C172	N575ND	PHNL-YSSY	1.5	1.5	1
12/8/2007	C172	N575ND	YSSY-PHNL	1.5	1.5	1
12/8/2007	C172	N575ND	PHNL-PHLI	1.5	1.5	1
12/8/2007	C172	N575ND	PHLI-PHNL	1.5	1.5	1
12/12/2007	C172	N575ND	PHNL-KSEA	1.5	1.5	1
12/12/2007	C172	N575ND	KSEA-KPDX	1.5	1.5	1
12/12/2007	C172	N575ND	KPDX-KSEA	1.5	1.5	1
12/15/2007	C172	N575ND	KSEA-KLAX	1.5	1.5	1
12/16/2007	C172	N575ND	KLAX-KDEN	1.5	1.5	1
12/16/2007	C172	N575ND	KDEN-KMCI	1.5	1.5	1
12/16/2007	C172	N575ND	KMCI-KORD	1.5	1.5	1
12/22/2007	C172	N575ND	KORD-KFAR	1.5	1.5	1
12/22/2007	C172	N575ND	KFAR-KORD	1.5	1.5	1
12/23/2007	C172	N575ND	KORD-KDCA	1.5	1.5	1
1/16/2008	C172	N575ND	KDCA-KBOS	1.5	1.5	1
1/17/2008	C172	N575ND	KBOS-KSFO	1.5	1.5	1
1/19/2008	C172	N575ND	KSFO-KORD	1.5	1.5	1
1/21/2008	C172	N575ND	KORD-KLAX	1.5	1.5	1
1/29/2008	C172	N575ND	KLAX-VHHH	1.5	1.5	1
1/29/2008	C172	N575ND	VHHH-KORD	1.5	1.5	1
1/31/2008	C172	N575ND	KORD-VHHH	1.5	1.5	1
2/1/2008	C172	N575ND	VHHH-KLAX	1.5	1.5	1
2/2/2008	C172	N575ND	KLAX-KPHX	1.5	1.5	1
2/2/2008	C172	N575ND	KPHX-KDEN	1.5	1.5	1
2/23/2008	C172	N575ND	KDEN-KIAD	1.5	1.5	1
2/24/2008	C172	N575ND	KIAD-LIRF	1.5	1.5	1
2/27/2008	C172	N575ND	LIRF-KIAD	1.5	1.5	1
2/29/2008	C172	N575ND	KIAD-RJAA	1.5	1.5	1
2/29/2008	C172	N575ND	RJAA-KIAD	1.5	1.5	1
3/21/2008	C172	N575ND	KIAD-EGLL	1.5	1.5	1
3/22/2008	C172	N575ND	EGLL-KLAX	1.5	1.5	1
4/22/2008	C172	N575ND	KLAX-KPDX	1.5	1.5	1
4/26/2008	C172	N575ND	KPDX-KLAX	1.5	1.5	1
3/23/2009	C172	N575ND	KLAX-KORD	1.5	1.5	1
3/24/2009	C172	N575ND	KORD-KFAR	1.5	1.5	1
3/24/2009	C172	N575ND	KFAR-KORD	1.5	1.5	1
3/25/2009	C172	N575ND	KORD-KSFO	1.5	1.5	1
4/11/2009	C172	N575ND	KSFO-KORD	1.5	1.5	1
7/28/2009	C172	N575ND	KORD-KFAR	1.5	1.5	1
7/28/2009	C172	N575ND	KFAR-KDEN	1.5	1.5	1
