Date	Aircraft Type	Aircraft Ident	Route of Flight	Time in Flight	Day Landings	Night Landings	Instrument	Simulated Instrument	Approaches	Simulator	Night	Cross Country	Solo	Pilot in Command	Second in Command	Dual	As Instructor	Tailwheel	Remarks
"04/20/03"	"PA24-250"	"N6168P"	"F46-T31-1F1-F46"	1.6	3	0	0.0	0.0	0	0.0	0.0	1.6	0.0	1.6	0.0	0.0	0.0		"Lake Texoma for Easter breakfast.  Over to Lake Murray (TnG) and back to Rockwall"
"04/21/03"	"PA24-250"	"N6168P"	"F46-30F-ARG-LEX"	6.5	3	0	0.0	0.0	0	0.0	0.0	6.5	0.0	6.5	0.0	0.0	0.0		"Rockwall to Lake Dallas (pick up Judy) to Walnut Ridge, AR (fuel) to Lexington, KY"
"04/22/03"	"PA24-250"	"N6168P"	"LEX-AFJ"	2.9	1	0	0.0	0.0	0	0.0	0.0	2.9	0.0	2.9	0.0	0.0	0.0		"Lexington, KY to Washington County (South of Pittsburgh) weather layover."
"04/23/03"	"PA24-250"	"N6168P"	"AFJ-PIP-AVP"	3.2	1	1	0.0	0.0	0	0.0	0.7	3.2	0.0	3.2	0.0	0.0	0.0		"Wash. Co. to Piper Field (Lockhaven, PA) to Scranton, PA - snow &MVFR at AVP landing."
"04/27/03"	"PA24-250"	"N6168P"	"AVP-GFL"	1.2	1	0	0.0	0.0	0	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.0		"Scranton, PA to Glenns Falls, NY"
"04/27/03"	"PA24-250"	"N6168P"	"GFL-RUT-GFL"	2.0	2	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0		"Glenns Falls to Rutland, VT and back to Glenns Falls - sightseeing in Nor.East."
"04/28/03"	"PA24-250"	"N6168P"	"GFL-JST-CRW"	4.1	1	1	0.0	0.0	0	0.0	2.1	4.1	0.0	4.1	0.0	0.0	0.0		"Evening flight from Glenns Falls, NY to Johnstown, PA.  Night to Charleston, WV"
"04/29/03"	"PA24-250"	"N6168P"	"CRW-MKL-DTO"	6.2	1	1	0.0	0.0	0	0.0	3.2	6.2	0.0	6.2	0.0	0.0	0.0		"Charleston, WV to Jackson, TN (fuel) to Denton, TX"
"04/30/03"	"PA24-250"	"N6168P"	"DTO-F46"	0.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.4	0.4	0.0	0.0	0.0		"Morning return flight to Rockwall from Denton"
"05/02/03"	"PA24-250"	"N6168P"	"F46-ADS-F31-ADS-F46"	1.6	2	1	0.0	0.0	0	0.0	0.2	1.6	0.0	1.6	0.0	0.0	0.0		"Evening flight to Addison, on to Lake Texoma and back to Rockwall."
"05/04/03"	"PA24-250"	"N6168P"	"F46-DTO-PVW-ABQ"	5.4	3	0	0.0	0.0	0	0.0	0.0	5.4	0.0	5.4	0.0	0.0	0.0		"Rockwall to Denton to Plainview, TX to Albuquerque, NM - HEAVY headwinds."
"05/07/03"	"PA24-250"	"N6168P"	"ABQ-CVN-DTO"	3.8	4	0	0.0	0.0	0	0.0	0.0	3.8	0.0	3.8	0.0	0.0	0.0		"Albuquerque to Clovis, NM to Denton, TX"
"05/08/03"	"PA24-250"	"N6168P"	"DTO-F46"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0		"Denton to Rockwall - morning return."
"05/11/03"	"PA24-250"	"N6168P"	"F46-F31-F46"	1.4	2	0	0.0	0.0	0	0.0	0.0	1.4	1.4	1.4	0.0	0.0	0.0		"Breakfast flight to Lake Texoma and back."
"05/12/03"	"PA24-250"	"N6168P"	"F46-TRL-4F7-F44-TRL-F46"	1.4	7	0	0.0	0.0	0	0.0	0.0	1.4	0.0	1.4	0.0	0.0	0.0		"Rockwall to Terrell to Wills Pt. to Athens, TX to Terrell to Rockwall.  Family flight."
"05/15/03"	"PA24-250"	"N6168P"	"F46-GKY-F46-GKY-F46"	1.7	4	0	0.0	0.0	0	0.0	0.7	0.0	0.0	1.7	0.0	0.0	0.0		"Multiple trips between Rockwall and Arlington (carry computers and Sissy)"
"05/17/03"	"PA24-250"	"N6168P"	"F46-SGR-F46"	3.2	2	0	0.0	0.0	0	0.0	0.0	3.2	0.0	3.2	0.0	0.0	0.0		"Rockwall to Sugarland, TX with dad.  Visited Charlie."
"05/19/03"	"PA24-250"	"N6168P"	"F46-5F4-MDN-F46"	3.2	5	0	0.0	0.0	0	0.0	0.0	3.2	0.0	3.2	0.0	0.0	0.0		"Rockwall to Homer, LA, refuel in Minden, LA and back to Rockwall.  Walt Lawhead tagged along."
"05/21/03"	"C172P"	"N6472K"	"F46-LNC-F46"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0		"Lunch flight with Jeff Honea"
"05/24/03"	"PA24-250"	"N6168P"	"F46-F44-F46"	1.3	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0		"Flight to Athens, TX to pick up daughter (Lisa)"
"05/25/03"	"PA24-250"	"N6168P"	"F46-LNC-F46"	0.4	2	0	0.0	0.0	0	0.0	0.0	0.0	0.4	0.4	0.0	0.0	0.0		"Lunch flight to Lancaster and back."
"06/03/03"	"PA24-250"	"N6168P"	"F46-LFK-45R-BMT-45R-F46"	3.3	5	0	0.0	0.0	0	0.0	0.0	3.3	3.3	3.3	0.0	0.0	0.0		"Rockwall to Lufkin to Kountze, TX to Beaumont (fuel), drop off Coy at Kountze and home to Rockwall (Hardin County)"
"06/04/03"	"PA24-250"	"N6168P"	"F46-UCY-DVK"	4.3	2	0	0.0	0.0	0	0.0	0.0	4.3	0.0	4.3	0.0	0.0	0.0		"Rockwall to Danville, KY to Union City, TN"
"06/05/03"	"PA24-250"	"N6168P"	"DVK-HTS"	1.0	1	0	0.0	0.0	0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		"Danville, KY to Huntington, WV"
"06/08/03"	"PA24-250"	"N6168P"	"HTS-GKT"	1.4	1	0	0.0	0.0	0	0.0	0.0	1.4	0.0	1.4	0.0	0.0	0.0		"Huntington, WV to Gatlinburg, KY - weather layover."
"06/09/03"	"PA24-250"	"N6168P"	"GKT-FHA-PBF-F46"	7.2	3	1	0.0	0.0	0	0.0	1.2	7.2	0.0	7.2	0.0	0.0	0.0		"Gatlinburg, KY to Tullahoma, TN to Pine Bluff, AR to Rockwall."
"06/16/03"	"PA24-250"	"N6168P"	"F46-F46"	0.5	3	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0		"Shortfield practice."
"06/18/03"	"PA24-250"	"N6168P"	"F46-DUC-F46"	1.9	2	0	0.0	0.0	0	0.0	0.0	1.9	1.9	1.9	0.0	0.0	0.0		"Rockwall to Duncan, OK (demo) and back to Rockwall."
"06/19/03"	"PA24-250"	"N6168P"	"F46-F05"	1.9	1	0	0.0	0.0	0	0.0	0.9	1.9	0.0	1.9	0.0	0.0	0.0		"Rockwall to Wilbarger CO (Vernon, TX).  Layover because of storm/weather."
"06/20/03"	"PA24-250"	"N6168P"	"F05-T45-2T1-Q00-F46"	4.5	5	0	0.0	0.0	0	0.0	0.0	4.5	0.0	4.5	0.0	0.0	0.0		"Vernon to Panhandle (demo) to Muleshoe, TX (demo) and home to Rockwall."
"06/21/03"	"PA24-250"	"N6168P"	"F46-M89-M88"	3.0	2	0	0.0	0.0	0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0		"Rockwall to Arkadelphia, AR to Cornelia Fort Park (NSA show)"
"06/23/03"	"PA24-250"	"N6168P"	"M88-FLO"	1.0	1	0	0.0	0.0	0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0		"Cornelia Fort Park to Florence, SC."
"06/24/03"	"PA24-250"	"N6168P"	"FLO-CKI"	0.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0		"Florence, SC to Kingstree, SC (demo)"
"06/25/03"	"PA24-250"	"N6168P"	"CKI-ANB-FLH-F46"	6.7	3	2	0.0	0.0	0	0.0	1.7	6.7	0.0	6.7	0.0	0.0	0.0		"Kingstree to Anniston, AL to Greeneville, MS to Rockwall"
"06/29/03"	"PA24-250"	"N6168P"	"F46-IER-F46"	3.0	2	0	0.0	0.0	0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0		"Day trip to Natchitoches and back."
"06/30/03"	"C172N"	"N6572D"	"F46-7F3-F46"	1.0	5	0	0.0	0.0	0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0		"Logging C172 time.  Local flight."
"07/10/03"	"PA24-250"	"N6168P"	"F46-SWW"	1.7	1	0	0.0	0.0	0	0.0	0.0	1.7	0.0	1.7	0.0	0.0	0.0		"Rockwall to Sweetwater, TX - Nolan County install."
"07/11/03"	"PA24-250"	"N6168P"	"SWW-F46"	1.8	1	0	0.0	0.0	0	0.0	0.0	1.8	1.8	1.8	0.0	0.0	0.0		"Sweetwater return to Rockwall."
"07/18/03"	"PA24-250"	"N6168P"	"F46-SGF"	2.2	0	1	0.0	0.0	0	0.0	1.0	2.2	0.0	2.2	0.0	0.0	0.0		"Rockwall to Springfield, MO - Night landing.  Class C operations."
"07/19/03"	"PA24-250"	"N6168P"	"SGF-MQB"	2.0	1	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0		"Springfield, MO to McComb, IL (EAA ppc flyin)"
"07/19/03"	"PA24-250"	"N6168P"	"MQB-MQB"	1.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0		"Altitude flight looking for Ed neff in powered parachute doing altitude record.  Climb to 17,800 MSL."
"07/20/03"	"PA24-250"	"N6168P"	"MQB-ROG-F46"	4.2	2	0	0.0	0.0	0	0.0	0.0	4.2	0.0	4.2	0.0	0.0	0.0		"McComb to Rogers, AR (fuel) to Rockwall.  Bad starter solenoid.  Hand propped both times."
"08/11/03"	"PA24-250"	"N6168P"	"F46-PYX-COS"	4.2	1	1	0.0	0.0	0	0.0	1.0	4.2	0.0	4.2	0.0	0.0	0.0		"Rockwall to Perryton, TX (fuel) to Colorado Springs (pick up my niece, Aasha)"
"08/11/03"	"PA24-250"	"N6168P"	"COS-PYX-F46"	3.9	0	2	0.0	0.0	0	0.0	3.9	3.9	0.0	3.9	0.0	0.0	0.0		"Night return from Colorado Springs to Perryton, TX (fuel) to Rockwall."
"08/20/03"	"PA24-250"	"N6168P"	"F46-1F7-TKI-7F3-F46"	1.1	0	6	0.0	0.0	0	0.0	1.1	0.0	1.1	1.1	0.0	0.0	0.0		"Night flight practice.  All night landings."
"08/21/03"	"PA24-250"	"N6168P"	"F46-ARG-CVG"	5.2	1	1	0.0	0.0	0	0.0	2.2	5.2	5.2	5.2	0.0	0.0	0.0		"Rockwall to Walnut Ridge, AR (fuel) to Cincinatti/Covington Class B"
"08/22/03"	"PA24-250"	"N6168P"	"CVG-BVI-GFL"	5.1	1	1	0.0	0.0	0	0.0	0.4	5.1	0.0	5.1	0.0	0.0	0.0		"Cincinatti to Beaver Falls, PA to Glenns Falls, NY"
"08/24/03"	"PA24-250"	"N6168P"	"GFL-PIP-I69-LUK-PUH"	6.3	3	1	0.0	0.0	0	0.0	2.2	6.3	0.0	6.3	0.0	0.0	0.0		"Glenns Falls to Lockhaven, PA to Sporty's (Batavia, OH) to Lunken Field to Paducah, KY."
"08/25/03"	"PA24-250"	"N6168P"	"PUH-HOT-F46"	3.4	2	0	0.0	0.0	0	0.0	0.0	3.4	0.0	3.4	0.0	0.0	0.0		"Paducah, KY to Hot Springs, AR (breakfast) and home to Rockwall."
"08/30/03"	"PA24-250"	"N6168P"	"F46-IER-NEW"	4.2	2	0	0.0	0.0	0	0.0	0.0	4.2	0.0	4.2	0.0	0.0	0.0		"Rockwall to Natchitoches (fuel) to New Orleans downtown."
"09/01/03"	"PA24-250"	"N6168P"	"NEW-IER"	3.5	1	0	0.0	0.0	0	0.0	0.0	3.5	0.0	3.5	0.0	0.0	0.0		"New Orleans Lakefront to Natchitoches.  Stopped because of BAD weather."
"09/02/03"	"PA24-250"	"N6168P"	"IER-F46"	1.4	1	0	0.0	0.0	0	0.0	0.0	1.4	0.0	1.4	0.0	0.0	0.0		"Natchitoches to Rockwall."
"09/20/03"	"PA24-250"	"N6168P"	"F46-TRL-F46"	0.7	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0		"Short ride with Christina (Judy's daughter).  First flight after Judy's bike accident."
"09/28/03"	"PA24-250"	"N6168P"	"F46-DTN-F46"	2.3	2	0	0.0	0.0	0	0.0	0.0	2.3	0.0	2.3	0.0	0.0	0.0		"Flight to Shreveport Downtown for lunch and back."
"10/04/03"	"C172N"	"N6572D"	"F46-F46"	0.5	6	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0		"C-172 practice."
"10/08/03"	"PA24-250"	"N6168P"	"F46-OLV-F46"	5.2	1	1	0.0	0.0	0	0.0	2.2	5.2	0.0	5.2	0.0	0.0	0.0		"Cross country to Olive Branch, MS to meet w Hernando, MS Police Chief"
"10/13/03"	"PA24-250"	"N6168P"	"F46-2F7-SLR-2F8-F46"	1.5	4	0	0.0	0.0	0	0.0	0.0	0.0	1.5	1.5	0.0	0.0	0.0		"Rockwall to Commerce to Sulphur Sp. for lunch to Commerce to Rockwall."
"10/14/03"	"PA24-250"	"N6168P"	"F46-2F7-F46-2F7-F46"	2.0	4	0	0.0	0.0	0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0		"Flights between Commerce and Rockwall."
"10/18/03"	"PA24-250"	"N6168P"	"F46-3R9-F46"	3.0	2	0	0.0	0.0	0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0		"Rockwall to Lakeway, Austin for lunch and back."
"10/21/03"	"PA24-250"	"N6168P"	"F46-90F-F46"	1.9	1	1	0.0	0.0	0	0.0	0.9	1.9	0.0	1.9	0.0	0.0	0.0		"Rockwall to Broken Bow, OK and back (help Larry Crutcher with Mike's ppc training)"
"10/24/03"	"PA24-250"	"N6168P"	"F46-DTO-CHK-F46"	2.7	3	0	0.0	0.0	0	0.0	0.0	2.7	0.0	2.7	0.0	0.0	0.0		"Rockwall to Denton (pick up Brandon) to Chickasa, OK & back to Rockwall."
"11/04/03"	"PA24-250"	"N6168P"	"F46-BPT-F46"	3.5	2	0	0.0	0.0	0	0.0	0.0	3.5	0.0	3.5	0.0	0.0	0.0		"Rockwall to Beaumont (Jefferson Cty. Demo) and back to Rockwall."
"11/11/03"	"PA24-250"	"N6168P"	"F46-Q41-F46"	4.2	3	0	0.0	0.0	0	0.0	0.0	4.2	0.0	4.2	0.0	0.0	0.0		"Rockwall to Floydada (Floyd County demo).  Took sheriff for a ride. Return to Rockwall."
"11/14/03"	"PA24-250"	"N6168P"	"F46-ARG-LUK-BVIii"	6.0	2	1	0.0	0.0	0	0.0	1.2	6.0	0.0	6.0	0.0	0.0	0.0		"Rockwall to Walnut Ridge (fuel) to Lunken (fuel) to Beaver Falls, PA."
"11/15/03"	"PA24-250"	"N6168P"	"BVI-ITH-GFL"	2.7	2	0	0.0	0.0	0	0.0	0.0	2.7	0.0	2.7	0.0	0.0	0.0		"Beaver Falls to Ithaca, NY (potty break) to Glenns Falls, NY"
"11/16/03"	"PA24-250"	"N6168P"	"GFL-TIC-RKD-GFL"	3.5	2	1	0.0	0.0	0	0.0	0.9	3.5	0.0	3.5	0.0	0.0	0.0		"Glenns Falls, NY to Ticonderoga, NY to Rockland, ME to Glenns Falls (sightseeing)"
"11/20/03"	"PA24-250"	"N6168P"	"GFL-LCK"	3.8	0	1	0.0	0.0	0	0.0	2.8	3.8	0.0	3.8	0.0	0.0	0.0		"Glenns Falls, NY to Rickenbacker Field - Columbus, Ohio."
"11/21/03"	"PA24-250"	"N6168P"	"LCK-I69"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.9	0.0	0.9	0.0	0.0	0.0		"Columbus, Ohio to Sporty's (Batavia, OH)"
"11/21/03"	"PA24-250"	"N6168P"	"I69-I05-ARG-HOT-F46"	7.2	3	1	0.0	0.0	0	0.0	1.7	7.2	0.0	7.2	0.0	0.0	0.0		"Sportys to Sturgis, KY to Walnut Ridge, AR to Hot Springs, AR to Rockwall (HEAVY headwinds)"
"11/27/03"	"PA24-250"	"N6168P"	"F46-DTO-F46"	1.5	1	2	0.0	0.0	0	0.0	0.7	0.0	0.0	1.5	0.0	0.0	0.0		"Flight to Denton for Thanksgiving and back.  Ride given to grandkids."
"12/01/03"	"PA24-250"	"N6168P"	"F46-0E0-GNT"	4.5	2	0	0.0	0.0	0	0.0	0.0	4.5	0.0	4.5	0.0	0.0	0.0		"Rockwall to Moriarty, NM (fuel) to Grants, NM (Cibola County Install)"
"12/03/03"	"PA24-250"	"N6168P"	"GNT-GNT"	0.8	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0		"Sightseeing flight around mountains of central New Mexico.  Return to Grants."
"12/03/03"	"PA24-250"	"N6168P"	"GNT-F46"	3.9	0	1	0.0	0.0	0	0.0	2.1	3.9	3.9	3.9	0.0	0.0	0.0		"Grants, NM to Rockwall."
"12/06/03"	"PA24-250"	"N6168P"	"F46-IER-F46"	3.0	1	1	0.0	0.0	0	0.0	1.5	3.0	0.0	3.0	0.0	0.0	0.0		"Rockwall to Natchitoches (Christmas Festival) and night return to Rockwall."
"12/10/03"	"PA24-250"	"N6168P"	"F46-DTN-F46"	2.4	2	0	0.0	0.0	0	0.0	0.0	2.4	0.0	2.4	0.0	0.0	0.0		"Flight to Shreveport Downtown (Emerald meeting) and return to Rockwall."
"12/17/03"	"PA24-250"	"N6168P"	"F46-SLR-F46"	1.4	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0		"Flying on anniversary of Wright Brother's first flight.  In the air at moment of first flight."
"12/17/03"	"PA24-250"	"N6168P"	"F46-MB9-F46"	2.2	2	0	0.0	0.0	0	0.0	0.0	2.2	0.0	2.2	0.0	0.0	0.0		"2nd flight of day.  Went to Mena, AR to follow Jeff H. and Randall after ferrying Commander for paint."
"12/19/03"	"PA24-250"	"N6168P"	"F46-F44-F46"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		"Returned Lisa (daughter) to Athens."
"12/20/03"	"PA24-250"	"N6168P"	"F46-DTO-ADS-F46"	2.5	1	2	0.0	0.0	0	0.0	1.2	0.0	0.0	2.5	0.0	0.0	0.0		"Christmas light flight."
"12/23/03"	"PA24-250"	"N6168P"	"F46-Q41-F46"	4.0	2	0	0.0	0.0	0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0		"Trip to Floyd County (Floydada, TX) to see sheriff."
"12/24/03"	"PA24-250"	"N6168P"	"F46-F46"	0.6	0	1	0.0	0.0	0	0.0	0.6	0.0	0.0	0.6	0.0	0.0	0.0		"Night Christmas lights flight with Judy (proposal night)"
"12/25/03"	"PA24-250"	"N6168P"	"F46-DTO"	0.4	0	1	0.0	0.0	0	0.0	0.4	0.0	0.0	0.4	0.0	0.0	0.0		"Christmas night flight to Denton to see family."
"12/25/03"	"PA24-250"	"N6168P"	"DTO-DTO"	0.5	0	1	0.0	0.0	0	0.0	0.5	0.0	0.0	0.5	0.0	0.0	0.0		"Christmas Light flight with family."
"12/25/03"	"PA24-250"	"N6168P"	"DTO-F46"	0.8	0	1	0.0	0.0	0	0.0	0.8	0.0	0.0	0.8	0.0	0.0	0.0		"Flight home to Rockwall.  Flew around downtown Dallas to see Christmas lights."
"12/26/03"	"C172P"	"N6472K"	"F46-1F7-F46"	1.2	7	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0		"Anniversary of PP-ASEL checkride.  C-172 ride with Judy."
"12/31/03"	"PA24-250"	"N6168P"	"F46-ADS"	0.3	0	1	0.0	0.0	0	0.0	0.3	0.0	0.0	0.3	0.0	0.0	0.0		"Evening flight to Addison for New Year's Eve party at Cape Buffalo (no drinking!)"
"01/01/04"	"PA24-250"	"N6168P"	"ADS-F46"	0.3	0	1	0.0	0.0	0	0.0	0.3	0.0	0.0	0.3	0.0	0.0	0.0		"Return flight home from Addison on New Year's morning."
"01/06/04"	"PA24-250"	"N6168P"	"F46-HRX"	2.5	1	0	0.0	0.0	0	0.0	0.0	2.5	2.5	2.5	0.0	0.0	0.0		"Rockwall to Hereford, TX (Deaf Smith County install)"
"01/08/04"	"PA24-250"	"N6168P"	"HRX-HRX"	0.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0		"Take Sheriff and his wife for a ride in Comanche."
"01/08/04"	"PA24-250"	"N6168P"	"HRX-GNT"	2.3	1	0	0.0	0.0	0	0.0	0.0	2.3	0.0	2.3	0.0	0.0	0.0		"Hereford, TX to Grants, NM (Cibola County software update)"
"01/08/04"	"PA24-250"	"N6168P"	"GNT-INW-HHR"	4.3	1	1	0.0	0.0	0	0.0	2.0	4.3	0.0	4.3	0.0	0.0	0.0		"Grants, NM to Winslow, AZ (fuel) to Hawthorne Regional, CA"
"01/09/04"	"PA24-250"	"N6168P"	"HHR-CCB"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0		"Hawthorne to Cable Airport, CA"
"01/09/04"	"PA24-250"	"N6168P"	"CCB-CCB"	1.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0		"Fly Penny (sister) around the San Bernadino Mountain range."
"01/09/04"	"PA24-250"	"N6168P"	"CCB-LGB"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0		"Cable to Long Beach Regional Airpot to pick up Judy."
"01/11/04"	"PA24-250"	"N6168P"	"LGB-AVX-CCB"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		"Long Beach to Catalina for dinner and back to Cable for night with sister."
"01/17/04"	"PA24-250"	"N6168P"	"CCB-SEZ-SKX"	5.2	1	1	0.0	0.0	0	0.0	2.1	5.2	0.0	5.2	0.0	0.0	0.0		"Cable to Sedona, AZ (breakfast and fuel) to Taos, NM (night MVFR mountains)"
"01/19/04"	"PA24-250"	"N6168P"	"SKX-DTO-F46"	3.5	2	0	0.0	0.0	0	0.0	0.0	3.5	0.0	3.5	0.0	0.0	0.0		"Taos, NM to Denton and home to Rockwall."
"01/23/04"	"PA24-250"	"N6168P"	"F46-LNC-F46"	0.7	2	0	0.0	0.0	0	0.0	0.0	0.0	0.7	0.7	0.0	0.0	0.0		"Rockwall to Lancaster (Red Oak PD) and back to Rockwall."
"01/25/04"	"PA24-250"	"N6168P"	"F46-15F"	2.3	1	0	0.0	0.0	0	0.0	0.0	2.3	0.0	2.3	0.0	0.0	0.0		"Rockwall to Haskell, TX (software install).  MVFR flight - deviations."
"01/28/04"	"PA24-250"	"N6168P"	"15F-F46"	1.2	1	0	0.0	0.0	0	0.0	0.0	1.2	1.2	1.2	0.0	0.0	0.0		"VFR Return from Haskell to Rockwall."
"02/06/04"	"PA24-250"	"N6168P"	"F46-F46"	2.0	1	0	0.0	2.0	0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0		"IFR Training - slow flight, unusual attitudes."
"02/08/04"	"PA24-250"	"N6168P"	"F46-F46"	1.3	2	0	0.0	1.3	3	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0		"IFR training - VOR/DME approach to GVT"
"02/10/04"	"PA24-250"	"N6168P"	"F46-15F-F46"	2.5	2	0	0.0	0.0	0	0.0	0.0	2.5	2.5	2.5	0.0	0.0	0.0		"Flight to Haskell, TX  and back."
"02/12/04"	"PA24-250"	"N6168P"	"F46-GVT-F46"	1.5	2	0	0.0	1.5	4	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0		"IFR TRAINING - ILS, VOR/DME approaches"
"02/13/04"	"PA24-250"	"N6168P"	"F46-GVT-F46"	0.7	2	0	0.0	0.5	2	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0		"IFR Practice (Jeff Honea SP) - VOR/DME approach at GVT, ILS"
"02/16/04"	"PA24-250"	"N6168P"	"F46-TKI-F46"	1.1	2	0	0.0	0.7	2	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0		"IFR practice - VOR/DME A approach to McKinney. Matt Grant SP"
"02/18/04"	"PA24-250"	"N6168P"	"F46-SLR-F46"	0.8	2	0	0.0	0.0	0	0.0	0.0	0.0	0.8	0.8	0.0	0.0	0.0		"Breakfast flight."
"02/20/04"	"PA24-250"	"N6168P"	"F46-F46"	2.0	1	0	0.0	1.5	2	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0		"IFR Training - DME Arc at GVT"
"02/21/04"	"PA24-250"	"N6168P"	"F46-11R-F46"	2.5	2	0	0.0	0.0	0	0.0	0.0	2.5	0.0	2.5	0.0	0.0	0.0		"Breakfast flight to Brenham, TX and back"
"02/22/04"	"PA24-250"	"N6168P"	"F46-F44-F46"	1.3	2	0	0.0	0.0	0	0.0	0.0	0.0	1.3	1.3	0.0	0.0	0.0		"Flight to Athens and back to see granddaughter."
"02/27/04"	"PA24-250"	"N6168P"	"F46-PYX-APA"	4.1	2	0	0.0	0.0	0	0.0	0.0	4.1	0.0	4.1	0.0	0.0	0.0		"Rockwall to Perryton, TX (fuel) to Denver Centennial (ski trip)"
"03/01/04"	"PA24-250"	"N6168P"	"APA-HRX-F46"	4.5	1	1	0.0	0.0	0	0.0	1.0	4.5	0.0	4.5	0.0	0.0	0.0		"Denver Centennial to Hereford, TX (Deaf Smith County) to Rockwall."
"03/04/04"	"PA24-250"	"N6168P"	"F46-F46"	0.4	3	0	0.0	0.0	0	0.0	0.0	0.0	0.4	0.4	0.0	0.0	0.0		"Local flight"
"03/06/04"	"PA24-250"	"N6168P"	"F46-GVT-F46"	2.5	2	0	0.0	2.5	3	0.0	0.0	0.0	0.0	2.5	0.0	2.5	0.0		"IFR training - VOR/NDB intersections and holds."
"03/08/04"	"PA24-250"	"N6168P"	"F46-TKI-F46"	1.9	7	0	0.0	1.0	3	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0		"IFR practice - VOR/DME approach A at McKinney.  Walt Lawhead SP"
"03/13/04"	"PA24-250"	"N6168P"	"F46-LNC-F46"	0.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0		"Breakfast Flight"
"03/17/04"	"PA24-250"	"N6168P"	"F46-0M9"	2.0	0	1	0.0	0.0	0	0.0	1.0	2.0	2.0	2.0	0.0	0.0	0.0		"MVFR flight to Delhi, LA - Epps, LA install"
"03/19/04"	"PA24-250"	"N6168P"	"0M9-RSN-F46"	2.3	2	0	0.0	0.0	0	0.0	0.0	2.3	2.3	2.3	0.0	0.0	0.0		"Delhi, LA to Ruston, LA (fuel).  Brake cable broke.  Home to Rockwall."
"03/20/04"	"PA24-250"	"N6168P"	"F46-TYR-F46"	2.0	2	0	0.0	2.0	3	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0		"IFR Training - ILS, NDB intersetion and holds."
"03/20/04"	"PA24-250"	"N6168P"	"F46-LNC-F46"	0.6	2	0	0.0	0.0	0	0.0	0.0	0.0	0.6	0.6	0.0	0.0	0.0		"Breakfast flight"
"03/21/04"	"PA24-250"	"N6168P"	"F46-SLR-F46"	1.6	3	0	0.0	0.0	0	0.0	0.0	0.0	1.6	1.6	0.0	0.0	0.0		"Rockwall to Sulphur Springs (buy oil) and back to Rockwall."
