Date	Aircraft Type	Aircraft Ident	Route of Flight	Time in Flight	Day Landings	Night Landings	Instrument	Simulated Instrument	Approaches	Simulator	Night	Cross Country	Solo	Pilot in Command	Second in Command	Dual	As Instructor	G1000 Glass	Dynon Glass	Remarks
"04/23/09"	"PA28-181"	"N47BN"	"1G0-17G"	0.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.6	0.6	0.0	0.0	0.0			"IFR Flight"
"05/21/09"	"C150J"	"N60252"	"17G-17G"	0.6	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.6	0.0			"150 Checkout, Power on/off stalls, landings"
"05/21/09"	"C150J"	"N60252"	"17G-TOL-17G"	2.0	2	0	0.0	0.0	0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0			"VFR Cross Country"
"05/21/09"	"C150J"	"N60252"	"17G-17G"	0.5	6	0	0.0	0.0	0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0			"Solo landing Practice"
"05/29/09"	"C150L"	"N11142"	"17G-4I3-17G"	1.5	2	0	0.0	0.0	0	0.0	0.0	0.0	1.5	1.5	0.0	0.0	0.0			"VFR Flight"
"05/29/09"	"C150L"	"N11142"	"17G-1G0"	1.1	1	0	0.0	0.0	0	0.0	0.0	0.0	1.1	1.1	0.0	0.0	0.0			"VFR Flight"
"05/29/09"	"C150L"	"N11142"	"1G0-17G"	1.5	8	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0			"4 landings @ 1G0, 4 landings @ 17G, VFR Flight"
"06/09/09"	"C150L"	"N11142"	"17G-TOL"	1.1	1	0	0.5	0.0	0	0.0	0.0	1.1	1.1	1.0	0.0	0.0	0.0			"IFR Cross Country. ILS25@TOL"
"06/09/09"	"C150L"	"N11142"	"TOL-1G0"	0.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.3	0.3	0.0	0.0	0.0			"VFR Flight"
"06/09/09"	"C150L"	"N11142"	"1G0-LUK-1G0"	3.8	2	0	1.2	0.0	0	0.0	0.0	3.8	0.0	3.8	0.0	0.0	0.0			"IFR Cross Country."
"06/09/09"	"C150L"	"N11142"	"1G0-TOL"	0.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.3	0.3	0.0	0.0	0.0			"VFR Flight"
"06/12/09"	"C150L"	"N11142"	"TOL-16G-TOL"	1.3	2	0	0.0	0.0	0	0.0	0.0	0.0	1.3	1.3	0.0	0.0	0.0			"VFR Flight"
"06/12/09"	"C150L"	"N11142"	"TOL-1G0"	0.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.3	0.3	0.0	0.0	0.0			"VFR Flight"
"06/12/09"	"C150L"	"N11142"	"1G0-BKL-1G0"	2.6	2	0	0.0	0.0	0	0.0	0.3	2.6	0.0	2.6	0.0	0.0	0.0			"IFR Cross Country."
"06/12/09"	"C150L"	"N11142"	"1G0-TOL"	0.3	0	1	0.0	0.0	0	0.0	0.3	0.0	0.3	0.3	0.0	0.0	0.0			"VFR  Night  Flight"
"06/14/09"	"C150L"	"N11142"	"TOL-FWA-TOL"	2.0	2	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0			"TOL-FWA IFR Cross Country, FWA-TOL VFR Cross Country."
"06/16/09"	"C150L"	"N11142"	"TOL-16G-TOL"	1.3	2	0	0.0	0.0	0	0.0	0.0	0.0	1.3	1.3	0.0	0.0	0.0			"VFR Flight"
"06/18/09"	"C150L"	"N11142"	"TOL-DUH-TDZ-TOL"	2.8	11	0	0.0	0.0	0	0.0	0.0	0.0	2.8	2.8	0.0	0.0	0.0			"7 landings @ TOL, 1 @ DUH, 3 @ TDZ. 2 VFR Practice ILS's, practiced steep turns, turns around a point, S turns over a road."
"06/18/09"	"C150L"	"N11142"	"TOL-MFD-TOL"	2.1	1	3	0.0	0.0	0	0.0	0.6	2.1	2.1	2.1	0.0	0.0	0.0			"VFR Cross Country. 3 night fullstop landings @ TOL."
"06/23/09"	"C150L"	"N11142"	"TOL-17G"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.9	0.9	0.9	0.0	0.0	0.0			"VFR Cross Country"
"06/23/09"	"C150L"	"N11142"	"17G-ADG-DLZ-17G"	3.0	3	0	0.0	0.0	0	0.0	0.0	2.5	0.0	3.0	0.0	0.0	0.0			"First Experience with TFRs. VFR Cross Country/Flight. 17G-ADG-DLZ = 2.5 Cross Country."
"06/23/09"	"C150L"	"N11142"	"17G-TOL"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.9	0.9	0.9	0.0	0.0	0.0			"VFR Cross Country"
"06/26/09"	"C150L"	"N11142"	"TOL-3W2-TOL"	1.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0			"VFR Flight to Put-In-Bay for Dinner"
"06/27/09"	"C150L"	"N11142"	"TOL-1G0-TOL"	1.5	2	0	0.0	0.0	0	0.0	0.0	0.0	1.5	1.5	0.0	0.0	0.0			"Spot landing practice, Power off 180 practice."
"06/30/09"	"C150L"	"N11142"	"TOL-1G0"	0.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.3	0.3	0.0	0.0	0.0			"VFR Flight"
"06/30/09"	"C150L"	"N11142"	"1G0-MDW-1G0"	5.0	2	0	4.1	0.0	0	0.0	0.0	5.0	0.0	5.0	0.0	0.0	0.0			"IFR Cross Country."
"06/30/09"	"C150L"	"N11142"	"1G0-TOL"	0.3	0	1	0.0	0.0	0	0.0	0.3	0.0	0.3	0.3	0.0	0.0	0.0			"VFR Night Flight"
"07/01/09"	"C150L"	"N11142"	"TOL-16G-TOL"	1.2	2	0	0.0	0.0	0	0.0	0.0	0.0	1.2	1.2	0.0	0.0	0.0			"IFR TOL-16G, VFR 16G-TOL"
