Date	Aircraft Type	Aircraft Ident	Route of Flight	Time in Flight	Day Landings	Night Landings	Instrument	Simulated Instrument	Approaches	Simulator	Night	Cross Country	Solo	Pilot in Command	Second in Command	Dual	As Instructor	Multi-engine	ASEL	Day	ASES	Tailwheel	Glider	Glass	Remarks
"07/04/08"	"PA28-180"	"N4878L"	"ORL-SFB-ORL"	1.6	1	0	0.2	1.2	3	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0		1.6	1.6					"Ins. App. and Holding Lesson 2.10, 3 ILS, 1 Hold (M. Wolsey 3094066CFI exp. 09/08)"
"07/05/08"	"PA28-180"	"N4878L"	"ORL-OCF-ORL"	1.9	2	0	0.7	1.2	3	0.0	0.0	1.9	0.0	1.9	0.0	1.9	0.0		1.9	1.9					"Ins. App. and Holding Lesson 2.11, 2 GPS, 1 ILS (M. Wolsey 3094066CFI exp. 09/08)"
"07/11/08"	"PA28-180"	"N4878L"	"ORL-TIX-ORL"	1.5	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0		1.5	1.5					
"07/12/08"	"PA28-180"	"N4878L"	"ORL-SFB-ORL"	1.6	1	0	0.9	0.5	2	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0		1.6	1.6					"Ins. App. and Holding Lesson 2.12, 1 ILS, 1 GPS (M. Wolsey 3094066CFI exp. 09/08)"
"07/18/08"	"PA28-180"	"N4878L"	"ORL-SRQ-ORL"	2.5	0	2	0.0	2.3	2	0.0	2.5	2.5	0.0	2.5	0.0	2.5	0.0		2.5						"Ins. App. Lesson 3.2 (M. Wolsey 3094066CFI exp. 09/08)"
"07/26/08"	"PA28-180"	"N4878L"	"ORL-ORL"	2.2	1	0	0.5	1.5	0	0.0	0.0	0.0	0.0	2.2	0.0	2.2	0.0		2.2	2.2					"Ins. App. Lesson 3.3 (M. Wolsey 3094066CFI exp. 09/08)"
"07/27/08"	"PA28-180"	"N4878L"	"ORL-FPR-ORL"	2.6	2	0	1.0	1.4	2	0.0	0.0	2.6	0.0	2.6	0.0	2.6	0.0		2.6	2.6					"Ins. App. Lesson 3.3 (M. Wolsey 3094066CFI exp. 09/08)"
"08/02/08"	"PA28-180"	"N4878L"	"ORL-TMB-MTH-EYW"	4.4	3	0	0.5	3.3	3	0.0	0.0	4.4	0.0	4.4	0.0	4.4	0.0		4.4	4.4					"Ins. App. Lesson 3.4, ILS, GPS, GPS (M. Wolsey 3094066CFI exp. 09/08)"
"08/05/08"	"PA28-180"	"N4878L"	"EYW-ORL"	2.7	1	0	0.5	1.9	1	0.0	0.0	2.7	0.0	2.7	0.0	2.7	0.0		2.7	2.7					"Ins. App. Lesson 3.4, LOC BC (M. Wolsey 3094066CFI exp. 09/08)"
"08/17/08"	"PA28-180"	"N4878L"	"ORL-SFB-ORL"	2.1	2	0	0.0	1.9	3	0.0	0.0	0.0	0.0	2.1	0.0	2.1	0.0		2.1	2.1					"Ins. App. Lesson 3.6, ILS, GPS, LOC (M. Wolsey 3094066CFI exp. 09/08)"
"08/23/08"	"PA28-180"	"N4878L"	"ORL-ORL"	2.1	1	0	0.0	1.9	3	0.0	0.0	0.0	0.0	2.1	0.0	2.1	0.0		2.1	2.1					"ILS, GPS, ILS (M. Wolsey 3094066CFI exp. 09/08)"
"08/24/08"	"PA28-180"	"N4878L"	"ORL-ORL"	1.3	0	1	0.0	1.0	3	0.0	1.3	0.0	0.0	1.3	0.0	0.0	0.0		1.3						"Passed FAA Instrument Airplane checkride (Bob Raskey)"
"09/06/08"	"BE-76"	"N6632D"	"SFB-DTH-OCF-SFB"	5.0	0	3	0.0	0.0	0	0.0	5.0	5.0	0.0	5.0	0.0	0.0	0.0	5.0							
"09/13/08"	"PJ3-S"	"N3470K"	"F57-F57"	3.6	25	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	3.6	0.0			3.6	3.6				"Brown's Seaplane Base Airplane Single Engine Sea course (taxi, takeoff, landing, emergency) (E. von Kaenel 3230116CFI exp.4/09)"
"09/14/08"	"PJ3-S"	"N3470K"	"F57-F57"	1.9	18	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0			1.9	1.9				"checkride review -normal, rough and glassy procedures (E. von Kaenel 3230116CFI exp.4/09)"
"09/14/08"	"PJ3-S"	"N3470K"	"F57-F57"	0.8	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0			0.8	0.8				"ASES Checkride - Satisfactory (Jack Brown 15-50-49)"
"10/03/08"	"DA20-C1"	"N137PS"	"ORL-ORL"	1.0	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0		1.0	1.0					"DA20 checkout at Air Orlando"
"10/05/08"	"DA20-C1"	"N647DC"	"ORL-GNV-ORL"	1.9	0	0	0.0	1.9	0	0.0	0.0	1.9	0.0	1.9	0.0	0.0	0.0		1.9	1.9					"Safety pilot: Bob Cox"
"10/11/08"	"BE-76"	"N6632D"	"SFB-SFB"	1.1	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	1.1	0.0	1.1		1.1					"Commerial Lesson 1.2 normal landings (acting PIC) (M. Wolsey 3094066CFI exp. 7/10)"
"10/11/08"	"DA20-C1"	"N647DC"	"ORL-VNC-ORL"	3.0	0	0	0.0	3.0	0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0		3.0	3.0					"Safety pilot: Bob Cox"
"10/12/08"	"BE-76"	"N6632D"	"SFB-SFB"	1.3	1	0	0.0	0.5	0	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0	1.3		1.3					"man. recovery stall, slow flight, steep turns (M. Wolsey 3094066CFI exp. 7/10)"
"10/17/08"	"PA28-180"	"N4878L"	"ORL-ORL"	1.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	1.2	0.0		1.2	1.2					"Com 2.2 Maneuvers (M. Wolsey 3094066CFI exp. 7/10)"
"10/18/08"	"PA23-250"	"N89BR"	"DAB-ISM"	1.0	1	0	0.0	0.5	0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0		1.0					"(R. Raskey CFI exp. 8/09)"
"10/18/08"	"PA23-250"	"N89BR"	"ISM-DAB"	1.0	1	0	0.0	0.5	0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0		1.0					"(R. Raskey CFI exp. 8/09)"
"10/21/08"	"PA28-180"	"N4878L"	"ORL-ORL"	1.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0		1.3	1.3					"Com 2.4 Manuevers (M. Wolsey 3094066CFI exp. 7/10)"
"10/23/08"	"PA28-180"	"N4878L"	"ORL-ORL"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0		1.0	1.0					"Com 2.10 Manuevers (M. Wolsey 3094066CFI exp. 7/10)"
"10/25/08"	"DA20-C1"	"N647DC"	"ORL-ORL"	2.1	20	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.1	0.0	0.0	0.0		2.1	2.1					"traffic pattern work - landings"
"10/25/08"	"BE-76"	"N6632D"	"SFB-SFB"	1.7	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.7	0.0	1.7	0.0	1.7		1.7					"Com 1.5  Manuevers (M. Wolsey 3094066CFI exp. 7/10) (Acting PIC)"
"10/26/08"	"BE-76"	"N6632D"	"SFB-SFB"	1.9	0	0	0.0	1.6	0	0.0	0.0	0.0	0.0	1.9	0.0	1.9	0.0	1.9		1.9					"Com 1.11 Manuevers (M. Wolsey 3094066CFI exp. 7/10)"
"10/29/08"	"DA20-C1"	"N647DC"	"ORL-XFL-ORL"	1.4	0	0	0.0	1.4	0	0.0	1.4	1.4	0.0	1.4	0.0	0.0	0.0		1.4						"Safety pilot: Bob Cox"
"11/01/08"	"DA20-C1"	"N647DC"	"ORL-GNV-ORL"	2.0	0	0	0.0	2.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0		2.0	2.0					"Safety pilot: Bob Cox"
"11/01/08"	"BE-76"	"N6632D"	"SFB-TMB"	2.0	1	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0		2.0					"Day VFR 2 hr 100nm cross country FAR 61,129(b)(3)(iii) (P. Lala 2528295CFI exp. 6/10)"
"11/01/08"	"BE-76"	"N6632D"	"TMB-SFB"	2.0	0	1	0.0	0.0	0	0.0	2.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0							"Night VFR 2 hr 100nm cross country FAR 61,129(b)(3)(iv) (P. Lala 2528295CFI exp. 6/10)"
"11/01/08"	"BE-76"	"N6632D"	"SFB-SFB"	0.9	0	10	0.0	0.0	0	0.0	0.9	0.0	0.0	0.9	0.0	0.9	0.0	0.9							"FAR 61.129(b)(4)(ii) normal and crosswind night takeoffs and landings (acting PIC) (P. Lala 2528295CFI exp. 6/10)"
"11/02/08"	"DA20-C1"	"N647DC"	"ORL-GNV-VNC-ORL"	3.8	0	0	0.0	3.8	0	0.0	0.0	3.8	0.0	3.8	0.0	0.0	0.0		3.8	3.8					"Safety pilot: Bob Cox"
"11/05/08"	"DA20-C1"	"N647DC"	"ORL-XFL-ORL"	1.6	0	0	0.0	1.6	0	0.0	1.6	1.6	0.0	1.6	0.0	0.0	0.0		1.6						"safety pilot: Bob Cox"
"11/08/08"	"BE-76"	"N6632D"	"SFB-SFB"	1.8	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.8	0.0	1.8	0.0	1.8		1.8					"Com 1.11 Manuevers (M. Wolsey 3094066CFI exp. 7/10) (acting PIC)"
"11/09/08"	"BE-76"	"N6632D"	"SFB-OCF-SFB"	2.3	3	0	0.0	1.7	3	0.0	0.0	2.3	0.0	2.3	0.0	2.3	0.0	2.3		2.3					"Com 1.11 Manuevers, 3 ILS (M. Wolsey 3094066CFI exp. 7/10)"
"11/20/08"	"BE-76"	"N6632D"	"SFB-CHS-SGJ-DAB"	4.5	0	3	0.0	0.0	0	0.0	4.5	4.5	0.0	4.5	0.0	4.5	0.0	4.5							"FAR 129(b)(4)(i) long cross country (acting PIC) (T. Glauber 3111153MEI)"
"11/20/08"	"BE-76"	"N6632D"	"DAB-SFB"	0.5	0	1	0.0	0.3	0	0.0	0.5	0.0	0.0	0.5	0.0	0.5	0.0	0.5							"Hood training (T. Glauber 3111153MEI)"
"11/23/08"	"PA28-180"	"N4878L"	"ORL-ORL"	3.0	14	0	0.0	0.0	0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0		3.0	3.0					"Commercial ASEL add-on training 61.129(b) powered off 180, stalls, steep turns, 8's on pylons, chandelles, lazy 8's, normal, soft, short takeoffs and landings (P. Lala 2528295CFI exp. 6/10)"
"11/24/08"	"BE-76"	"N6632D"	"SFB-SFB"	1.2	0	4	0.0	0.2	1	0.0	1.2	0.0	0.0	1.2	0.0	0.0	0.0	1.2							"Passed FAA Commercial AMEL Checkride (Bob Raskey)"
"11/27/08"	"PA28-180"	"N4878L"	"ORL-ORL"	1.8	8	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.8	0.0	1.8	0.0		1.8	1.8					"commercial maneuvers (L. Templeton 3194220CFI exp. 4/10)"
"11/29/08"	"PA28-180"	"N4878L"	"ORL-ORL"	1.0	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		1.0	1.0					"Passed - FAA Commercial ASEL (add-on) (Bob Raskey)"
"12/14/08"	"G103"	"N910BG"	"6FL0"	0.3	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0			0.3			0.3		"Demo T/O, Tow, Straight Glides, Turns, Area fam., Demo pattern & landing (J. Gager 2795969CFI exp. 11/09)"
"12/14/08"	"G103"	"N910BG"	"6FL0"	0.3	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0			0.3			0.3		"Demo T/O, tow, Slow flight, stalls, pattern, demo landing (J. Gager 2795969CFI exp. 11/09)"
"12/20/08"	"PA23-250"	"N89BR"	"DAB-FD51"	2.5	0	0	0.0	0.0	0	0.0	0.0	2.5	0.0	2.5	0.0	0.0	0.0	2.5		2.5					
"12/21/08"	"PA23-250"	"N89BR"	"FD51-DAB"	2.5	0	0	0.0	0.0	0	0.0	0.0	2.5	0.0	2.5	0.0	0.0	0.0	2.5		2.5					
"01/11/09"	"C172P"	"N52261"	"ORL-ORL"	1.4	0	2	0.0	1.0	2	0.0	1.4	0.0	0.0	1.4	0.0	1.4	0.0		1.4						"BAI, unusual attitudes, VOR approach, LOC BC approach, missed approach, CFII Training (P. Lala 2528295CFI exp. 6/10)"
"02/15/09"	"C172P"	"N52261"	"ORL-ORL"	2.1	3	0	0.8	0.0	3	0.0	0.0	0.0	0.0	2.1	0.0	2.1	0.0		2.1	2.1					"loc approaches (2 into SFB Rwy 9R and 1 into ORL Rwy 7), IFR departure, missed approaches, intersection holds, BAI, VOR tracking and intercepting; spin entry, stalls, recovery instructional proficiency (P. Lala 2528295CFI exp. 6/10)"
"02/20/09"	"C172P"	"N97919"	"SFB-SFB"	1.7	0	1	0.0	1.4	3	0.0	1.7	0.0	0.0	1.7	0.0	1.7	0.0		1.7						"ILS 9R and 9L SFB (L. Templeton 3194220CFI exp. 4/10)"
"02/23/09"	"PA28-180"	"N4878L"	"ORL-ORL"	1.8	0	1	0.0	1.5	3	0.0	1.8	0.0	0.0	1.8	0.0	1.8	0.0		1.8						"2 GPS approaches to Rwy 7, 1 ILS to Rwy 7, holding, dme arc, unusual attitudes (L. Templeton 3194220CFI exp. 4/10)"
"03/05/09"	"PA28-180"	"N4878L"	"ORL-ORL"	2.4	2	4	0.0	1.8	4	0.0	2.0	0.0	0.0	2.4	0.0	2.4	0.0		2.4	0.4					"3 ILS to Rwy 7, 1 GPS to Rwy 7, holding, DME arc (L. Templeton 3194220CFI exp. 4/10)"
"03/07/09"	"C172S"	"N53210"	"DAB-DAB"	1.2	0	2	0.0	0.2	3	0.0	1.2	0.0	0.0	1.2	0.0	0.0	0.0		1.2						"Passed FAA CFI-initial instrument airplane checkride (Bob Raskey)"
"03/08/09"	"C172S"	"N769SP"	"XFL-PNS-40J-XFL"	6.9	2	1	0.0	0.0	0	0.0	1.0	6.9	0.0	6.9	0.0	0.0	0.0		6.9	5.9					
"03/14/09"	"7EC"	"N781DD"	"GIF-GIF"	1.0	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0		1.0	1.0		1.0			"Intro to tailwheel, steep turns, slow flight, stalls, 3 point landings (J. Admunson 2834376CFI exp. 2/11)"
"03/14/09"	"7EC"	"N781DD"	"GIF-X49-GIF"	1.5	10	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0		1.5	1.5		1.5			"grass field short and soft takeoff's and landings (J. Admunson 2834376CFI exp. 2/11)"
"03/14/09"	"7EC"	"N781DD"	"GIF-pvt Green Swamp-GIF"	1.3	10	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0		1.3	1.3		1.3			"Fly-in at Green Swamp Aerodrome; takeoffs and landings at GIF (J. Admunson 2834376CFI exp. 2/11)"
"03/15/09"	"7EC"	"N781DD"	"GIF-GIF"	1.1	11	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	1.1	0.0		1.1	1.1		1.1			"3 point landings; slips; crosswind landings (J. Admunson 2834376CFI exp. 2/11)"
"03/15/09"	"7EC"	"N781DD"	"GIF-X25-GIF"	1.3	10	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0		1.3	1.3		1.3			"wheel landings; crosswind landings, go arounds; 3 point landings (J. Admunson 2834376CFI exp. 2/11)"
"03/20/09"	"PA23-250"	"N89BR"	"KDAB-MYGF"	2.0	1	0	0.4	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0		2.0					
"03/22/09"	"PA23-250"	"N89BR"	"MYGF-KFPR-KDAB"	2.0	2	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0		2.0					
"04/11/09"	"PA23-250"	"N89BR"	"DAB-FD51"	2.5	1	0	0.0	0.0	0	0.0	0.0	2.5	0.0	2.5	0.0	0.0	0.0	2.5		2.5					
"04/12/09"	"PA23-250"	"N89BR"	"FD51-DAB"	2.5	1	0	0.0	0.0	0	0.0	0.0	2.5	0.0	2.5	0.0	0.0	0.0	2.5		2.5					
"04/16/09"	"PA23-250"	"N89BR"	"DAB-FD51"	2.4	1	0	0.0	0.0	0	0.0	0.0	2.4	0.0	2.4	0.0	0.0	0.0	2.4		2.4					
"04/19/09"	"PA23-250"	"N89BR"	"FD51-DAB"	2.3	1	0	0.0	0.0	0	0.0	0.0	2.3	0.0	2.3	0.0	0.0	0.0	2.3		2.3					
"05/07/09"	"PA28-180"	"N4878L"	"ORL-ORL"	1.0	7	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0		1.0	1.0					"CFI training - landings (L. Templeton 3194220CFI exp. 4/10)"
"05/09/09"	"C152"	"N69122"	"SFB-X23-X40-SFB"	2.0	0	0	0.0	1.0	0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0		2.0	2.0					"safety pilot: Ryan Fishel"
"05/10/09"	"PA28-180"	"N4878L"	"ORL-ORL"	1.2	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0		1.2	1.2					"Flight with B. White"
"05/17/09"	"DA20-C1"	"N137PS"	"ORL-ORL"	1.2	10	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	1.2	0.0		1.2	1.2					"DA20 checkout at Air Orlando (L. Templeton 3194220CFI exp. 4/10)"
"05/21/09"	"PA23-250"	"N89BR"	"DAB-MWCR"	4.5	1	0	0.0	0.0	0	0.0	0.0	4.5	0.0	4.5	0.0	0.0	0.0	4.5		4.5					
"05/24/09"	"PA23-250"	"N89BR"	"MWCR-KEYW"	2.5	1	0	0.0	0.0	0	0.0	0.0	2.5	0.0	2.5	0.0	0.0	0.0	2.5		2.5					
"05/24/09"	"PA23-250"	"N89BR"	"EYW-DAB"	2.0	1	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0		2.0					
"05/30/09"	"C172M"	"N13394"	"X04-X04"	1.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0		1.6	1.6					"s-turns, turns around a pint, power on/off stalls, steep turns, slow flight, chandelles, lazy eights in right seat (M. Hollosy 3301696CFI exp. 6/10)"
"05/31/09"	"C172M"	"N13394"	"X04-06FD-X04"	1.7	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.7	0.0	1.7	0.0		1.7	1.7					"steep turns, slow flight, power on/off stalls, lazy 8's, chandelles, grass landing (M. Hollosy 3301696CFI exp. 6/10)"
"05/31/09"	"C150M"	"N502KW"	"X04-ORL-X04"	2.0	0	0	0.0	0.0	0	0.0	0.5	0.0	0.0	2.0	0.0	0.0	2.0		2.0	1.5					"Ken White instrument instruction - holds, DME arcs, 1 LOC at ORL Rwy 7"
"06/01/09"	"C172S"	"N826SP"	"ORL-ORL"	1.0	0	8	0.0	0.0	0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0		1.0						"night landings - normal landings and powered of 180's."
"06/06/09"	"PA28R-200"	"N8669C"	"LEE-LEE"	0.7	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.7	0.0		0.7	0.7					"Arrow familiarization and landings (M. Hollosy 3301696CFI exp. 6/10)"
"06/09/09"	"C150M"	"N502KW"	"X04-X04"	0.8	0	0	0.0	0.0	0	0.0	0.2	0.0	0.0	0.8	0.0	0.0	0.8		0.8	0.6					"local; Ken White instrument instruction; VOR intercepting and tracking"
"06/13/09"	"C172M"	"N13394"	"X04-X04"	1.7	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.7	0.0	1.7	0.0		1.7	1.7					"CFI Manuevers (M. Hollosy 3301696CFI exp. 6/10)"
"06/13/09"	"C150M"	"N502KW"	"X04-OCF-X04"	1.8	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	1.8		1.8	1.8					"Ken White - intercepting and tracking, 1 ILS, 1 VOR approach"
"06/14/09"	"C172M"	"N13394"	"X04-X04"	1.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0		1.6	1.6					"CFI prep, 8's on pylons, lazy 8's S-turns, turns around point, chandelle, steep turns (M. Hollosy 3301696CFI exp. 6/10)"
"06/20/09"	"PA28R-200"	"N8669C"	"LEE-LEE"	1.6	17	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0		1.6	1.6					"CFI landings practice (M. Hollosy 3301696CFI exp. 6/10)"
"06/22/09"	"PA28R-200"	"N32393"	"ORL-ORL"	1.1	10	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	1.1	0.0		1.1	1.1					"CFI landings practice (L. Templeton 3194220CFI exp. 4/10)"
"06/22/09"	"C172S"	"N775SP"	"ORL-ORL"	1.7	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.7	0.0	1.7	0.0		1.7	1.7					"CFI practice maneuvers (L. Templeton 3194220CFI exp. 4/10)"
"06/28/09"	"PA28R-200"	"N32393"	"ORL-ORL"	0.4	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0		0.4	0.4					"Passed FAA CFI- ASEL check ride (Bob Raskey)"
"06/28/09"	"C172S"	"N440FA"	"ORL-ORL"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		1.0	1.0					"Passed FAA CFI- ASEL check ride (Bob Raskey)"
"07/18/09"	"C172S G1000"	"N684JB"	"ORL-VRB-ORL"	2.1	0	0	0.0	0.0	0	0.0	0.0	2.1	0.0	2.1	0.0	0.0	2.1		2.1	2.1				2.1	"instruction: Chris Raskey"
"07/23/09"	"PA28-180"	"N4878L"	"ORL-ORL"	1.1	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	1.1		1.1	1.1					"instruction: Sue Elliott"
"08/01/09"	"8KCAB"	"N79SG"	"ORL-ORL"	1.4	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.4	0.0	1.4	0.0		1.4	1.4		1.4			"Spins (J.B. Iadeluca 2782695CFI exp. 3/10)"
"08/08/09"	"8KCAB"	"N79SG"	"ORL-ORL"	1.3	8	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0		1.3	1.3		1.3			"Spins, 3 point landings and wheel landings (J.B. Iadeluca 2782695CFI exp. 3/10)"
"08/08/09"	"C172S"	"N777HE"	"ORL-ORL"	0.7	4	0	0.0	0.0	0	0.0	0.0	0.0	0.7	0.7	0.0	0.0	0.0		0.7	0.7					"solo landings practice"
"08/09/09"	"C172S"	"N777HE"	"ORL-ORL"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0		1.0	1.0					"flight with Ashley and Eddie Fitzgerald"
"08/29/09"	"C150M"	"N502KW"	"X04-XFL"	0.9	0	0	0.0	0.0	0	0.0	0.0	0.9	0.0	0.9	0.0	0.0	0.9		0.9	0.9					"instruction: Ken White"
"08/29/09"	"C150M"	"N502KW"	"XFL-X04"	0.9	0	0	0.0	0.0	0	0.0	0.0	0.9	0.0	0.9	0.0	0.0	0.9		0.9	0.9					"instruction: Ken White"
"08/30/09"	"DA42"	"N490TS"	"ORL-ORL"	1.3	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0	1.3		1.3				1.3	"normal T/O and landings, steep turns, power on and power off stall, G1000 operation (A. Hammond 2840102CFI exp. 8/11)"
"09/07/09"	"C150M"	"N502KW"	"LAL-SGJ"	2.1	0	0	0.0	0.0	0	0.0	0.0	2.1	0.0	2.1	0.0	0.0	2.1		2.1	2.1					"instruction: Ken White"
"09/07/09"	"C150M"	"N502KW"	"SGJ-LAL"	2.0	0	0	0.0	0.0	0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	2.0		2.0						"instruction: Ken White"
"09/13/09"	"C172S"	"N826SP"	"ORL-ORL"	1.5	1	0	0.2	1.0	3	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0		1.5	1.5					"2 ILS to SFB (27R), 1 VOR to ORL (25) (A. Hammond 2840102CFI exp. 8/11)"
"09/15/09"	"C172S"	"N826SP"	"ORL-ORL"	1.1	0	8	0.0	0.0	0	0.0	1.1	0.0	0.0	1.1	0.0	0.0	0.0		1.1						"night landing currency"
"09/18/09"	"C172S"	"N826SP"	"ORL-ORL"	1.5	0	3	0.0	1.1	3	0.0	1.5	0.0	0.0	1.5	0.0	1.5	0.0		1.5						"3 ILS approaches to ORL (Rwy 7), holding (L. Templeton 3194220 exp. 4/10)"
"09/19/09"	"PA28-180"	"N4878L"	"ORL-ORL"	1.6	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	1.6		1.6	1.6					"instruction: Daryl Waraksa"
