Date	Type	Plane	Route	Remarks	Flying	Approaches	Day Landings	Night Landings	Cross Country	Night	Actual Instrument	Simulated Instrument	Dual Given	Solo	Dual Received	PIC	Total						
2/22/2007	PA28R-201	N514MS	KELN - KELN	Jepp. CFI Syl Flt #15 Complete			10								1.5	1.5	1.5						
2/26/2007	PA28R-201	N514MS	KELN - KELN	"Review, Lazy 8s, Chandelles, Steep Spiral, Short, Soft T/Os & Lndgs, Power Off 180s"			4								1.2	1.2	1.2						
3/1/2007	PA28R-201	N514MS	KELN - KELN	"Review, Chandelles, Steep Spiral, Steep Turns, Landing Pattern"			4								1.3	1.3	1.3						
3/2/2007	PA28R-201	N514MS	KELN - KELN	"Review, Lazy 8s, Eights On, Forced Landing, Pattern Work"			4								1.1	1.1	1.1						
3/9/2007	PA28R-201	N518MW	KELN - KELN	"Review, Lazy 8s, Pwr. Off 180, Chandelles"			6								1.4	1.4	1.4						
3/14/2007	PA28R-201	N514MS	KELN - KEAT - KELN	"Review, Navigation, Pwr. Off 180, Short & Soft Field Landings"			6								1.6	1.6	1.6						
3/15/2007	PA28R-201	N514MS	KELN - KELN	Jepp. CFI Flt 16 Stg. II Check Incomplete			4								1.5	1.5	1.5						
3/19/2007	PA28R-201	N807MS	KELN - KELN	Jepp. CFI Flt 16 Stg. II Check Complete			4								1.2	1.2	1.2						
3/22/2007	PA28R-201	N518MW	KELN - KELN	"Jepp. CFI EOC Satisfactory, FLT #17 Complete"			3								1.7	1.7	1.7						
4/3/2007	PA28R-201	N518MW	KELN - KELN	"Review Chandelles, Lazy 8s, Landings"			5								1.4	1.4	1.4						
4/4/2007	PA28R-201	N518MW	KELN - KELN	"Review Chandelles, Lazy 8s, Short & Soft Field Landings, Pwr Off 180s"			4								1.1	1.1	1.1						
4/9/2007	PA28R-201	N807MS	KELN - KELN	FAA CFI Checkride Satisfactory	C		5									1.1	1.1						
4/13/2007	PA34-200T	N7609C	KPSC - KPSC	"Climbs, Descents, Slow Flt. Systems, TaLs"			5								1.6	1.6	1.6						
4/21/2007	PA34-200T	N7609C	KPSC - KPSC	X-Wind Takeoffs & Landings			12								1.5	1.5	1.5						
4/28/2007	PA34-200T	N7609C	KPSC - KELN  	"TaLs, X-Country Procedures"			4		1.4					1.4		1.4	1.4						
4/29/2007	PA34-200T	N7609C	KELN - KPSC	X-Country Procedures			1		1.0					1.0		1.0	1.0						
5/5/2007	PA34-200T	N7609C	KPSC - KSFF - KELN - KPSC	"X-Country Procedures, GPS NAV."			3		3.6					3.6		3.6	3.6						
5/6/2007	PA34-200T	N7609C	KPSC - KPSC	"TaLs, X-Country Procedures, Scenic to KDLS"			4									2.3	2.3						
5/10/2007	FRASCA	242T	ELN	"LOFT 1 KYKM - KYKM, FMS FAM"	H T										1.8								
5/15/2007	FRASCA	242T	ELN	"LOFT 2 KYKM - KMWH, S.E. App."	H T										1.8								
5/18/2007	FRASCA	242T	ELN	"LOFT 3 KRNT - KPAE - KBFI, S.E. App."	H T										1.8								
5/19/2007	C-172	N7589D	KPSC - KPSC	"CFI Refresher, TaLs"			3							0.5		0.5	0.5						
5/19/2007	C-172	N738ST	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.5			0.5	0.5						
5/19/2007	C-172	N738ST	KPSC - KPSC	"Scenic FLTs around Tri-Cities, TaLs"			5									1.2	1.2						
5/24/2007	FRASCA	242T	ELN	"LOFT 5 KEAT - KSEA - KYKM, SID, STAR, Icing Procedures, Hold"	H T										2.0								
5/31/2007	FRASCA	242T	ELN	"LOFT 7 KYKM - KMWH, SID, ILS, NDB, Emerg. Proc."	H T										1.8								
6/7/2007	FRASCA	242T	ELN	"FLT 489 Check: LWT - ILS: MSO - FMS use, SE app. Multi-Engine system failures"	H T										1.6								
6/11/2007	C-172	N426SK	KPSC - KPSC	"Morgan Mathis: Turns, Climbs, Descents, Steep Turns, Turns around a Point"			1						1.0			1.0	1.0						
6/11/2007	C-182	N1090M	KPSC - KPSC	"Slow FLT, Stalls, Short/Soft TaLs"			3								0.8	0.8	0.8						
6/11/2007	C-172	N426SK	KPSC - KPSC	"Ondrea Sneed: Turns, Climbs, Descents"			1						1.0			1.0	1.0						
6/11/2007	C-172	N738ST	KPSC - KPSC	"Jared Elizares: Turns, Climbs, Descents"			1						1.0			1.0	1.0						
6/11/2007	C-172	N7589D	KPSC - KPSC	"Brendan Martin: Turns, Climbs, Descents"			1						0.6			0.6	0.6						
6/11/2007	C-172	N7589D	KPSC - KPSC	Tri-Cities Scenic			1									0.6	0.6						
6/12/2007	C-172	N738ST	KPSC - KPSC	"Morgan Mathis: Preflight, Turns, Climbs, Descents, S-Turns, SL Flt, Stalls, Turns around a PT"			1						1.1			1.1	1.1						
6/12/2007	C-172	N738ST	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.6			0.6	0.6						
6/12/2007	C-172	N7589D	KPSC - KPSC	"Survey FLT - John Deere - To: John Day, Oregon"			1									2.8	2.8						
6/13/2007	C-172	N738ST	KPSC - KPSC	"Morgan Mathis: Turns, Climbs, Descents, S-Turns, SL FLT, Rectangular Course, Turns around a PT"			1						1.2			1.2	1.2						
6/13/2007	C-172	N738ST	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.5			0.5	0.5						
6/13/2007	C-182	N1090M	KPSC - KPSC	"Photo FLT - Turns around a PT, Pasco, Kennewick, Yakima"			1									1.9	1.9						
6/14/2007	C-172	N7589D	KPSC - KPSC	"Morgan Mathis: Turns, Climbs, Descents, Stalls Pwr On & Off, Emerg. Forced Lndg, S-turns, TaLs"			5						1.3			1.3	1.3						
6/14/2007	C-172	N7589D	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.5			0.5	0.5						
6/14/2007	C-172	N7589D	KPSC - KPSC	"Elias Lewis: Turns, Climbs, Descents, SL FLT, Pwr On & Off Stalls, Steep Turns"			1						1.1			1.1	1.1						
6/14/2007	C-172	N7589D	KPSC - KRLD - KPSC	"Morgan Mathis: Pwr On & Off Stalls, Steep Turns, Emerg. Descent, TaLs, Slips"			5						1.2			1.2	1.2						
6/15/2007	C-172	N738ST	KPSC - KPSC	"Morgan Mathis: BAI, Level FLT, Turns, Climbs, Descents, Steep Turns, TaLs"			3						1.2			1.2	1.2						
6/15/2007	C-182	N1090M	KPSC - KRLD - KPSC	"Corky Roberts: Steep Turns, SL FLT, Pwr Off Stalls, TaLs, A/C Checkout"			3						0.9			0.9	0.9						
6/15/2007	C-172	N426SK	KPSC - KPSC	Tri-Cities Scenic			1									0.5	0.5						
6/16/2007	C-172	N7589D	KPSC - KPSC	"Morgan Mathis: BAI, Level FLT, Turns, Unusual Attitudes, Steep Turns, Emerg. Forced Lndg, TaLs"			4						1.1			1.1	1.1						
6/16/2007	C-172	N426SK	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.6			0.6	0.6						
6/17/2007	C-172	N738ST	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.6			0.6	0.6						
6/17/2007	C-172	N738ST	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs, Scenic"			1						1.0			1.0	1.0						
6/17/2007	C-172	N738ST	KPSC - KPSC	"Ondrea Sneed: Turns, Climbs, Descents, Steep Turns, Road Tracking"			1						1.1			1.1	1.1						
6/18/2007	C-172	N7589D	KPSC - KPSC	"Mike Yonemitsu: SL FLT, Steep Turns, Pwr Off Stalls, TaLs"			8						1.4			1.4	1.4						
6/18/2007	C-172	N426SK	KPSC - KPSC	"Elias Lewis: Climbs, Turns, Descents, Steep Turns, Rectangular Course, Turns around a Point"			1						1.1			1.1	1.1						
6/18/2007	C-172	N426SK	KPSC - KPSC	"Ondrea Sneed: Turns, Steep Turns, Turns around a Point, Rectangular Course, S-Turns"			1						1.2			1.2	1.2						
6/18/2007	C-172	N7589D	KPSC - KPSC	"Morgan Mathis: TaLs, Pattern Procedures"			10						1.1			1.1	1.1						
6/19/2007	C-172	N7589D	KPSC - KPSC	"Morgan Mathis: SL FLT, Pwr On Stalls, Steep Turns, TaLs, Pattern Procedures"			6						1.2			1.2	1.2						
6/19/2007	C-172	N738ST	KPSC - KELN - KPSC	X-Country to Ellensburg			2		2.1					2.1		2.1	2.1						
6/19/2007	C-172	N426SK	KPSC - KPSC	Tri-Cities Scenic			1									0.5	0.5						
6/19/2007	C-172	N738ST	KPSC - KPSC	Tri-Cities Scenic			1									1.0	1.0						
6/20/2007	C-172	N7589D	KPSC - KPSC	"Morgan Mathis: TaLs, Pattern Procedures"			10						1.2			1.2	1.2						
6/20/2007	C-172	N426SK	KPSC - KPSC	Tri-Cities Scenic			1									0.8	0.8						
6/21/2007	C-172	N7589D	KPSC - KPSC	"Morgan Mathis: Tri-Cities Scenic, TaLs, Pattern Procedures"			6						1.2			1.2	1.2						
6/22/2007	C-172	N7589D	KPSC - KPSC	"Morgan Mathis: TaLs, Pattern Procedures"			9						1.0			1.0	1.0						
6/22/2007	PA28R-200	N56211	KPSC - KPSC	"TaLs, Pattern Procedures, A/C Currency"			3									0.5	0.5						
6/23/2007	C-172	N738ST	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.6			0.6	0.6						
6/23/2007	C-172	N7589D	KPSC - KPSC	"Jared Elizares: Turns, Climbs, Descents, Steep Turns, Rectangular Course"			1						1.2			1.2	1.2						
6/24/2007	C-172	N7589D	KPSC - KPSC	"Larry Best: Turns, Climbs, Descents, Steep Turns"			1						1.2			1.2	1.2						
6/24/2007	C-172	N7589D	KPSC - KPSC	"Ondrea Sneed: Turns, Climbs, Descents, Turns around a PT, Rectangular Course"			1						0.9			0.9	0.9						
6/25/2007	C-172	N426SK	KPSC - KPSC	"Ondrea Sneed: Turns, SL FLT, Pwr Off Stalls, Turns around a PT, S-Turns"			1						1.2			1.2	1.2						
6/26/2007	C-172	N738ST	KPSC - KPSC	Tri-Cities Scenic			1									0.5	0.5						
6/26/2007	C-172	N738ST	KPSC - KPSC	"Jared Elizares: Turns, SL FLT, Pwr Off Stalls, Pwr On Stalls, Secondary Stall, Turns around a PT, S-Turns"			1						1.3			1.3	1.3						
6/26/2007	C-172	N738ST	KPSC - KPSC	Pasco Farmland Scenic Flight			1									0.7	0.7						
6/27/2007	C-172	N426SK	KPSC - KPSC	Tri-Cities Scenic			1									0.6	0.6						
6/29/2007	C-172	N2383Q	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.6			0.6	0.6						
6/29/2007	C-172	N426SK	KPSC - KPSC	"A/C Checkout: SL FLT, Pwr Off Stall, Steep Turns, TaLs"			3						0.9			0.9	0.9						
6/30/2007	C-172	N738ST	KPSC - KPSC	"Jared Elizares: Turns, Pwr Off Stalls, Pwr On Stalls, BAI Turns, Emergency Descent, S-Turns"			1						1.3			1.3	1.3						
6/30/2007	C-172	N2383Q	KPSC - KPSC	"Wes Popplewell: TaLs, Go-Around"			9						1.1			1.1	1.1						
7/1/2007	C-172	N2383Q	KPSC - KPSC	"Wes Popplewell: Steep Turns, SL FLT, Pwr Off Stalls, Secondary Stall Demo. TaLs"			1						1.3			1.3	1.3						
7/1/2007	C-172	N426SK	KPSC - KPSC	Tri-Cities Scenic			1									0.6	0.6						
7/1/2007	C-172	N426SK	KPSC - KPSC	"Ondrea Sneed: Turns, Steep Turns, SL FLT, Pwr Off Stalls, Secondary Stall, Emergency Descent, Sim. Forced Lndg"			1						1.1			1.1	1.1						
7/1/2007	C-172	N738ST	KPSC - KPSC	Tri-Cities Scenic			1									0.5	0.5						
7/2/2007	C-172	N426SK	KPSC - KPSC	"Ondrea Sneed: Steep Turns, BAI Turns, Descents, Road Tracking, Turns around a PT, S-Turns"			1						1.3			1.3	1.3						
7/3/2007	C-172	N426SK	KPSC - KPSC	"Ondrea Sneed: Turns, SL FLT, Flap Config. Pattern Procedures, Go-Arounds"			1						1.2			1.2	1.2						
7/3/2007	C-172	N426SK	KPSC - KPSC	Tri-Cities Scenic			1									0.5	0.5						
7/5/2007	C-172	N738ST	KPSC - KPSC	Survey FLT - Carmike Cinemas			1									0.4	0.4						
7/5/2007	C-172	N426SK	KPSC - KPSC	Night Currency: Pasco				4		0.6				0.6		0.6	0.6						
7/6/2007	C-172	N738ST	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.6			0.6	0.6						
7/7/2007	C-172	N2383Q	KPSC - KPSC	"Jared Elizares: Pattern Procedures, Flap Config. TaLs"			9						1.0			1.0	1.0						
7/7/2007	C-172	N2383Q	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.6			0.6	0.6						
7/7/2007	PA34-200T	N7609C	KPSC - KGEG - KPSC	X-Country to Spokane; Safety Pilot: Kelly Bennett	H T	1	1	1	1.9	0.3		0.9				1.9	1.9						
7/8/2007	PA34-200T	N7609C	KPSC - KBFI - KTIW - KPSC	"CHINS5 Arrival, X-C to West-Side; Safety Pilot: Kelly Bennett"	H T	1	3		3.3		0.7	0.7				3.3	3.3						
7/8/2007	C-172	N426SK	KPSC - KPSC	"Jared Elizares: Pattern, S-Turns, Road Tracking, Turns around a PT"			2						1.2			1.2	1.2						
7/9/2007	C-172	N2383Q	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.6			0.6	0.6						
7/9/2007	C-172	N2383Q	KPSC - KPSC	"Ondrea Sneed: Pattern Procedures, Flap Config. TaLs"			9						1.1			1.1	1.1						
7/13/2007	C-172	N738ST	KPSC - KPSC	Survey FLT - Tri-City Herald			1									0.8	0.8						
7/13/2007	C-172	N738ST	KPSC - KPSC	Tri-Cities Scenic			1									0.5	0.5						
7/14/2007	PA34-200T	N7609C	KPSC - KPSC	"Stalls, Steep Turns, Pattern Procedures"			1								1.3	1.3	1.3						
7/14/2007	PA34-200T	N7609C	KPSC - KAST - KPDX - KELN	X-Country to Astoria & Portland; Safety Pilot: Kelly Bennett	H T	1	3		3.8			1.9				3.8	3.8						
7/15/2007	PA34-200T	N7609C	KPSC - KHQM - KPSC	"X-Country to Hoquiam, GPS NAV"			2		3.0		0.6					3.0	3.0						
7/16/2007	C-172	N426SK	KPSC - KPSC	"Ondrea Sneed: TaLs, Pattern Procedures, ATC Procedures"			8						1.1			1.1	1.1						
7/16/2007	C-172	N738ST	KPSC - KPSC	"Dale Petty: Preflight, Taxi, Climbs, Descents, Turns, Steep Turns, SL FLT"			1						1.0			1.0	1.0						
7/16/2007	C-172	N7589D	KPSC - KPSC	"John Petty: Taxi, Climbs, Descents, Turns, Steep Turns, SL FLT"			1						1.0			1.0	1.0						
7/17/2007	C-172	N426SK	KPSC - KPSC	"Ondrea Sneed: TaLs, Pattern Procedures, ATC Procedures"			8						1.2			1.2	1.2						
7/17/2007	C-172	N426SK	KPSC - KPSC	Survey FLT - Tri-City Herald			1									0.9	0.9						
7/18/2007	C-172	N7589D	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.6			0.6	0.6						
7/19/2007	C-172	N738ST	KPSC - KPSC	"Dale Petty: Climbs, Descents, Turns, Steep Turns, SL FLT, Pwr Off Stalls"			1						1.1			1.1	1.1						
7/19/2007	C-172	N426SK	KPSC - KPSC	"Dan Hatch: Preflight, Taxi, Climbs, Descents, Turns"			1						0.9			0.9	0.9						
7/20/2007	C-182	N1090M	KPSC - KPSC	Tri-Cities Scenic			1									0.5	0.5						
7/21/2007	C-172	N7589D	KPSC - KPSC	"Jared Elizares: Pattern Procedures, ATC Procedures, TaLs"			8						1.1			1.1	1.1						
7/21/2007	C-172	N7589D	KPSC - KPSC	"Dan Hatch: Taxi, Climbs, Descents, Turns, Steep Turns"			1						1.1			1.1	1.1						
7/21/2007	C-172	N738ST	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.6			0.6	0.6						
7/22/2007	C-150	N3012J	KPSC - KYKM - KPSC	"Rob Tubens: Cross Country Planning, Dead Reckoning, Pilotage, TaLs"			2		2.2				2.2			2.2	2.2						
7/22/2007	C-172	N7589D	KPSC - KPSC	"Kurt Johnson: TaLs, Pattern Procedures, Steep Turns, LvL Turns"			2						1.2			1.2	1.2						
7/23/2007	C-172	N426SK	KPSC - KPSC	"Ondrea Sneed: TaLs, Pattern Procedures, ATC Procedures"			7						1.2			1.2	1.2						
7/23/2007	C-172	N738ST	KPSC - KPSC	"Dale Petty: Climbs, Descents, Turns, Steep Turns, SL FLT, Secondary Stall, Pwr Off Stalls"			1						1.1			1.1	1.1						
7/23/2007	C-172	N738ST	KPSC - KPSC	Survey FLT: Walla Walla Penitentiary			1									1.0	1.0						
7/24/2007	PA34-200T	N7609C	KPSC - KELN	"VFR X-C to Ellensburg, WA"			1		1.0					1.0		1.0	1.0						
7/24/2007	PA34-200T	N7609C	KELN - KGEG - KELN	X-C to Spokane Intl. Satefy Pilot: Kelly Bennett	H T	1	2		2.0			0.8				2.0	2.0						
7/24/2007	PA34-200T	N7609C	KELN - KPSC	"VFR X-C to Pasco, WA"			1		1.0					1.0		1.0	1.0						
7/26/2007	C-172	N7589D	KPSC - KPSC	"Survey FLT: John Deere; To: Moses Lake, WA"			1									1.5	1.5						
7/27/2007	C-172	N7589D	KPSC - KPSC	"Dale Petty: Takeoff, S-Turns, Rectangular Course, Turns around a PT"			1						1.1			1.1	1.1						
7/27/2007	C-172	N738ST	KPSC - KPSC	Survey FLT: Holiday Inn			1									0.4	0.4						
7/28/2007	C-172	N426SK	KPSC - KPSC	Airshow Prep: Formation Flying			1							0.8		0.8	0.8						
7/28/2007	C-182	N1090M	KPSC - KPSC	Columbia Cup Airshow: Day 1; Formation Flying			1							0.6		0.6	0.6						
7/28/2007	C-172	N738ST	KPSC - KPSC	Survey FLT: Columbia Center Mall			1									0.6	0.6						
7/29/2007	C-182	N1090M	KPSC - KPSC	Columbia Cup Airshow: Day 2; Formation Flying			1							0.5		0.5	0.5						
7/30/2007	C-172	N426SK	KPSC - KPSC	"Ondrea Sneed: Pattern Procedures, Balloon Recovery, TaLs"			10						1.2			1.2	1.2						
7/31/2007	C-172	N426SK	KPSC - KPSC	"Ondrea Sneed: Pattern Procedures, Radio Comm. TaLs"			9						1.1			1.1	1.1						
7/31/2007	C-182	N1090M	KPSC - KPSC	Survey FLT: Kennewick Housing Development			1									0.7	0.7						
7/31/2007	C-172	N738ST	KPSC - KPSC	"Parker Edwards: Climbs, Descents, Turns"			1						0.8			0.8	0.8						
7/31/2007	C-172	N738ST	KPSC - KPSC	"David Edwards: Climbs, Descents, Turns"			1						0.8			0.8	0.8						
8/3/2007	C-172	N738ST	KPSC - KPSC	Tri-Cities Scenic			1									0.5	0.5						
8/3/2007	C-172	N738ST	KPSC - KPSC	"Dale Petty: Takeoff, Emergency Frcd. Lndg, Engine Fire Demo. S-Turns, Turns around a PT, Rectangular Course"			1						1.1			1.1	1.1						
8/7/2007	C-182	N1090M	KPSC - KPSC	Tri-Cities Scenic			1									0.5	0.5						
8/8/2007	C-172	N426SK	KPSC - KPSC	Ondrea Sneed: X-Wind Proc. Pattern Proc. TaLs			9						1.1			1.1	1.1						
8/10/2007	C-172	N2383Q	KPSC - KPSC	Tri-Cities Scenic			1									0.5	0.5						
8/10/2007	C-182	N1090M	KPSC - KALW - KPSC	"Karin Rodland: 2 GPS Apps. 1 ILS App. GPS Hold, TaLs, GPS Procedures"			3						2.3			2.3	2.3						
8/11/2007	C-172	N426SK	KPSC - KPSC	"Jared Elizares: ATC Procedures, Pattern Procedures, SL FLT, TaLs"			8						1.1			1.1	1.1						
8/13/2007	C-182	N1090M	KPSC - KPSC	"Marjy Leggett: GPS Procedures, Flight Planning, VNAV Procedures"			1						1.1			1.1	1.1						
8/13/2007	C-172	N426SK	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.5			0.5	0.5						
8/15/2007	C-172	N426SK	KPSC - KPSC	Ondrea Sneed: X-Wind Proc. Pattern Proc. TaLs			8						1.1			1.1	1.1						
8/15/2007	C-172	N2383Q	KPSC - KPSC	"James Franz: A/C Currency, Pattern Procedures"			3						0.5			0.5	0.5						
8/17/2007	C-172	N7589D	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.6			0.6	0.6						
8/18/2007	C-172	N7589D	KPSC - KPSC	"Chris Booth: Steep Turns, SL FLT, Pwr On & Off Stalls, Emergency Forced Lndg, Turns around a PT, S-Turns, Short field takeoff and landing, TaLs, BFR Complete"			4						1.3			1.3	1.3						
8/18/2007	C-172	N426SK	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.6			0.6	0.6						
8/18/2007	C-172	N426SK	KPSC - KPSC	"Parker Edwards: Climbs, Descents, Turns, Turns around a PT, Wind Crabbing"			1						1.0			1.0	1.0						
8/19/2007	C-172	N2383Q	KPSC - KPSC	"Lance Stevens: A/C Checkout, Pattern Procedures, TaLs"			3						0.6			0.6	0.6						
8/20/2007	C-172	N7589D	KPSC - KPSC	"Ondrea Sneed: Pattern Procedures, ATC Procedures, Go-Around, TaLs"			11						1.2			1.2	1.2						
8/20/2007	C-172	N426SK	KPSC - KPSC	"Elias Lewis: X-Wind Procedures, Pattern Procedures, TaLs"			10						1.2			1.2	1.2						
8/20/2007	C-172	N2383Q	KPSC - KPSC	"Zach Bowman: A/C Checkout, Steep Turns, SL FLT, Pwr Off Stall, TaLs"			3						0.8			0.8	0.8						
8/21/2007	C-172	N426SK	KPSC - KPSC	"Ondrea Sneed: Pitch Attitudes, TaLs"			10						1.2			1.2	1.2						
8/21/2007	C-172	N738ST	KPSC - KPSC	"Survey FLT: AMEC, Hanford Area"			1									0.8	0.8						
8/21/2007	C-172	N7589D	KPSC - KPSC	"Survey FLT: Benton City, Hanford Fire"			1									0.9	0.9						
8/22/2007	C-172	N7589D	KPSC - KPSC	"Brian Mckenzie: Climbs, Turns, Descents, Steep Turns"			1						1.1			1.1	1.1						
8/22/2007	C-172	N738ST	KPSC - KPSC	Survey FLT: Hanford Site			1									1.2	1.2						
8/24/2007	C-172	N738ST	KPSC - KPSC	"Elias Lewis: Pattern Procedures, Ground Effect, TaLs"			9						1.1			1.1	1.1						
8/24/2007	C-172	N738ST	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.5			0.5	0.5						
8/24/2007	C-172	N738ST	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.5			0.5	0.5						
8/26/2007	C-172	N738ST	KPSC - KPSC	"Alex Pappas: Preflight, Turns, Climbs, Descents, Steep Turns"			1						1.1			1.1	1.1						
8/26/2007	C-172	N738ST	KPSC - KPSC	"Elias Lewis: X-Wind Procedures, Pattern Procedures, TaLs"			8						1.0			1.0	1.0						
8/27/2007	C-172	N738ST	KPSC - KPSC	"Ondrea Sneed: Pattern Procedures, Go-Arounds, TaLs"			8						1.1			1.1	1.1						
8/27/2007	C-172	N738ST	KPSC - KPSC	"James Kaye: GPS Procedures, VNAV Procedures, TaLs"			4						1.2			1.2	1.2						
8/27/2007	C-172	N738ST	KPSC - KPSC	"Alex Pappas: Preflight, Turns, Climbs, Descents"			1						0.7			0.7	0.7						
8/27/2007	C-172	N426SK	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.5			0.5	0.5						
8/28/2007	C-172	N2383Q	KPSC - KPSC	"Ondrea Sneed: Pattern Procedures, Balloon Recovery, TaLs"			9						1.2			1.2	1.2						
8/28/2007	C-172	N426SK	KPSC - KPSC	"Alex Pappas: Turns, Climbs, Descents, SL FLT, Pwr Off Stalls, Secondary Stall, Steep Turns"			1						1.1			1.1	1.1						
8/28/2007	C-172	N738ST	KPSC - KPSC	"John Rodriguez: Turns, Climbs, Descents, Steep Turns, SL FLT, Pwr Off Stalls, Emergency Frcd Lndg, TaLs"			4						1.1			1.1	1.1						
8/29/2007	C-172	N7589D	KPSC - KPSC	"Alex Pappas: Steep Turns, BAI Turns, Climbs, Descents, Unusual Att. Recovery, Emergency Frcd Lndg. Road Tracking"			1						1.1			1.1	1.1						
8/30/2007	C-172	N426SK	KPSC - KPSC	"Alex Pappas: Turns, Climbs, Descents, Road Tracking, Turns around a PT"			1						1.2			1.2	1.2						
8/31/2007	C-172	N426SK	KPSC - KPSC	"Alex Pappas: Steep Turns, SL FLT, Pwr Off Stall, BAI Turns, Descents, Turns around a PT"			1						1.2			1.2	1.2						
9/1/2007	C-172	N7589D	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.5			0.5	0.5						
9/1/2007	C-172	N7589D	KPSC - KPSC	Donna Maguffee: Pattern Proc. X-Wind Proc. TaLs			9						1.2			1.2	1.2						
9/2/2007	C-172	N738ST	KPSC - KPSC	"Tom Wood: Turns, Climbs, Descents, Taxi"			1						1.0			1.0	1.0						
9/2/2007	J3C-65	N6558H	KPSC - KPSC	"Tailwheel Intro: Stalls, Level Turns, 3 Pt. Lndgs"			5								1.0		1.0						
9/2/2007	C-182	N1090M	KPSC - KPSC	Tri-Cities Scenic: Snake River			1									0.6	0.6						
9/3/2007	C-172	N738ST	KPSC - KPSC	"Ondrea Sneed: Pattern Procedures, Go-Arounds, TaLs"			9						1.1			1.1	1.1						
9/4/2007	C-172	N426SK	KPSC - KPSC	"Tarik Dillsi: Steep Turns, SL FLT, Pwr Off & On Stalls, Emergency Frcd. Lndg, Turns around a PT, TaLs, BFR Comp."			3						1.0			1.0	1.0						
9/4/2007	C-182	N1090M	KPSC - KPSC	"Tarik Dillsi: C-182 Checkout, High Performance Proc. TaLs"			5						0.7			0.7	0.7						
9/5/2007	C-182	N1090M	KPSC - KRLD - KPSC	"Lance Stevens: High Performance Procedures, Power Settings, TaLs"			8						1.2			1.2	1.2						
9/5/2007	C-172	N738ST	KPSC - KPSC	Tri-Cities Scenic			1									0.5	0.5						
9/8/2007	C-182	N1090M	KPSC - KPSC	"Lance Stevens: High Performance Endorsement, Power Settings, TaLs"			8						1.1			1.1	1.1						
9/9/2007	C-172	N7589D	KPSC - KPSC	"Kelvin Stevens: Steep Turns, SL FLT, Pwr Off Stalls, S-Turns, Turns around a PT"			1						1.1			1.1	1.1						
9/9/2007	C-172	N7589D	KPSC - KPSC	"Discovery FLT, Turns, Pitch Attitudes, TaLs"			1						0.6			0.6	0.6						
9/10/2007	C-172	N7589D	KPSC - KPSC	"Ondrea Sneed: Pattern Proc. Go-Arounds, TaLs"			8						1.2			1.2	1.2						
9/11/2007	C-172	N738ST	KPSC - KPSC	"Ondrea Sneed: BAI, Unusual Att. Recovery, Power On Stalls, TaLs"			4						1.2			1.2	1.2						
9/11/2007	C-172	N426SK	KPSC - KPSC	"Terry Hagan: Pattern Procedures, Balloon Recovery, TaLs"			8						1.2			1.2	1.2						
9/18/2007	PA28-161	N513MS	KELN - KELN	Part 141 Primary Standardization			4					0.1			1.1	1.1	1.1						
9/18/2007	C-152	N5499Q	KELN - KELN	Part 141 Primary Standardization			2								0.7	0.7	0.7						
9/21/2007	C-152	N95539	KELN - KELN	"Evan Marshall: Private Syl Flt #1 Complete, Turns, Climbs, Descents, SL FLT"			1						1.0			1.0	1.0						
9/21/2007	C-152	N95606	KELN - KELN	"Cody McCall: Private Syl Flt #1 Complete, Turns, Climbs, Descents"			1						1.0			1.0	1.0						
9/22/2007	C-152	N95429	KELN - KELN	"Thomas Johnson: Private Syl Flt #1 Complete, Turns, Climbs, Descents"			1						1.1			1.1	1.1						
9/22/2007	C-152	N95429	KELN - KELN	"Carissa Lord: Private Syl Flt #1 Complete, Turns, Climbs, Descents"			1						0.9			0.9	0.9						
