Date	Aircraft Type	Aircraft Ident	Route of Flight	Time in Flight	Day Landings	Night Landings	Instrument	Simulated Instrument	Approaches	Simulator	Night	Cross Country	Solo	Pilot in Command	Second in Command	Dual	As Instructor	Complex	High Perf	Tailwheel	Turbine	Multi Engine	Remarks
"10/03/04"	"L-23"	"N10BR"	"NewCastle-NewCastle"	5.3	11	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	5.3	0.0						"Total glider time, 10/3/04 - 4/29/06"
"12/04/04"	"PA28-140"	"N55203"	"BCB-PSK-BCB"	0.9	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.9	0.0						"HFC checkout w/Denny Carlyle"
"12/04/04"	"C150M"	"N66239"	"BCB-BCB"	0.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0						"HFC checkout w/Denny Carlyle"
"12/05/04"	"C150M"	"N66239"	"BCB-BCB"	0.4	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0						"Oil changed"
"01/18/05"	"PA28-140"	"N55203"	"BCB-BCB"	1.2	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0						"Touch & goes, circled New Castle, cold!"
"02/01/05"	"C150M"	"N66239"	"BCB-BCB"	0.7	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0						"Touch & goes, short field practice, sunset"
"02/02/05"	"PA28-140"	"N55203"	"BCB-VJI-BCB"	3.0	0	0	0.0	0.0	0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0						"Safety pilot for Jared Stephens, LOC6@VJI circle to land, LOC/DME12@BCB"
"02/18/05"	"PA28-140"	"N55203"	"BCB-HRJ"	1.3	1	0	0.0	0.0	0	0.0	0.0	1.3	0.0	1.3	0.0	0.0	0.0						"Flew to Harnett County, crazy winds, 15G25 crosswind"
"02/20/05"	"PA28-140"	"N55203"	"HRJ-MTV"	1.7	1	0	0.0	0.0	0	0.0	0.2	1.7	0.0	1.7	0.0	0.0	0.0						"Late start back, rain, low clouds, ice north of MTV, diverted"
"02/21/05"	"PA28-140"	"N55203"	"MTV-BCB"	0.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0						"Foggy flight back, finally, thanks to Brad Garber for giving me a ride to town at MTV"
"03/03/05"	"C150M"	"N66239"	"BCB-BCB"	0.8	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0						"currency, flew over Radford, bumpy"
"03/20/05"	"C150M"	"N66239"	"BCB-BCB"	0.7	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0						"took Sura Rajput's brother Amit flying, mock intro flight"
"03/30/05"	"C150M"	"N66239"	"BCB-DAN-BCB"	2.2	1	2	0.0	0.0	0	0.0	1.5	2.2	0.0	2.2	0.0	0.0	0.0						"night currency, dinner & scrabble with Rach, smooth air"
"04/06/05"	"PA18-150"	"N5716Z"	"NewCastle-NewCastle"	0.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0			0.6			"Supercub familiarization"
"04/07/05"	"PA18-150"	"N5716Z"	"NewCastle-NewCastle"	0.8	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0			0.8			"Supercub familiarization"
"04/09/05"	"C150M"	"N66239"	"BCB-DAN-MTV"	1.8	2	0	0.0	0.0	0	0.0	0.0	1.0	0.0	1.8	0.0	0.0	0.0						"Breakfast w/Rach, took her to MTV to meet her parents"
"04/09/05"	"C150M"	"N66239"	"MTV-INT-MTV"	1.2	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0						"Took Rach's dad to INT for Seneca flight, but it had a dead battery"
"04/09/05"	"C150M"	"N66239"	"MTV-BCB"	0.8	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0						"Dropped off Rach's dad, picked up Rach, return to BCB for lab potluck"
"04/10/05"	"C150M"	"N66239"	"BCB-DAN-BCB"	2.0	2	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0						"Flew Rach back to DAN, busy traffic, race day"
"04/15/05"	"PA28-140"	"N55203"	"BCB-DAN-BCB"	2.0	2	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0						"Rach made dinner and we went to G'boro to see Aida"
"05/01/05"	"C150M"	"N66239"	"BCB-BCB"	1.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0						"took Wes Haggard flying"
"05/01/05"	"PA28-140"	"N55203"	"PSK-PSK"	1.5	0	1	0.0	1.3	3	0.0	1.2	0.0	0.0	1.5	0.0	1.5	0.0						"IPC complete w/Bill Harris, LOC/DME12@BCB, VOR/DME6@PSK, ILS6@PSK"
"05/01/05"	"PA28-140"	"N55203"	"PSK-BCB"	0.3	0	1	0.0	0.0	0	0.0	0.3	0.0	0.0	0.3	0.0	0.0	0.0						"Return flight at night"
"05/02/05"	"PA28-140"	"N55203"	"BCB-BCB"	0.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0						"Maint check before annual w/Bill Hook"
"05/08/05"	"C150M"	"N66239"	"BCB-GSO-BCB"	2.2	2	0	0.0	0.0	0	0.0	0.0	2.2	0.0	2.2	0.0	0.0	0.0						"Home for Mother's Day, brunch at Omega House"
"05/11/05"	"C150M"	"N66239"	"BCB-BCB"	0.3	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0						"Oil changed"
"05/14/05"	"PA28-140"	"N55203"	"BCB-OXB-HEF-BCB"	7.5	3	0	2.0	0.0	0	0.0	0.0	7.5	0.0	7.5	0.0	0.0	0.0						"Long commercial cross-country w/Rach, overnight in Ocean City, crossed cold front coming back"
"05/19/05"	"C172L"	"N7125Q"	"INT-INT"	1.2	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	1.2	0.0						"Commercial training: steep turns, power on & off stalls, turning stalls, chandelles w/Matt Holmes"
"05/20/05"	"BE33"	"N1970Z"	"INT-INT"	0.9	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.9	0.9				"Commercial training: complex/high-performance intro"
"05/23/05"	"BE33"	"N1970Z"	"INT-INT"	1.2	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	1.2	1.2				"Commercial training: steep turns, sim gear failure, x-wind landings"
"05/24/05"	"C172M"	"N1451U"	"INT-INT"	1.1	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	1.1	0.0						"Commercial training: steep turns, chandelles, lazy 8's"
"05/26/05"	"BE33"	"N1970Z"	"INT-TRI-INT"	2.2	2	0	0.0	0.0	0	0.0	0.0	2.2	0.0	2.2	0.0	2.2	0.0	2.2	2.2				"Commercial training: day cross-country"
"05/27/05"	"C172M"	"N71409"	"INT-INT"	1.6	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0						"Commercial training: chandelles, lazy 8's, steep spirals, power off accuracy landings"
"05/28/05"	"PA28-140"	"N55203"	"BCB-ROA-BCB"	1.6	0	7	0.0	0.0	0	0.0	1.6	0.0	0.0	1.6	0.0	0.0	0.0						"Solo night practice at controlled field"
"05/30/05"	"C150M"	"N66239"	"BCB-BCB"	0.4	0	1	0.0	0.0	0	0.0	0.4	0.0	0.0	0.4	0.0	0.0	0.0						"Engine trouble at night, stuck exhaust valve?"
"05/31/05"	"PA28-140"	"N55203"	"BCB-ROA-BCB"	1.3	0	6	0.0	0.0	0	0.0	1.3	0.0	0.0	1.3	0.0	0.0	0.0						"Solo night practice at controlled field, windy"
"06/01/05"	"C172L"	"N7125Q"	"INT-MWK-INT"	1.3	6	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0						"Commercial training: power off accuracy landings w/Matt Holmes"
"06/04/05"	"C172M"	"N1451U"	"INT-N63-INT"	1.3	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0						"Commercial training: power off accuracy landings, 8's on pylons w/Matt Holmes"
"06/06/05"	"C172L"	"N7125Q"	"INT-INT"	1.1	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	1.1	0.0						"Commercial training: chandelles, lazy 8's, steep spirals, 8's on pylons, steep turns"
"06/07/05"	"BE33"	"N1970Z"	"INT-INT"	0.4	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.4	0.0	0.4	0.4				"Commercial training: Bonanza takeoffs & landings"
"06/08/05"	"C172M"	"N1451U"	"INT-INT"	1.1	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	1.1	0.0						"Commercial training: lazy 8's, power off accuracy landings"
"06/09/05"	"BE33"	"N1970Z"	"INT-GSO-INT"	0.9	1	0	0.3	0.0	2	0.0	0.0	0.0	0.0	0.9	0.0	0.9	0.0	0.9	0.9				"Commercial training: IFR in complex aircraft, ILS23@GSO, ILS33@INT"
"06/10/05"	"BE33"	"N1970Z"	"INT-INT"	1.1	7	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	1.1	0.0	1.1	1.1				"Commercial training: short/soft field ops in complex"
"06/11/05"	"BE33"	"N1970Z"	"INT-CAE-INT"	2.6	0	2	0.0	0.0	0	0.0	2.6	2.6	0.0	2.6	0.0	2.6	0.0	2.6	2.6				"Commercial training: night cross-country"
"06/12/05"	"BE33"	"N1970Z"	"INT-INT"	0.8	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.8	0.0	0.8	0.8				"Commercial training: landings"
"06/13/05"	"C172M"	"N1451U"	"INT-INT"	1.1	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	1.1	0.0						"Commercial training: review all maneuvers"
"06/14/05"	"C172M"	"N1451U"	"INT-INT"	1.6	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0						"Passed commercial pilot checkride! w/DPE Frank Barber"
"06/14/05"	"BE33"	"N1970Z"	"INT-INT"	0.8	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.8	0.8				"Passed commercial pilot checkride! w/DPE Frank Barber"
"06/17/05"	"C150M"	"N66239"	"BCB-BCB"	0.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0						"Replaced starter, test flew"
"06/19/05"	"PA28-140"	"N55203"	"BCB-PSK-BCB"	0.9	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0						"Flight around local area w/Dad for Father's Day"
"06/23/05"	"C150M"	"N66239"	"BCB-BCB"	1.1	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0						"Testing transponder, review commercial maneuvers"
"06/29/05"	"C150M"	"N66239"	"BCB-BCB"	0.3	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0						"Oil changed"
"07/02/05"	"C150M"	"N66239"	"BCB-BCB"	1.0	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0						"Right seat practice w/Rach"
"07/02/05"	"PA18-150"	"N5716Z"	"NewCastle-NewCastle"	0.9	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0			0.9			"stalls, slow flight, t/o & ldg"
"07/06/05"	"C172M"	"N1451U"	"INT-INT"	0.4	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.4	0.0						"CFI training: normal, short, soft field t/o & ldg from right seat w/Charles Plitt"
"07/07/05"	"C172M"	"N1451U"	"INT-INT"	1.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	1.2	0.0						"CFI training: slow flight, airspeed control w/Charles Plitt"
"07/08/05"	"C172L"	"N7125Q"	"INT-INT"	1.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	1.3	0.0						"CFI training: turns on point, s-turns, steep turns, rec. pattern w/Charles Plitt"
"07/09/05"	"C172L"	"N9835G"	"INT-INT"	1.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	1.3	0.0						"CFI training: stalls, chandelles, lazy 8's, 8's on pylons w/Charles Plitt"
"07/10/05"	"C172M"	"N1451U"	"INT-INT"	0.7	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.7	0.0						"CFI training: takeoffs & landings, slips, power off accuracy ldgs w/Charles Plitt"
"07/13/05"	"C150M"	"N66239"	"BCB-JNX"	2.2	1	0	0.0	0.0	0	0.0	0.0	2.2	0.0	2.2	0.0	0.0	0.0						"new encoder and altimeter/static/transponder inspections at Sparkchasers"
"07/13/05"	"C150M"	"N66239"	"JNX-BUY"	1.5	1	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	0.0						"Picked a path through storms, couldn't turn north, diverted to Burlington"
"07/14/05"	"C150M"	"N66239"	"BUY-PSK-BCB"	1.8	1	0	1.5	0.0	1	0.0	0.0	1.8	0.0	1.8	0.0	0.0	0.0						"storms passed, low clouds throughout, in actual all the way back, VOR-A@PSK"
"07/20/05"	"C150M"	"N66239"	"BCB-BCB"	1.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0						"Mock intro flight for Tom Aydlett, right seat practice"
"07/22/05"	"C172L"	"N7125Q"	"INT-INT"	1.1	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	1.1	0.0						"CFI training: spins, teaching spins and recovery, fun!"
"07/26/05"	"PA28-140"	"N55203"	"BCB-MKJ-BCB"	1.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0						"picked up nose strut rebuild kit for C150"
"07/29/05"	"PA28-140"	"N55203"	"ECG-FFA"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0						"Flew to Wright monument w/Rach"
"07/30/05"	"PA28-140"	"N55203"	"ECG-BCB"	2.7	1	0	0.7	0.0	0	0.0	0.0	2.7	0.0	2.7	0.0	0.0	0.0						"In Eliz. City w/Rach for Tom's wedding in the morning, picked way through weather"
"08/03/05"	"C150M"	"N66239"	"BCB-BCB"	0.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0						"Oil changed w/Juan"
"08/12/05"	"C150M"	"N66239"	"BCB-BCB"	0.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0						"Stalls & spins over Claytor Lake"
"08/14/05"	"J3"	"N3134N"	"Pace-Pace"	0.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0			0.4			"Got to fly Rach's dad's Cub"
"08/18/05"	"BE33"	"N1970Z"	"INT-INT"	0.8	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.8	0.0	0.8	0.8				"Normal, x-wind, short field t/o & landings, emerg. procedures w/Houston & Charles, field went IFR during pattern work"
"08/21/05"	"C172M"	"N1451U"	"INT-INT"	1.3	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	1.3	0.0						"CFI training: checkride prep w/Charles Plitt"
"08/24/05"	"BE33"	"N1970Z"	"INT-INT"	0.6	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.6	0.6				"Passed flight instructor checkride w/GSO FSDO inspector Pat Bruce"
"08/24/05"	"C172M"	"N1451U"	"INT-INT"	1.2	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0						"Passed flight instructor checkride w/GSO FSDO inspector Pat Bruce"
"09/01/05"	"C150M"	"N66239"	"BCB-BCB"	0.8	6	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0						"HFC CFI checkout w/Bill Harris, engine failures at every possible point"
"09/02/05"	"C150M"	"N66239"	"BCB-DAN"	0.8	1	0	0.0	0.0	0	0.0	0.0	0.8	0.0	0.8	0.0	0.0	0.0						"Picked up Rach for Myrtle Beach trip"
"09/03/05"	"C150M"	"N66239"	"DAN-CRE"	1.9	1	0	0.0	0.0	0	0.0	0.0	1.9	0.0	1.9	0.0	0.0	0.0						"Myrtle Beach"
"09/05/05"	"C150M"	"N66239"	"TTA-IGX"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0						"Rach felt sick, unexpected stop in Chapel Hill"
"09/05/05"	"C150M"	"N66239"	"IGX-IGX"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0						"Took Rebekah Aydlett flying around UNC, she loved it"
"09/05/05"	"C150M"	"N66239"	"IGX-DAN"	0.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0						"Dinner w/Tom & Rebekah, then took Rach back to Danville"
"09/05/05"	"C150M"	"N66239"	"DAN-BCB"	1.0	1	0	0.0	0.0	0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0						"Return leg, compass mount came loose"
"09/12/05"	"PA28-140"	"N55203"	"BCB-MKJ"	0.8	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0						"C150 in for annual, ferry to bring Nancy back"
"09/12/05"	"PA28-140"	"N55203"	"MKJ-BCB"	0.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.6						"Flew with Nancy Harris back to BCB, worked on landings, first logbook signed"
"09/15/05"	"PA28-140"	"N55203"	"BCB-MKJ-BCB"	1.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	1.5						"Went to bring C150 back, left mag failed, flew with Daryl back"
"09/17/05"	"J3"	"N3134N"	"MTV-Pace"	1.0	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			1.0			"Flying low w/door open, landings"
"09/19/05"	"PA28-140"	"N55203"	"BCB-MKJ-BCB"	1.5	0	2	0.0	0.0	0	0.0	1.5	0.0	0.0	1.5	0.0	0.0	0.0						"Flew Bo Honeycutt out to bring back C150 after annual & new mag"
"10/13/05"	"C150M"	"N66239"	"BCB-BCB"	0.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.6						"Student: Dave Robinson, aircraft familiarization, normal procedures"
"10/14/05"	"C150M"	"N66239"	"BCB-RIC-BCB"	4.5	1	0	0.0	0.0	0	0.0	0.0	4.5	0.0	4.5	0.0	0.0	2.3						"Student: Dave Robinson"
"10/15/05"	"C150M"	"N66239"	"BCB-Pace-MTV-Pace-DAN"	2.7	5	0	0.0	0.0	0	0.0	0.0	0.9	0.0	2.7	0.0	0.0	1.0						"Fun flying, peaceful, lunch @ MTV"
"10/16/05"	"C150M"	"N66239"	"DAN-RIC-BCB"	4.5	1	0	0.0	0.0	0	0.0	0.0	4.5	0.0	4.5	0.0	0.0	2.5						"Student: Dave Robinson"
"10/17/05"	"C150M"	"N66239"	"BCB-BCB"	1.4	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	1.4						"Student: Dave Robinson, steep turns, slow flight, stalls, engine out"
"10/18/05"	"C150M"	"N66239"	"BCB-BCB"	1.1	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	1.1						"Brian Wimmer, HFC checkout"
"10/21/05"	"C150M"	"N66239"	"BCB-BCB"	0.2	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0						"Exhaust gasket replaced, test flight"
"10/26/05"	"C150M"	"N66239"	"BCB-BCB"	0.3	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.3						"Student: Dave Robinson, gusty wind operations, xwind taxi, t/o, ldg"
"10/28/05"	"C150M"	"N66239"	"BCB-BCB"	0.6	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.6						"Student: Dave Robinson, flare, balloon recovery, landings"
"10/28/05"	"C150M"	"N66239"	"BCB-BCB"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9						"Student: OJ Browne, intro flight, familiarization"
"10/31/05"	"C150M"	"N66239"	"BCB-BCB"	1.0	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0						"Andrew Olson, HFC checkout, airwork"
"10/31/05"	"C150M"	"N66239"	"BCB-BCB"	1.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	1.3						"Student: Dave Robinson, landings, flare, much better"
"11/01/05"	"C150M"	"N66239"	"BCB-PSK-BCB"	0.9	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9						"Andrew Olson checkout, landings"
"11/02/05"	"C150M"	"N66239"	"BCB-PSK-BCB"	1.3	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	1.3						"Student: Dave Robinson, landings, xwind, sim eng. out in pattern"
"11/02/05"	"C150M"	"N66239"	"BCB-SHD-BCB"	3.6	0	0	0.0	0.0	0	0.0	3.6	3.6	0.0	3.6	0.0	0.0	3.6						"Student: Juan Suris, night cross-country, landings"
"11/04/05"	"PA28-140"	"N55203"	"BCB-BCB"	0.3	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0						"Oil changed, new tire, replaced vacuum pump"
"11/04/05"	"C150M"	"N66239"	"BCB-BCB"	0.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.3						"Student: Dave Robinson, x-wind landings"
"11/04/05"	"C150M"	"N66239"	"BCB-BCB"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0						"Student: OJ Browne, steep turns, slow flight, fundamentals"
"11/07/05"	"C150M"	"N66239"	"BCB-BCB"	0.2	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.2						"Student: Dave Robinson, prep before first solo"
"11/08/05"	"C150M"	"N66239"	"BCB-BCB"	1.1	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0						"Photo shoot around campus w/Rick Griffith"
"11/08/05"	"C23"	"N6717K"	"ROA-ROA"	1.0	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0						"Roanoke City Schools Sundowner checkout"
"11/09/05"	"C150M"	"N66239"	"BCB-BCB"	0.5	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.5						"Student: Dave Robinson, gusty wind practice"
"11/11/05"	"C23"	"N6717K"	"ROA-ROA"	0.5	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.5						"Student: Nick Poole, touch & goes"
"11/11/05"	"C23"	"N6717K"	"ROA-ROA"	0.8	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.8						"Student: Jesse Zadele, touch & goes"
"11/11/05"	"C150M"	"N66239"	"BCB-BCB"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9						"Student: OJ Browne, slow flight, airspeed control, intro to stalls"
"11/11/05"	"C150M"	"N66239"	"BCB-PSK-BCB"	1.2	0	3	0.0	0.0	0	0.0	1.2	0.0	0.0	1.2	0.0	0.0	1.2						"Student: Dave Robinson, night operations, landings"
"11/14/05"	"C150M"	"N66239"	"BCB-BCB"	1.0	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0						"Student: Brian Hanlon, intro flight, effect & use of controls"
"11/14/05"	"C150M"	"N66239"	"BCB-BCB"	1.3	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	1.3						"Student: OJ Browne, slow flight, airspeed control, steep turns, stalls"
"11/14/05"	"C150M"	"N66239"	"BCB-BCB"	0.3	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.3						"Student: Dave Robinson, landings before solo"
"11/15/05"	"C23"	"N6717K"	"ROA-ROA"	0.4	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.4						"Student: Jesse Zadele, touch & goes"
"11/17/05"	"C150M"	"N66239"	"BCB-BCB"	0.4	1	1	0.0	0.0	0	0.0	0.2	0.0	0.0	0.4	0.0	0.0	0.0						"Oil changed"
"11/18/05"	"C150M"	"N66239"	"BCB-BCB"	0.9	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9						"Student: Dave Robinson, short & soft field ops, w & b, performance"
"11/18/05"	"C150M"	"N66239"	"BCB-BCB"	1.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	1.2						"Student: Brian Hanlon, airspeed control, slow flight, steep turns"
"11/18/05"	"C150M"	"N66239"	"BCB-BCB"	1.3	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	1.3						"Student: OJ Browne, airspeed control, s-turns, turns around point"
"11/19/05"	"PA28-140"	"N55203"	"BCB-PSK-EXX"	1.3	1	0	0.0	0.6	2	0.0	0.0	1.3	0.0	1.3	0.0	0.0	0.0						"Met parents for BBQ in Lexington w/Rach, VOR-A@PSK, VOR/DME@EXX"
"11/19/05"	"PA28-140"	"N55203"	"EXX-GSO-78N"	1.3	1	0	0.0	0.6	2	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0						"Instrument currency, ILS23@GSO, VOR/DME-A@78N"
"11/19/05"	"PA28-140"	"N55203"	"78N-BCB"	0.7	0	1	0.0	0.0	0	0.0	0.7	0.7	0.0	0.7	0.0	0.0	0.0						"Proposed to Rach at Shiloh!"
"11/23/05"	"C150M"	"N66239"	"BCB-ROA-W91-BCB"	2.0	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0						"Student: Dave Robinson, class C, short field operations"
"11/30/05"	"C150M"	"N66239"	"BCB-MKJ-BCB"	1.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0						"Brought Daryl back after taking 55203 in for alternator fix"
"11/30/05"	"C150M"	"N66239"	"BCB-BCB"	1.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	1.3						"Student: Vijay Singal, steep turns, slow flight, turns around point"
"11/30/05"	"C150M"	"N66239"	"BCB-BCB"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.9						"Student: Brian Hanlon, steep turns, power off stalls, slow flight"
"11/30/05"	"C150M"	"N66239"	"BCB-PSK-BCB"	1.2	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	1.2						"Student: Dave Robinson, instrument flying, VOR navigation"
"12/03/05"	"J3"	"N3134N"	"Pace-Pace"	1.2	6	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0			1.2			"3pt & wheel landings"
"12/07/05"	"C150M"	"N66239"	"BCB-BCB"	1.3	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	1.3						"Student: Brian Hanlon, steep turns, slow flight, power off stalls"
