Date	Aircraft Type	Aircraft Ident	Route of Flight	Time in Flight	Day Landings	Night Landings	Instrument	Simulated Instrument	Approaches	Simulator	Night	Cross Country	Solo	Pilot in Command	Second in Command	Dual	As Instructor	Complex/Hi-Perf	Remarks
"10/14/08"	"PA28-140"	"N32198"	"HVA - MWL - FTW - DTO - HVA"	3.2	2	0	1.4	0.0	3	0.0	0.0	3.2	0.0	3.2	0.0	3.2	0.0		"Actual IMC X-C VOR-MWL, ILS-FTW, ILS-DTO -- Tom Tweeddale, CFII"
"10/18/08"	"PA28-140"	"N32198"	"DTO-3T0-1F1-GLE-DTO-HVA"	2.2	5	0	0.0	0.0	0	0.0	0.0	2.2	0.0	2.2	0.0	0.0	0.0		"Flew with Eric, lunch at Cedar Mills Flyin."
"10/20/08"	"PA28-140"	"N32198"	"HVA-DTO"	1.6	1	0	0.0	1.0	2	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0		"ILS Approaches w/miss  -- Tom Tweeddale, CFII"
"10/26/08"	"PA28-140"	"N32198"	"HVA-DTO"	2.1	1	0	0.0	1.6	5	0.0	0.0	0.0	0.0	2.1	0.0	0.0	0.0		"ILS Approaches w/miss  -- Tom Tweeddale, CFII"
"11/01/08"	"PA28-140"	"N32198"	"HVA-TKI"	2.2	1	0	0.0	1.8	5	0.0	0.0	0.0	0.0	2.2	0.0	2.2	0.0		"ILS Approaches w/miss + Hold, VOR approach - HVA  Tom Tweeddale, CFII"
"11/07/08"	"PA28-140"	"N32198"	"HVA-DTO"	2.0	1	0	0.0	1.7	6	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0		"5 ILS Approaches w/miss + hold, 1 VOR - HVA  Tom Tweeddale, CFII"
"11/15/08"	"PA28-180"	"N4746L"	"ADS - GTU"	1.4	1	0	0.0	0.0	0	0.0	0.0	1.4	0.0	1.4	0.0	0.0	0.0		"Flew with Suzanne to Georgetown to look at UT"
"11/15/08"	"PA28-180"	"N4746L"	"GTU-FWS-ADS"	2.2	0	2	0.0	0.0	0	0.0	0.6	2.2	0.0	2.2	0.0	0.0	0.0		"Return from Georgetown with Suzanne, dropped her off at FWS"
"11/17/08"	"PA28-140"	"N32198"	"HVA-DTO"	2.1	1	0	0.0	1.6	5	0.0	0.0	0.0	0.0	2.1	0.0	2.1	0.0		"NDB Tracking + Approaches - DTO, VOR Approach - HVA  Tom Tweeddale, CFII"
"11/26/08"	"PA28-140"	"N32198"	"HVA-DTO"	2.3	1	0	0.0	1.8	7	0.0	0.0	0.0	0.0	2.3	0.0	2.3	0.0		"NDB Approaches (5) DTO, VOR Approach - HVA"
"11/26/08"	"PA28-140"	"N32198"	"HVA - FWS, T67"	1.6	3	0	0.0	0.0	0	0.0	0.0	1.6	0.0	1.6	0.0	0.0	0.0		"Took Luke Home to FWS, Breakfast with Mike at T67, back to HVA"
"11/30/08"	"PA28-140"	"N32198"	"HVA-DTO"	2.1	1	0	0.0	1.8	5	0.0	0.0	0.0	0.0	2.1	0.0	2.1	0.0		"NDB approaches (4) DTO, VOR - HVA, Tom Tweeddale, CFII"
"12/05/08"	"PA28-140"	"N32198"	"HVA-DTO"	1.9	1	0	0.0	1.6	6	0.0	0.0	0.0	0.0	1.9	0.0	1.9	0.0		"NDB Approaches (5) DTO, VOR Approach - HVA"
"12/09/08"	"PA28-140"	"N32198"	"HVA-DTO"	1.9	1	0	0.0	1.6	6	0.0	0.0	0.0	0.0	1.9	0.0	1.9	0.0		"NDB Approaches (5) DTO, VOR Approach - HVA"
"12/11/08"	"PA28-140"	"N32198"	"HVA - WEA"	1.4	1	1	0.0	0.0	0	0.0	0.8	0.0	0.0	1.4	0.0	0.0	0.0		"Night Currency, to John Warren's place to stake out Christmas lights for Alicia"
"12/12/08"	"PA28-140"	"N32198"	"HVA - Local"	2.2	0	1	0.0	0.0	0	0.0	2.2	0.0	0.0	2.2	0.0	0.0	0.0		"With Alicia to look at Christmas lights, proposed marriage, she agreed!"
"12/30/08"	"PA28-140"	"N32198"	"HVA-DTO"	2.2	1	0	0.0	1.8	7	0.0	0.0	0.0	0.0	2.2	0.0	2.2	0.0		"4 NDB, 2 ILS - DTO, 1 VOR - HVA  Tom Tweeddale, CFII"
"01/01/09"	"PA28-140"	"N32198"	"HVA - WEA - XPB"	1.8	1	2	0.0	0.0	0	0.0	0.7	0.0	0.0	1.8	0.0	0.0	0.0		"Alicia and I to WEA for Lunch with John and Misty, stopped for fuel at XPB"
"01/02/09"	"PA28-140"	"N32198"	"HVA - AFW"	2.4	2	0	0.0	1.9	6	0.0	0.0	0.0	0.0	2.4	0.0	2.4	0.0		"4 ILS - AFW, 1 NDB - DTO (w/ATC) 1 VOR - HVA"
"01/09/09"	"PA28-140"	"N32198"	"HVA - 52F"	1.1	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0		"To shop to get radio speaker fixed, lunch @ BlueHanger with Tom"
"01/10/09"	"PA28-140"	"N32198"	"HVA - AFW"	2.0	5	0	0.0	1.6	5	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0		"3-ILS AFW, 1-ILS w/cir DTO, VOR w/cir HVA -- Tom Tweeddale CFII"
"01/11/09"	"PA28-140"	"N32198"	"HVA - AFW"	2.2	1	0	0.0	1.9	7	0.0	0.0	0.0	0.0	2.2	0.0	2.2	0.0		"5-ILS AFW, 1-NDB w/cir DTO, 1-VOR w/cir HVA -- Tom Tweeddale CFII"
"01/22/09"	"PA28-140"	"N32198"	"HVA - AFW"	2.2	0	1	0.0	1.9	6	0.0	2.2	0.0	0.0	2.2	0.0	2.2	0.0		"4-ILS AFW, 1-NDB DTO, 1-VOR HVA -- Tom Tweeddale, CFII"
"01/31/09"	"PA28-140"	"N32198"	"HVA - FWS"	2.3	1	0	0.0	1.9	4	0.0	0.0	0.0	0.0	2.3	0.0	2.3	0.0		"1-ILS FWS, 1-ILS FTW, 1-ILS AFW, 1-VOR HVA -- Tom Tweeddale, CFII"
"01/31/09"	"PA28-140"	"N32198"	"HVA - SWI"	1.3	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0		"Took David and Tamera on ride to Sherman and back."
"01/31/09"	"PA28-140"	"N32198"	"HVA - Local"	0.7	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0		"Gave Airplane rides to Josh, Emma, Luke and parents"
"02/13/09"	"PA28-140"	"N32198"	"HVA - 52F"	0.9	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0		"w/Tom - Elec. problem. Landed 52F to get it looked at."
"02/15/09"	"PA28-140"	"N32198"	"HVA - UKW"	2.1	1	0	0.0	1.8	4	0.0	0.0	0.0	0.0	2.1	0.0	2.1	0.0		"NDB-UKW, VOR-UKW, ILS -DTO, VOR-HVA  Tom Tweeddale, CFII"
"02/20/09"	"PA28-140"	"N32198"	"HVA - RDB"	2.2	1	0	0.0	1.8	4	0.0	0.0	0.0	0.0	2.2	0.0	2.2	0.0		"ATC ILS-FTW, RDB, ADS VOR-HVA"
"03/01/09"	"PA28-140"	"N32198"	"HVA - TYR - PRX - HVA"	4.0	2	0	0.0	3.2	3	0.0	0.0	4.0	0.0	4.0	0.0	4.0	0.0		"IFR X-C  ILS-TYR, VOR-PRX, NDB-DTO"
"03/05/09"	"PA28-140"	"N32198"	"HVA-UKW"	2.5	2	0	0.0	2.1	3	0.0	0.0	0.0	0.0	2.5	0.0	2.5	0.0		"Full Review NDB-UKW, VOR-BRP, ILS-DTO"
"03/07/09"	"PA28-140"	"N32198"	"HVA - FWS - SEP"	2.0	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0		"Picked up Luke @ FWS to SEP for Hard8."
"03/19/09"	"PA28-140"	"N32198"	"HVA-BPR"	2.3	2	0	0.0	1.8	3	0.0	0.0	0.0	0.0	2.3	0.0	2.3	0.0		"Full Review NDB-UKW, VOR-BRP, ILS-DTO"
"03/22/09"	"PA28-140"	"N32198"	"HVA-UKW/Hicks"	2.3	1	0	0.3	0.7	2	0.0	0.0	0.0	0.0	2.3	0.0	2.3	0.0		"IMC  NCB-Bowie, ILS-DTO"
"03/29/09"	"PA28-140"	"N32198"	"HVA-UKW"	2.3	1	0	0.0	2.0	3	0.0	0.0	0.0	0.0	2.3	0.0	2.3	0.0		"Full Review NDB-UKW, VOR-BRP, ILS-DTO"
"04/19/09"	"PA28-140"	"N32198"	"HVA - UKW"	2.4	2	0	0.0	1.7	3	0.0	0.0	0.0	0.0	2.4	0.0	2.4	0.0		"Full Review NDB-UKW, VOR-BRP, ILS-DTO"
"05/02/09"	"PA28-140"	"N32198"	"HVA - UKW"	1.8	1	0	1.0	0.0	2	0.0	0.0	0.0	0.0	1.8	0.0	1.8	0.0		"IMC NDB-UKW w/miss (no grnd)  ILS-DTO"
"05/03/09"	"PA28-140"	"N32198"	"HVA - MWL"	1.9	1	0	1.1	0.0	2	0.0	0.0	1.9	0.0	1.9	0.0	1.9	0.0		"IMC X-C  VOR-MWL, NDB-DTO"
"05/13/09"	"PA28-180"	"N4746L"	"ADS - TKI - ADS"	1.5	4	0	0.0	0.0	3	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0		"RFC AFR Satisfactory - Mike Howle CFI"
"05/17/09"	"PA28-140"	"N32198"	"HVA - UKW"	2.1	1	0	0.0	1.8	3	0.0	0.0	0.0	0.0	2.1	0.0	2.1	0.0		"IA Full Review"
"05/20/09"	"PA28-140"	"N32198"	"HVA - UKW"	2.3	2	0	0.0	1.9	4	0.0	0.0	0.0	0.0	2.3	0.0	2.3	0.0		"IA Full Review"
"06/06/09"	"PA28-140"	"N32198"	"HVA - TPL"	1.8	1	0	0.0	0.0	0	0.0	0.0	1.8	0.0	1.8	0.0	0.0	0.0		"Flew with Mike to Temple to get car.  Mike solo back to HVA"
"06/09/09"	"PA28-140"	"N32198"	"HVA - BPR"	1.8	2	0	0.0	1.3	2	0.0	0.0	0.0	0.0	1.8	0.0	1.8	0.0		"Full Review"
"06/17/09"	"PA28-140"	"N32198"	"HVA - UKW"	2.8	2	0	0.0	2.0	4	0.0	0.0	0.0	0.0	2.8	0.0	2.8	0.0		"Instrument Pilot Recommendation, OK  Tom Tweeddale, CFII"
"06/26/09"	"PA28-140"	"N32198"	"HVA - LUD - DTO - HVA"	1.7	2	0	0.0	1.2	3	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0		"IFR Practical Test - Approved - Kendall L Haly DPE"
