Date	Aircraft Type	Aircraft Ident	Route of Flight	Time in Flight	Day Landings	Night Landings	Instrument	Simulated Instrument	Approaches	Simulator	Night	Cross Country	Solo	Pilot in Command	Second in Command	Dual	As Instructor	T.W.	Complex	Remarks
"07/02/05"	"C182Q"	"N1774H"	"BAF-EEN-BAF"	1.3	1	1	0.0	0.0	0	0.0	0.6	0.0	0.0	1.3	0.0	0.0	0.0			"Dusk -> Keene, returned 11:30pm, calm, fireworks!, 1 night ldg"
"07/03/05"	"C182Q"	"N1774H"	"BAF-6B8-BAF"	3.0	2	0	0.0	0.0	0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0			"Lyndonville, FF, CAVU, Caspian Lake, p/o stalls, dep stalls, s.turns"
"07/04/05"	"C182Q"	"N1774H"	"BAF-BED-7B9-BAF"	1.9	2	1	0.0	0.0	0	0.0	0.4	1.5	0.0	1.9	0.0	0.0	0.0			"FF, Bravo air, Sht.Field, one night ldg"
"07/07/05"	"C182Q"	"N1774H"	"BAF-BAF"	0.5	5	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0			"ptn work, 5 t&g, trying to slow app speeds, 33 winds calm"
"07/12/05"	"C182Q"	"N1774H"	"BAF-GFL-BAF"	1.9	5	0	0.0	0.0	0	0.0	0.0	1.6	0.0	1.9	0.0	0.0	0.0			"x-c to Glens Falls, 1 full stop, 3 t&g"
"07/20/05"	"C182Q"	"N1774H"	"BAF-EEN-BAF"	1.2	1	1	0.0	0.0	0	0.0	0.6	0.0	0.0	1.2	0.0	0.0	0.0			"Dinner trip, return @ night"
"07/22/05"	"C182Q"	"N1774H"	"BAF-0B5-IJD-9B8-44N-9B8-BAF"	3.6	6	0	0.0	0.0	0	0.0	0.0	0.7	0.0	3.6	0.0	0.0	0.0			"0B5 30 hr oil change, tur field (9B8), x-c with Jim M."
"07/23/05"	"C182Q"	"N1774H"	"BAF-ORH-ORH-BAF"	1.9	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0			"-> to ORH for new encoder, flew with Conrad to check out new equipment"
"07/24/05"	"C182Q"	"N1774H"	"BAF-1B1-BAF"	1.5	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0			"CAVU, calm winds, slow flight, horrible departure (rushed) @ 1B1, T&G BAF"
"07/28/05"	"C182Q"	"N1774H"	"BAF-0B5-BAF"	0.8	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0			"??"
"07/28/05"	"C182Q"	"N1774H"	"BAF-HFD-7B9-7B2-BAF"	2.1	6	0	0.0	0.5	0	0.0	0.0	0.0	0.0	2.1	0.0	0.0	0.0			"Shor field ops, 7B9-BDL, Hood-MCA-unusual tt. 1/19"
"08/04/05"	"C182Q"	"N1774H"	"BAF-EEN-BAF"	1.4	1	1	0.0	0.0	0	0.0	0.7	0.0	0.0	1.4	0.0	0.0	0.0			"Dusk departure, night ldg, calm"
"08/06/05"	"C182Q"	"N1774H"	"BAF-44N-BAF"	1.5	2	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	0.0			"Px Doug, Sky Acres, geese on rwy, sight seeing Loomis St."
"08/08/05"	"C182Q"	"N1774H"	"BAF-KIWI-BAF"	4.0	3	0	0.0	0.0	0	0.0	0.0	3.3	0.0	4.0	0.0	0.0	0.0			"x-c to Wiscasset, sight flight over Kennebec Point, Anne & Walter Pxs"
"08/10/05"	"C182Q"	"N1774H"	"BAF-44N-BAF"	1.4	2	0	0.0	0.0	0	0.0	0.0	1.4	0.0	1.4	0.0	0.0	0.0			"Niticed hih EGTs #3, monitor, lunch @ Sky Acres"
"08/17/05"	"C182Q"	"N1774H"	"BAF-ME79"	2.1	0	1	0.0	0.0	0	0.0	0.0	2.1	0.0	2.1	0.0	0.0	0.0			"Sebec Lake, Filed plan, FF, gravel rwy"
"08/19/05"	"C182Q"	"N1774H"	"ME79-BAF"	2.4	0	1	0.0	0.0	0	0.0	2.4	2.4	0.0	2.4	0.0	0.0	0.0			"Night Ldg, FF, tough call on Wx, but good I left when I did"
"09/01/05"	"C182Q"	"N1774H"	"BAF-0B5-BAF"	1.0	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0			"Fixed strut seal, Soft field t/o operations"
"09/05/05"	"C182Q"	"N1774H"	"BAF-7B9-VSF-7B9-BAF"	3.0	5	0	0.0	0.0	0	0.0	0.0	2.5	0.0	3.0	0.0	0.0	0.0			"Tour of Quabbin, Sht field ops @ Ellington, Kim Px"
"09/14/05"	"C182Q"	"N1774H"	"BAF-GFL-BAF"	2.0	3	1	0.0	0.0	0	0.0	0.8	2.0	0.0	2.0	0.0	0.0	0.0			"T&G @ GFL, 1 night ldg"
"09/21/05"	"C182Q"	"N1774H"	"BAF-ORE-BAF"	1.1	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0			"-> Fuel, x-w t/o, dutch rolls, refined leaning process"
"09/30/05"	"C177B"	"N34774"	"BAF-EEN-0B7-BAF"	1.9	0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0			"Safety pilot for Scott"
"10/01/05"	"C182Q"	"N1774H"	"BAF-7B9-RUT-7B9-BAF"	2.9	4	0	0.0	0.0	0	0.0	0.0	2.1	0.0	2.9	0.0	0.0	0.0			"Maggie Px -> Rutland, VT leaf peeper b.fast, Short field ops, CAVU"
"10/02/05"	"C182Q"	"N1774H"	"BAF-FOK-BAF"	1.8	2	0	0.0	0.0	0	0.0	0.0	1.8	0.0	1.8	0.0	0.0	0.0			"N'East fly-in, FF, calm & clear, new class ""D"""
"10/19/05"	"C182Q"	"N1774H"	"BAF-0B5-BAF"	0.9	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0			"p/u oil filter @ Turners, strong x-wind ldg"
"10/20/05"	"C182Q"	"N1774H"	"BAF-BAF"	0.5	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0			"local, pattern work, T&Gs, 290@8g15, last on 02 x-wind"
"10/21/05"	"C182Q"	"N1774H"	"BAF-4VN-AFN-BAF"	1.8	3	0	0.0	0.0	0	0.0	0.0	0.5	0.0	1.8	0.0	0.0	0.0			"new destinations, mod. turb, go-around @ AFN"
"10/27/05"	"C182Q"	"N1774H"	"BAF-BAF"	1.4	1	0	0.0	1.2	0	0.0	0.0	0.0	0.0	1.4	0.0	1.4	0.0			"1st Instument lesson:timed turns L&R, unusual att. MCA, stall, pattern A, med turns"
"10/27/05"	"C182Q"	"N1774H"	"BAF-BAF"	0.8	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0			"practice setting speed/trim"
"10/28/05"	"C182Q"	"N1774H"	"BAF-7B9-0B5-BAF"	1.6	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0			"Short field ops, fixed stall horn, landed long for traffic 02"
"10/29/05"	"C182Q"	"N1774H"	"BAF-BAF"	0.8	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0			"sight flight over Franklin County with Steve, winds 15g20"
"10/30/05"	"C182Q"	"N1774H"	"BAF-SLK-N89-BAF"	4.0	2	1	0.0	0.0	0	0.0	0.5	4.0	0.0	4.0	0.0	0.0	0.0			"long x-c, 8500', FF, one night ldg. beautiful over tops of Adirondacks and Catskills"
"11/02/05"	"C182Q"	"N1774H"	"BAF-BAF"	1.2	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0			"Winds 32@18g26 @3K 36Kt, Power settings, stall, TAP, 10* flap ldg"
"11/03/05"	"C182Q"	"N1774H"	"BAF-BAF"	1.2	1	0	0.0	1.0	0	0.0	0.0	0.0	0.0	1.2	0.0	1.2	0.0			"clearace & mod turb. Pattern A, pirep, partial panel, descents & turns"
"11/10/05"	"C182Q"	"N1774H"	"BAF-0B8-BAF"	1.8	2	0	0.0	0.0	0	0.0	0.0	1.8	0.0	1.8	0.0	0.0	0.0			"Fishers Is., Winds 340@16g21, FF, light-mod turb"
"11/13/05"	"C182Q"	"N1774H"	"BAF-1B1-BAF"	1.8	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0			"Fuel @ 1B1, John Px, power settings"
"11/17/05"	"C182Q"	"N1774H"	"BAF-BAF"	1.9	1	0	0.0	1.6	0	0.0	0.0	0.0	0.0	1.9	0.0	1.9	0.0			"PP Timed turns, constant air-speed climbs, power off/on stalls, No Gyro vectors, PPVA, steep 360, ptn B"
"11/27/05"	"C182Q"	"N1774H"	"BAF-8B1-1B1-BAF"	2.6	6	0	0.0	0.0	0	0.0	0.0	1.8	0.0	2.6	0.0	0.0	0.0			"Fuel stop @1B1, x-c to Hillsboro, T&G @ BAF"
"12/01/05"	"C182Q"	"N1774H"	"BAF-BAF"	1.6	1	0	0.0	1.4	0	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0			"simulated clearance, V39 VAPER, pirep, stalls pwr off/on, timed turns, intro NDB"
"12/07/05"	"C182Q"	"N1774H"	"BAF-0B8-BAF"	1.3	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0			"15Kt x/w ldg (max!), mod turb"
"12/08/05"	"C182Q"	"N1774H"	"BAF-44N-BAF"	1.5	2	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	0.0			"VOR tracking, GPS flight plan, fuel @44N"
"12/08/05"	"C182Q"	"N1774H"	"BAF-BAF"	1.1	1	0	0.0	0.9	0	0.0	0.0	0.0	0.0	1.1	0.0	1.1	0.0			"partial panel, stalls, ppua, steep 360s l&r, VTF 02 BAF"
"12/10/05"	"C182Q"	"N1774H"	"BAF-6B0-BAF"	2.5	2	0	0.0	0.0	0	0.0	0.0	2.5	0.0	2.5	0.0	0.0	0.0			"x-c, VOR nav, FF, visual ILS rwy 20, beautiful trip over ski areas"
"12/11/05"	"C182Q"	"N1774H"	"BAF-HFD-44N-HFD-BAF"	2.3	4	0	0.0	0.0	0	0.0	0.0	1.4	0.0	2.3	0.0	0.0	0.0			"x-c, 2 Px (Sherrill & Kyle), FF, 1-19 trans. @ BDL, Brunch @ Sky Acres"
"12/15/05"	"C182Q"	"N1774H"	"BAF-5B2-BAF"	1.9	2	0	0.0	0.0	0	0.0	0.0	1.9	0.0	1.9	0.0	0.0	0.0			"x-c, fuel @ 5B2, CAVU, FF"
"12/15/05"	"C182Q"	"N1774H"	"BAF-GDM-BAF"	1.6	1	0	0.0	1.4	2	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0			"LOC BC, MCA, departure stall, steep 720's, VOR A ORE, VTF VOR 20"
"12/21/05"	"C182Q"	"N1774H"	"BAF-WST-BAF"	1.5	1	3	0.0	0.0	0	0.0	0.9	1.5	0.0	1.5	0.0	0.0	0.0			"FF, rwy 25@WST, fuel, 3 night ldg BAF"
"12/22/05"	"C182Q"	"N1774H"	"BAF-0B5-BAF"	1.3	2	0	0.0	0.3	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0			"VFR->GDM VOR, hold & appr -> 0B5, return to BAF w/George & Sarah ILS appr"
"12/22/05"	"C182Q"	"N1774H"	"BAF-EEN-BAF"	2.1	2	0	0.0	1.9	0	0.0	0.0	0.0	0.0	2.1	0.0	2.1	0.0			"LOC BC BAF 20 DME GDM VOR-A 0B5 published hold Marly - VTF EEN VOR 2 pp VOR Nav BAF - BAF VTF ILS 20"
"12/22/05"	"C182Q"	"N1774H"	"BAF-0B5"	0.5	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0			"140 Kt TAS, ldg 16"
"01/04/06"	"C182Q"	"N1774H"	"0B5-BAF"	0.6	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0			"p/u @ shop, light winds, rwy 02"
"01/07/06"	"C182Q"	"N1774H"	"BAF-3B0-BAF"	1.8	1	0	0.0	1.6	0	0.0	0.0	0.0	0.0	1.8	0.0	1.8	0.0			"VOR DME B 3B0, published hold, steep 720s l&r, VTF VOR 02, ppva"
"01/08/06"	"C182Q"	"N1774H"	"BAF-BAF"	1.2	0	3	0.0	0.0	0	0.0	0.8	0.0	0.0	1.2	0.0	0.0	0.0			"GPS 32 ORE low approach, published hold, 3 night ldgs 20"
"01/10/06"	"C182Q"	"N1774H"	"BAF-1B1-BAF"	1.3	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0			"Fuel @ 1B1, light turb, broken cable on starter repaired"
"01/12/06"	"C182Q"	"N1774H"	"BAF-ORE-BAF"	1.9	1	0	0.0	1.7	0	0.0	0.0	0.0	0.0	1.9	0.0	1.9	0.0			"GPS 32 ORE IAF QUIST, Steep 720s, stalls, ppva, timed turns, GPS 20 IAF VAPER"
"01/19/06"	"C182Q"	"N1774H"	"BAF-3B0-BAF"	2.7	1	0	0.0	2.2	0	0.0	0.0	0.0	0.0	2.7	0.0	2.7	0.0			"GPS 02 3B0 Pub. hold, autopilot ops, GPS 32 ORE Pub. hold"
"01/20/06"	"C182Q"	"N1774H"	"BAF-WST-0B5-BAF"	2.6	4	0	0.0	0.0	0	0.0	0.0	1.7	0.0	2.6	0.0	0.0	0.0			"x-c -> WST, Autopilot ops, 20Kt gusts @ WST"
"01/21/06"	"C182Q"	"N1774H"	"BAF-GBR-BAF"	1.5	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0			"practice hold @ GBR 40 kt aloft, 3 T&Gs @ BAF 20"
"01/26/06"	"C182Q"	"N1774H"	"BAF-CTR-BAF"	1.9	1	0	0.0	1.6	0	0.0	0.0	0.0	0.0	1.9	0.0	1.9	0.0			"intersection hold WHATE, hold CTR, VTF 02 BAF, mod. turb"
"02/01/06"	"C182Q"	"N1774H"	"BAF-WST-BAF"	1.5	2	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	0.0			"FF, fuel, ovc 3.5K"
"02/02/06"	"C182Q"	"N1774H"	"BAF-GBR-BAF"	1.6	1	0	0.0	1.3	0	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0			"GPS A GBR published hold, steep 720s, dep stall, VTF GPS 20"
"02/08/06"	"C182Q"	"N1774H"	"BAF-0B1-0B5-BAF"	3.5	3	0	0.0	0.0	0	0.0	0.0	3.0	0.0	3.5	0.0	0.0	0.0			"FF, TFR, Active MOA, bkn 4-5k, mtn ldg, snowboarding @ Sunday River, nice!"
"02/09/06"	"C182Q"	"N1774H"	"BAF-BAF"	1.7	1	0	0.0	1.4	0	0.0	0.0	0.0	0.0	1.7	0.0	1.7	0.0			"Dep stalls, ppva, pirep, ILS full approach, pub. hold, WESIE"
"02/09/06"	"C182Q"	"N1774H"	"BAF-EEN-BAF"	1.5	1	4	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0			"4 night ldgs, 32@EEN, mod turb, nervous about terrain @ EEN"
"02/15/06"	"C182Q"	"N1774H"	"BAF-0B1-BAF"	3.2	2	0	0.0	0.0	0	0.0	0.0	3.2	0.0	3.2	0.0	0.0	0.0			"FF, 36Kt tailwind -> 0B1, refuel x-wind t/o, FF eturn, strong winds, snowboarding"
"02/16/06"	"C182Q"	"N1774H"	"BAF-BAF"	1.2	1	0	0.0	1.0	0	0.0	0.0	0.0	0.0	1.2	0.0	1.2	0.0			"instrument t/o, GPS A 7B2 published hold, VTF 02 VOR BAF"
"02/22/06"	"C182Q"	"N1774H"	"BAF-5B2-BAF"	1.9	2	0	0.0	0.0	0	0.0	0.0	1.9	0.0	1.9	0.0	0.0	0.0			"FF, light turb, ldg 23, fuel, nice FBO"
"03/02/06"	"C182Q"	"N1774H"	"BAF-AQW-BAF"	1.5	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0			"Clouds 4K, go-around @ N. Adams, winds calm"
"03/05/06"	"C182Q"	"N1774H"	"BAF-DDH-LEB-VSF-7B2-BAF"	2.7	5	0	0.0	0.0	0	0.0	0.0	2.0	0.0	2.7	0.0	0.0	0.0			"x-c photo trip, CAVU, windy, fuel and stop @ 7B2, wind shear @ 33 BAF"
"03/08/06"	"C182Q"	"N1774H"	"BAF-PSF-BAF"	0.9	3	0	0.0	0.0	0	0.0	0.0	0.9	0.0	0.9	0.0	0.0	0.0			"calm, 2 T&Gs, right traffic, straight in 15 BAF"
"03/09/06"	"C182Q"	"N1774H"	"BAF-BAF"	1.4	1	0	0.0	1.0	3	0.0	0.0	0.0	0.0	0.0	0.0	1.4	0.0			"GPS 20, ILS 20 (2), Rime ice holding @ CTR, filed IFR"
"03/16/06"	"C182Q"	"N1774H"	"BAF-BDR-BAF"	1.6	1	1	0.0	0.0	0	0.0	0.8	1.6	0.0	1.6	0.0	0.0	0.0			"BDR class ""D"", FF, Garmin seminar, night flight back, FF"
"03/17/06"	"C182Q"	"N1774H"	"BAF-HFD-WST-HFD-BAF"	2.7	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.7	0.0	0.0	0.0			"winds 12G21, x-wind @ HFD, Fuel @ WST, Sherrill Px, circled Block Island"
"03/23/06"	"C182Q"	"N1774H"	"BAF-ORH-BAF"	1.7	1	0	0.0	1.4	2	0.0	0.0	0.0	0.0	1.7	0.0	1.7	0.0			"VTF VOR 02 BAF, No flap ldg, VTF ILS 29 published hold ORH"
"03/24/06"	"C182Q"	"N1774H"	"BAF-0B8-BAF"	1.4	2	0	0.0	0.0	0	0.0	0.0	1.4	0.0	1.4	0.0	0.0	0.0			"Fishers Island, FF"
"03/30/06"	"C182Q"	"N1774H"	"BAF-BAF"	2.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	2.4	0.0	2.4	0.0			"very nice, with Steve, NYC VFR corridor"
"04/01/06"	"C182Q"	"N1774H"	"BAF-BDL-BAF"	1.1	2	0	0.0	0.8	3	0.0	0.0	0.0	0.0	1.1	0.0	1.1	0.0			"VTF GPS 20 BAF, VTF ILS 24 BDL VOR 24"
"04/03/06"	"C182Q"	"N1774H"	"BAF-WST-BAF"	1.7	4	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.7	0.0	0.0	0.0			"Fuel @ WST, FF, rwy 32 330-310@11, T&G@BAF 33, wind 350@11G20"
"04/06/06"	"C182Q"	"N1774H"	"BAF-EEN-BAF"	1.6	2	0	0.0	1.2	2	0.0	0.0	1.6	0.0	1.6	0.0	1.6	0.0			"ILS 02 EEN circle 32, VTF VOR 20 circle 33"
"04/12/06"	"C182Q"	"N1774H"	"BAF-BHB-BAF"	4.7	2	0	0.0	0.0	0	0.0	0.0	4.7	0.0	4.7	0.0	0.0	0.0			"VFR to Bar Harbor, FF, handfly on return, Island tour.. CAVU!"
"04/13/06"	"C182Q"	"N1774H"	"BAF-DDH-BAF"	2.2	2	0	0.7	1.0	2	0.0	0.0	2.2	0.0	0.0	0.0	2.2	0.0			"Full approach VOR 13 Bennington, GPS 20 BAF, light-mod turb, filed IFR"
"04/17/06"	"C182Q"	"N1774H"	"BAF-WST-N04-BAF"	2.6	3	0	0.0	2.0	3	0.0	0.0	2.6	0.0	2.6	0.0	2.6	0.0			"LOC 7 WST Full app circle 14, VTF Rwy 33, Griswold - Full Appr: go-around"
"04/18/06"	"C182Q"	"N1774H"	"BAF-RUT-BAF"	2.5	2	0	0.0	2.0	2	0.0	0.0	2.5	0.0	0.0	0.0	2.5	0.0			"Instrument Clearance, WHATE, CELEM VOR DME 1, void clearance, SMUTO D-> BAF, Exellent X-wind 33 (winds 010 17G23)"
"04/20/06"	"C182Q"	"N1774H"	"BAF-BDL-BAF"	1.6	1	0	0.0	1.3	2	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0			"steep 720s L&R, PPUA, Dep stall, VTF ILS 6 max fwd speeds, VTF VOR 2"
"04/20/06"	"C182Q"	"N1774H"	"BAF-ORH-BAF"	1.1	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0			"Radio Shop, terrain install for 530, FF, const lgt turb"
"04/21/06"	"C182Q"	"N1774H"	"BAF-WST-BAF"	1.9	2	0	0.0	0.0	0	0.0	0.0	1.9	0.0	1.9	0.0	0.0	0.0			"Px Kim, circle Block Is. @ 7.5K, Fuel @ WST, FF, x-w ldg tech"
"04/22/06"	"C182Q"	"N1774H"	"BAF-CEF-BAF"	1.3	1	0	0.0	1.0	4	0.0	0.0	0.0	0.0	1.3	0.0	1.3	0.0			"VTF ILS 5 CEF (3), VTF VOR 20 BAF Circle 15 @ 1.5nm"
"04/27/06"	"C182Q"	"N1774H"	"BAF-4B9-BAF"	0.6	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0			"Loomis St, Short Fld tech, rwy 3, winds clm, 10* flap t/o"
"04/27/06"	"C182Q"	"N1774H"	"BAF-CEF-BAF"	1.5	1	0	0.0	1.2	4	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0			"VTF VOR 20 BAF, CEF ILS 23 Full Approach (3)"
"04/30/06"	"C182Q"	"N1774H"	"BAF-PSF-BAF"	1.4	1	3	0.0	0.0	0	0.0	0.6	0.0	0.0	1.4	0.0	0.0	0.0			"Pittsfield VFR, power settings adj, 3 night lags @ BAF rwy 15 winds 110@7"
"05/04/06"	"C182Q"	"N1774H"	"BAF-WST-BAF"	2.1	2	0	0.0	1.7	2	0.0	0.0	2.1	0.0	2.1	0.0	2.1	0.0			"VTF ILS 20 BAF - intercpt & track Full app. LOC 7 WST, V14 V405"
"05/05/06"	"C182Q"	"N1774H"	"BAF-7B2-area-7B2-BAF"	1.4	3	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0			"p.u Dorothy @ N'hamp for sight flight around valley, wind 320@10G19"
"05/08/06"	"C182Q"	"N1774H"	"BAF-8B5-BAF"	1.1	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0			"VFR to Barre  Paint Shop, Go-around rwy 06, slight tailwind, rough pavement"
"05/11/06"	"C182Q"	"N1774H"	"BAF-BAF"	0.9	1	0	0.9	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0			"VTF ILS 20, 13 ovc 8"
"05/11/06"	"C182Q"	"N1774H"	"BAF-WST-BAF"	1.6	2	0	1.6	0.0	2	0.0	0.0	1.6	0.0	0.0	0.0	1.6	0.0			"VTF 02 VOR, enroute decision makin, VTF LOC 7 700bkn, 600ovc, RW"
"05/13/06"	"C182Q"	"N1774H"	"BAF-VSF-BAF"	2.6	2	0	2.6	0.0	2	0.0	0.0	2.6	0.0	0.0	0.0	2.6	0.0			"missed app EEN - pirep - enroute decision making - GPS 5 VSF - VTF VOR 2"
"05/14/06"	"C182Q"	"N1774H"	"BAF-CEF-BAF"	1.5	0	1	1.5	0.0	4	0.0	1.5	0.0	0.0	0.0	0.0	1.5	0.0			"VTF CEF ILS 5 (2) VTF ILS 20 WX 5ovc 2 'RW Night IFR ops"
"05/17/06"	"7ECA"	"N5235X"	"BAF-BAF"	0.6	4	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.6		"intro t T.W. ops, controls during taxi, t/o, gliding approaches"
"05/17/06"	"C182Q"	"N1774H"	"BAF-ORE-BAF"	1.6	1	0	0.0	1.4	2	0.0	0.0	0.0	0.0	1.6	0.0	1.6	0.0			"instrument training"
"05/17/06"	"C182Q"	"N1774H"	"BAF-WST-BAF"	1.5	2	0	0.0	0.0	0	0.0	0.0	1.5	0.0	1.5	0.0	0.0	0.0			"FF -> WST, fuel, OVC 4.5, 230@13G22, radio volume issue"
"05/18/06"	"C182Q"	"N1774H"	"BAF-GBR-BAF"	1.5	1	0	0.0	1.3	2	0.0	0.0	0.0	0.0	1.5	0.0	1.5	0.0			"NDB A GBR hold as published, LOC 20 BAF partial panel, Nice!!"
"05/19/06"	"C182Q"	"N1774H"	"BAF-CEF-BAF"	1.8	1	0	1.5	0.0	5	0.0	0.0	0.0	0.0	0.0	0.0	1.8	0.0			"O:S 20 BAF Vectors, light ot mod. rain - VTF ILS 23 CEF, GPS 02"
"05/24/06"	"C182Q"	"N1774H"	"BAF-3B2-BAF"	2.1	2	0	0.0	0.0	0	0.0	0.0	2.1	0.0	2.1	0.0	0.0	0.0			"VFR to Marshfield, -RA, 310@15G20, FF, no autopilot"
"05/25/06"	"C182Q"	"N1774H"	"BAF-0B5"	0.4	1	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0			"VFR -> Turners for mtg. w/Bruce for annual"
"05/25/06"	"C182Q"	"N1774H"	"0B5-LEB-0B5"	2.3	2	0	0.0	1.5	2	0.0	0.0	2.3	0.0	2.3	0.0	2.3	0.0			"ILS 18 LEB Full app. NDB 1 4V8 pub hold"
"06/15/06"	"C182Q"	"N1774H"	"0B5-GBR-BAF"	1.1	0	3	0.0	0.0	0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0			"p/u from annual, VOR check, engine settings, 3 night S&G"
"06/15/06"	"C182Q"	"N1774H"	"BAF-EEN-BAF"	1.3	0	4	0.0	0.0	0	0.0	1.3	0.0	0.0	1.3	0.0	0.0	0.0			"Night flight, 2 S&G, terrain awareness @ KEEN"
"07/03/06"	"C182Q"	"N1774H"	"BAF-0B5-BAF"	1.7	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0			"Checked out new #2 nav/com, fuel @ 0B5, Px Rich, CAVU"
"07/06/06"	"C182Q"	"N1774H"	"BAF-MOP-AUW"	7.1	2	0	0.0	0.0	0	0.0	0.0	7.1	0.0	7.1	0.0	0.0	0.0			"x-c to Wausau, WI over Ontario. Filed, FF, Fuel @ MOP"
"07/10/06"	"C182Q"	"N1774H"	"AUW-CWA-ERI"	4.8	2	0	0.0	0.0	0	0.0	0.0	4.5	0.0	4.8	0.0	0.0	0.0			"x-c, MVFR, diverted to KERI surrounding TS, FF, Fuel @ ERI, luggage p/u CWA"
"07/11/06"	"C182Q"	"N1774H"	"ERI-MSV"	2.2	1	0	0.0	0.0	0	0.0	0.0	2.2	0.0	2.2	0.0	0.0	0.0			"Diverted to Sullivan County for Wx. FF, 10Kt x-wnd ldg, PIREP, Flight svc."
"07/11/06"	"C182Q"	"N1774H"	"MSV-BAF"	1.0	0	1	0.0	0.0	0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0			"Waiting for 7 hours for Wx. Many calls to FS, MVFR 4 mile vis. 1 night ldg"
"07/13/06"	"C182Q"	"N1774H"	"BAF-BAF"	1.5	1	0	1.2	0.0	2	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0			"Pop-up IFR clearance, Hold CTR, GPS 14 7B2, VOR 20 circle 02"
"07/20/06"	"C182Q"	"N1774H"	"BAF-0B5-BAF"	0.8	2	0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0			"fuel @ Turners Falls"
"07/20/06"	"C182Q"	"N1774H"	"BAF-BAF"	1.3	1	0	0.0	1.1	1	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0			"climb & Descend in holding pattern (CTR), unusual attitude recovery, VTF VOR 02"
"07/24/06"	"C182Q"	"N1774H"	"BAF-0B5-4B6-BAF"	2.9	7	0	0.0	0.0	0	0.0	0.0	2.5	0.0	2.9	0.0	0.0	0.0			"Fix strut @ 0B5, 3 T&G Ticonderoga, slow flight, steep turns, ldg config stalls, 3 T&G BAF"
