Date	A/C Type	A/C Ident	Route of Flight	# App	Remarks	day ldg	nt ldg	nt t/o	ASEL	AMEL	Heli	Night	Inst	Sim Inst	Flight Sim	XC	Dual	PIC	Solo	Total Time of Flight		yr/mo	year	Instrument currency stuff			daily count stuff	
12/29/04	PA-28	N75078	PHF - PHF		Norfolk light tour with Rachael		1	1	1.0			1.0						1.0		1.0		200412	2004	55	12/29/04		12/29	
12/30/04	PA-28	N75078	PHF - PHF		Norfolk light tour with Chad and his Mom		1	1	1.0			1.0						1.0		1.0		200412	2004	55	12/30/04		12/30	
1/4/05	PA-28	N75078	PHF-MQI-RDU-PHF		Angelflight	3			4.3							4.3		4.3	2.4	4.3		200501	2005	55	1/4/05		01/04	
2/6/05	PA-28	N75078	PHF - FCI		"Lunch with Chad, he flew return trip"	1			0.8							0.8		0.8		0.8		200502	2005	55	2/6/05		02/06	
2/13/05	PA-28	N75078	PHF - FYJ - W75 - PHF		Visit Holt and practice landings	4			1.2									1.2	1.2	1.2		200502	2005	55	2/13/05		02/13	
2/15/05	PA-28	N75078	PHF-IGX-RDU-ORF-PHF		Angelflight	4			3.8							3.8		3.8	2.1	3.8		200502	2005	55	2/15/05		02/15	
2/19/05	PA-28	N75078	FYJ - PHF		"Take Chad to skydive, he flew up"	1			0.3									0.3	0.3	0.3		200502	2005	55	2/19/05		02/19	
2/19/05	PA-28	N75078	PHF - FYJ		"Take Sandi and Alex to see Chad skydive, he flew back"	1			0.6									0.6		0.6		200502	2005	55	2/19/05		02/19	
2/26/05	PA-28	N75078	CCV (VOR) - MFV	1	Approach currency  - Chad DeNaughel safety pilot				0.2					0.2				0.2		0.2		200502	2005	55	2/26/05		02/26	
2/28/05	PA-28	N75078	PHF - FJY - JGG - PHF	3	"Approach practice - VOR tracking/holding at HCM, ceiling ~500ft"	1			1.1				0.8					1.1	1.1	1.1		200502	2005	54	2/28/05		02/28	
3/24/05	PA-28	N75078	PHF - JGG - PHF		Lunch at Williamsburg	2			0.7									0.7	0.7	0.7		200503	2005	51	3/24/05		03/24	
3/26/05	PA-28	N75078	PHF - HBI	1	"To NC Air Museum with J. Core and son Nathaniel, broke out at minimums for HBI.  Jonathan flew .7 of trip, total time 2.5 hours (headwind)"	1			1.8				0.4			1.8		1.8		1.8		200503	2005	51	3/26/05		03/26	
3/26/05	PA-28	N75078	HBI - PHF		V	1			1.7				0.3			1.7		1.7		1.7		200503	2005	50	3/26/05		03/26	
4/1/05	PA-28	N75078	PHF-INT-W96-PHF		Angelflight	3			4.3							4.3		4.3	2.4	4.3		200504	2005	50	4/1/05		04/01	
4/10/05	PA-28	N75078	PHF - SFQ - PHF		Gas fill-up	2			0.9									0.9	0.9	0.9		200504	2005	50	4/10/05		04/10	
4/28/05	PA-28	N75078	PHF - FCI - PHF		Lunch	2			1.4							1.4		1.4	1.4	1.4		200504	2005	50	4/28/05		04/28	
5/7/05	PA-28	N75078	PHF - W75 - PHF		Lunch at Hummel with Rachael	2			0.9									0.9		0.9		200505	2005	50	5/7/05		05/07	
5/8/05	PA-28	N75078	PHF - JGG - PHF		"Lunch at JGG, was headed to FCI but very bumpy ride"	2			0.6									0.6		0.6		200505	2005	50	5/8/05		05/08	
5/15/05	PA-28	N75078	PHF - SFQ - PHF	1	"Gas, lunch, IAP, J. Core SP, he flew last .3 and landing"	1			0.9					0.2				0.9		0.9		200505	2005	50	5/15/05		05/15	
5/21/05	PA-28	N75078	PHF - SFQ - PHF		SFQ Fly-in with Rachael	2			0.9									0.9		0.9		200505	2005	49	5/21/05		05/21	
5/28/05	PA-28	N75078	PHF - PHF		Drying the plane after washing	3			0.3									0.3	0.3	0.3		200505	2005	49	5/28/05		05/28	
6/9/05	PA-28	N75078	PHF - PHF		"Post-annual flight check, break in new cylinder, orbitted PHF at 3,000"	1			0.8									0.8	0.8	0.8		200506	2005	49	6/9/05		06/09	
6/29/05	PA-28	N75078	PHF - SFQ - PHF		"engine break-in, refueling"	2			0.9									0.9	0.9	0.9		200506	2005	49	6/29/05		06/29	
7/1/05	PA-28	N75078	PHF - 76N		"With Rachael to see Chuck Latwinski in Rush, PA"	1			2.7				0.1			2.7		2.7		2.7		200507	2005	49	7/1/05		07/01	
7/3/05	PA-28	N75078	76N - 76N		"Sightseeing flight with Rachael and Chuck around Rush, PA"	1			0.8									0.8		0.8		200507	2005	49	7/3/05		07/03	
7/3/05	PA-28	N75078	76N - PHF		Return flight with Rachael	1			2.6							2.6		2.6		2.6		200507	2005	49	7/3/05		07/03	
7/16/05	PA-28	N75078	PHF - 2W5		Moving plane to DC	1			1.1							1.1		1.1	1.1	1.1		200507	2005	49	7/16/05		07/16	
7/27/05	PA-28	N75078	2W5 - W32		Relocating to Hyde Field	1			0.2									0.2	0.2	0.2		200507	2005	49	7/27/05		07/27	
8/7/05	PA-28	N75078	W32 - CGS - FDK - W32	1	"CGS museum, FDK lunch with Jonathan and Nathaniel, much routing around FRZ/Class B, J. Core safety pilot"	3			2.2					0.1				2.2		2.2		200508	2005	49	8/7/05		08/07	
8/8/05	PA-28	N75078	W32 - FDK - ORF - W32		Angelflight	3			4.5				0.2			4.5		4.5	2.3	4.5		200508	2005	48	8/8/05		08/08	
8/20/05	PA-28	N75078	W32 - I40 - PWK		"To Chicago with Rachael for Aunt Billie's birthday - 30-40 kt headwind, building T-storms - 3.1/4.5 hour legs"	2			7.6				0.2			7.6		7.6		7.6		200508	2005	48	8/20/05		08/20	
8/23/05	PA-28	N75078	PWK - I40 - W32		"Return flight - 9000 ft to stay above clouds, vectoring around DC, 3.0/2.7 hour legs"	2			5.7				0.2			5.7		5.7		5.7		200508	2005	48	8/23/05		08/23	
8/27/05	PA-28	N75078	W32 - FDK		To FDK for GPS installation	1			0.7									0.7	0.7	0.7		200508	2005	48	8/27/05		08/27	
9/14/05	PA-28	N75078	FDK - W32		Return flight	1			0.8									0.8	0.8	0.8		200509	2005	48	9/14/05		09/14	
9/18/05	PA-28	N75078	W32 - 3W3	5	"GPS Approach practice, J. Core safety pilot, lunch at 3W3, grass landing, J. Core flew the .5 back to W32"	1			1.8					0.6				1.8		1.8		200509	2005	48	9/18/05		09/18	
10/2/05	PA-28	N75078	W32 - W32		Safety pilot for Jonathan Core	1			2.2									2.2		2.2		200510	2005	43	10/2/05		10/02	
10/20/05	PA-28	N75078	W32-AGC-DMW-W32		Angelflight 2.1+1.4+.8 hour leg	3			4.3				0.4			4.3		4.3	2.9	4.3		200510	2005	43	10/20/05		10/20	
10/24/05	PA-28	N75078	W32 - PHF		Trip to see Chad	1			1.1							1.1		1.1	1.1	1.1		200510	2005	43	10/24/05		10/24	
10/24/05	PA-28	N75078	PHF - W32	1	"Return trip, IMC entire way back"		1	1	1.2			1.2	1.0			1.2		1.2	1.2	1.2		200510	2005	43	10/24/05		10/24	
11/6/05	PA-28	N75078	W32-2W5-W32		Landing practice	4			0.7									0.7	0.7	0.7		200511	2005	42	11/6/05		11/06	
11/20/05	PA-28	N75078	W32 - GED		Lunch with Jonathan and Nathaniel	1			0.9							0.9		0.9		0.9		200511	2005	42	11/20/05		11/20	
11/23/05	PA-28	N75078	W32 - PHF		To Newport News to get Jonathan's in-laws	1			1.1							1.1		1.1	1.1	1.1		200511	2005	42	11/23/05		11/23	
11/23/05	PA-28	N75078	PHF - W32		   V  Return trip with in-laws	1			1.3							1.3		1.3		1.3		200511	2005	42	11/23/05		11/23	
11/25/05	PA-28	N75078	W32 - PHF		To Newport News to drop off Jonathan's in-laws	1			1.2							1.2		1.2		1.2		200511	2005	42	11/25/05		11/25	
11/25/05	PA-28	N75078	PHF - W32		   V  Return trip	1			1.0							1.0		1.0	1.0	1.0		200511	2005	42	11/25/05		11/25	
12/18/05	PA-28	N75078	W32 - 2W6 - W32		Landing practice	7			1.3									1.3	1.3	1.3		200512	2005	42	12/18/05		12/18	
12/27/05	PA-28	N75078	W32 - FDK - W32		GPS repair	2			1.8									1.8	1.8	1.8		200512	2005	42	12/27/05		12/27	
1/13/06	PA-28	N75078	W32-PHL-ORF-SFQ-W32	1	"Angelflight - ILS to minimums at PHL, 30-40 knots headwinds to ORF (and tailwinds back), gas at SFQ"	4			5.7				0.2			5.7		5.7	3.1	5.7		200601	2006	42	1/13/06		01/13	
2/19/06	PA-28	N75078	W32 - ESN - W32		Intro flight for Dave Castor	2			1.6									1.6		1.6		200602	2006	41	2/19/06		02/19	
3/5/06	PA-28	N75078	W32 - FCI - W32		Lunch with Jonathan and Nathaniel	2			1.6							1.6		1.6		1.6		200603	2006	41	3/5/06		03/05	
3/16/06	PA-28	N75078	W32 - 2W5 - W32		Landing practice	5			0.9									0.9	0.9	0.9		200603	2006	41	3/16/06		03/16	
3/22/06	PA-28	N75078	W32 - LFI - W32		"Meeting at AEF Center, flew down with Steve Dion"	2			2.5							2.5		2.5		2.5		200603	2006	41	3/22/06		03/22	
3/28/06	PA-28	N75078	W32-HEF-N87-W32		Angelflight 	3			4.1				0.2			4.1		4.1		4.1		200603	2006	41	3/28/06		03/28	
3/31/06	PA-28	N75078	W32 - PHF - W32		Sona appointment	2			2.2							2.2		2.2	2.2	2.2		200603	2006	41	3/31/06		03/31	
5/6/06	PA-28	N75078	W32 - 3W3		"Jonathan and Nathaniel, grass field landing"	1			0.7									0.7		0.7		200605	2006	41	5/6/06		05/06	
5/29/06	PA-28	N75078	W32 - W32		Airwork	1			1.0									1.0	1.0	1.0		200605	2006	41	5/29/06		05/29	
6/4/06	PA-28	N75078	W32-RMN-EZF-RMN-HEF-EZF-RMN	6	"Instrument currency flight with J. Core, SP, lunch at HEF, delayed for passing thunderstorms at RMN"	4			2.4					1.8				2.4		2.4		200606	2006	41	6/4/06		06/04	
6/4/06	PA-28	N75078	RMN-W32		"SP for J. Core - ILS RMN, ILS RMN"				0.4									0.4		0.4		200606	2006	35	6/4/06		06/04	
6/23/06	PA-28	N75078	W32 - 2W5 - W32		Emergency procedures	2			0.6									0.6	0.6	0.6		200606	2006	35	6/23/06		06/23	
7/22/06	C172	N75917	W32 - 2W5 - W32		"BFR - Slow Flight, go arounds, soft/short t/o ldg, emergency procedures, power off landings"	6			1.0								1.0	1.0		1.0		200607	2006	35	7/22/06		07/22	
7/23/06	PA-28	N75078	W32 - W32		Maintenance flight - engine break-in post annual	1			1.2									1.2	1.2	1.2		200607	2006	35	7/23/06		07/23	
7/29/06	PA-28	N75078	ILG-EVY-38N-0N4-33N-15N-0N6-D74-GED-N06-W32		"All DE flight with Jonathan and Nathaniel.  Multiple takeoff attempts at 15N and 0N6, short/soft field t/o/ldgs w/ obstacles, overran runway at 0N6 (J and N took taxi to 15N)"	11			2.8							2.8		2.8		2.8		200607	2006	35	7/29/06		07/29	
8/9/06	PA-28	N75078	W32 - 2W5 - W32		"Sightseeing flight, out west to mountains"	2			1.6									1.6	1.6	1.6		200608	2006	35	8/9/06		08/09	
8/13/06	PA-28	N75078	W32 - 2W5 - W32		Trip to look at plane for Jonathan	2			0.7									0.7		0.7		200608	2006	35	8/13/06		08/13	
8/16/06	PA-28	N75078	W32 - ORF - W32		To Norfolk with Jonathan after uncle's heart attack	2			2.6							2.6		2.6	1.4	2.6		200608	2006	35	8/16/06		08/16	
8/19/06	PA-28	N75078	W32 - W66 - W32		Flying Circus airshow with Rachael	2			1.1									1.1		1.1		200608	2006	35	8/19/06		08/19	
9/4/06	PA-28	N75078	W32 - 76N - W32		"With Rachael to see Chuck Latwinski in Rush, PA - vacuum pump failure"	2			3.8							3.8		3.8		3.8		200609	2006	35	9/4/06		09/04	
9/9/06	PA-28	N75078	W32 - PHF - W32		With Rachael for Sona appointment	2			2.1							2.1		2.1		2.1		200609	2006	35	9/9/06		09/09	
9/24/06	C172SP	N5329L	PHDH - PHDH		"Landing at Dillingham, HI with Chad and Rachael"	1			0.0									0.0		0.0		200609	2006	35	9/24/06		09/24	
10/7/06	PA-28	N75078	W32 - IOB		"First leg of airplane relocation, with Jonathan.  IMC at start, ~40 kt tailwind"	1			2.1				0.9			2.1		2.1		2.1		200610	2006	35	10/7/06		10/07	
10/7/06	PA-28	N75078	IOB - PGR		"Second leg, tailwind 20 kts"	1			1.8							1.8		1.8		1.8		200610	2006	35	10/7/06		10/07	
10/7/06	PA-28	N75078	PGR - OUN		"Third leg, tailwind 10 knots down to 0"	1			2.7							2.7		2.7		2.7		200610	2006	35	10/7/06		10/07	
10/20/06	PA-28	N75078	OUN-1K4-HSD-PWA-OUN		Local orientation flight	4			1.2									1.2	1.2	1.2		200610	2006	35	10/20/06		10/20	
10/22/06	PA-28	N75078	OUN-CHK-RQO-F29-OKC-OUN		Local orientation flight	5			1.8									1.8	1.8	1.8		200610	2006	35	10/22/06		10/22	
10/29/06	PA-28	N75078	OUN - OUN		"Night landing practice, engine out ldgs, last 3 ldgs to full stop"		11	11	1.1			1.1						1.1	1.1	1.1		200610	2006	35	10/29/06		10/29	
11/2/06	PA-28	N75078	OUN - F10 - OUN		Night cross-country (solo) for training		2	2	1.7			1.7				1.7		1.7	1.7	1.7		200611	2006	35	11/2/06		11/02	
11/4/06	PA-28	N75078	OUN - 6F1 - OUN		Dual day x/c	2			2.7							2.7	2.7	2.7		2.7		200611	2006	35	11/4/06		11/04	
11/7/06	PA-28	N75078	OUN - OUN		"slow flight, stalls, steep turns, fundamentals"	1			0.8								0.8	0.8		0.8		200611	2006	35	11/7/06		11/07	
11/8/06	PA-28	N75078	OUN - OUN		"lazy 8's, chandelles"	1			1.0								1.0	1.0		1.0		200611	2006	35	11/8/06		11/08	
11/9/06	PA-28	N75078	OUN - OUN		"practice on chandelles, lazy 8's, stalls, steep turns"	1			1.0									1.0	1.0	1.0		200611	2006	35	11/9/06		11/09	
11/13/06	PA-28	N75078	OUN - OUN		"emergency procedures, lazy 8's, chandelles"	1			0.8								0.8	0.8		0.8		200611	2006	35	11/13/06		11/13	
11/14/06	PA-28	N75078	OUN - OUN		"steep spirals, review"	1			1.0								1.0	1.0		1.0		200611	2006	35	11/14/06		11/14	
11/16/06	PA-28	N75078	OUN - OUN		"8's on pylons, review"	1			0.9								0.9	0.9		0.9		200611	2006	35	11/16/06		11/16	
11/16/06	PA-28	N75078	OUN - OUN		"practice - chandelles, lazy 8's, 8's on pylons, steep spirals"	1			0.8									0.8		0.8		200611	2006	35	11/16/06		11/16	
11/16/06	PA-28	N75078	OUN - 2K4 - OUN		Night X/C - both F/S landings		2	2	2.2			2.2				2.2	2.2	2.2		2.2		200611	2006	35	11/16/06		11/16	
11/18/06	PA-28	N75078	OUN - O44 - OUN		Fly-in and commercial manuever practice	2			1.0									1.0	1.0	1.0		200611	2006	35	11/18/06		11/18	
11/20/06	PA-28	N75078	OUN - OUN		Review	1			0.9								0.9	0.9		0.9		200611	2006	35	11/20/06		11/20	
11/23/06	PA-28	N75078	OUN-ADM-PVJ-3O3-OUN		Night experience		4	4	2.0			2.0				2.0		2.0	2.0	2.0		200611	2006	35	11/23/06		11/23	
11/25/06	PA-28	N75078	OUN - OUN		"st turns, stalls, chandelles, lazy 8's, steep spirals, 8's on pylons, emergency procedures"	1			0.8									0.8	0.8	0.8		200611	2006	35	11/25/06		11/25	
12/3/06	PA-28	N75078	OUN - ADH - F99 - OUN		"st turns, stalls, chandelles, lazy 8's, steep spirals, 8's on pylons, emergency procedures"	3			2.2							2.2		2.2	2.2	2.2		200612	2006	35	12/3/06		12/03	
12/5/06	C172RG	N9724B	OUN - OUN		"Intro to 172 RG, alternator field failure"	1			0.8								0.8	0.8		0.8		200612	2006	35	12/5/06		12/05	
12/8/06	C172RG	N9724B	OUN - OUN		"Traffic patterns, t/g ldgs"	9			1.1								1.1	1.1		1.1		200612	2006	35	12/8/06		12/08	
12/9/06	C172RG	N9724B	OUN - OUN		"short/soft t/o ldgs, 180 deg ldgs"	6			0.8								0.8	0.8		0.8		200612	2006	35	12/9/06		12/09	
12/9/06	C172RG	N9724B	OUN - OUN		"emergencies, 180 deg ldgs"	6			1.1								1.1	1.1		1.1		200612	2006	35	12/9/06		12/09	
12/15/06	PA-28	N75078	OUN - OUN		Pre-checkride practice	1			0.9									0.9	0.9	0.9		200612	2006	35	12/15/06		12/15	
12/17/06	PA-28	N75078	OUN - OUN		Commercial checkride	1			1.0									1.0		1.0		200612	2006	35	12/17/06		12/17	
12/17/06	C172RG	N9724B	OUN - OUN		Commercial checkride	5			0.7									0.7		0.7		200612	2006	35	12/17/06		12/17	
12/26/06	PA-28	N75078	OUN - O38		Flight to see Mom	1			1.2							1.2		1.2	1.2	1.2		200612	2006	35	12/26/06		12/26	
12/26/06	PA-28	N75078	O38 - O38		"Sightseeing around Owasso with Mom - steep turns, stalls"	1			1.0									1.0		1.0		200612	2006	35	12/26/06		12/26	
12/26/06	PA-28	N75078	O38 - 2F6		Short hop for gas on return trip	1			0.3									0.3	0.3	0.3		200612	2006	35	12/26/06		12/26	
12/26/06	PA-28	N75078	2F6-SUD-CQB-OUN		Return trip	3			1.1							1.1		1.1	1.1	1.1		200612	2006	35	12/26/06		12/26	
1/1/07	PA-28	N75078	OUN - O38		Flying to Gundy's for storage	1			1.2							1.2		1.2	1.2	1.2		200701	2007	35	1/1/07		01/01	
5/26/07	PA-28	N75078	O38 - 3F7 - OUN		"Return flight, mx check, VFR under low ceiling"	3			1.3							1.3		1.3	1.3	1.3		200705	2007	35	5/26/07		05/26	
5/31/07	PA-28	N75078	OUN-SRE-O47-SNL-OUN		"Practice, manuevers, stalls, st turns, chandelles, landings, p/o landings"	6			2.2									2.2	2.2	2.2		200705	2007	35	5/31/07		05/31	
6/22/07	PA-28	N75078	OUN - OUN		landing practice	5			0.8									0.8	0.8	0.8		200706	2007	35	6/22/07		06/22	
6/24/07	PA-28	N75078	OUN - OKC - OUN	6	"Approach recurrency, Steve Ruse SP"	2			2.1					1.5				2.1		2.1		200706	2007	35	6/24/07		06/24	
7/7/07	PA-28	N75078	OUN - OUN		Sightseeing flight with Matt Huch	1			1.3									1.3		1.3		200707	2007	29	7/7/07		07/07	
7/25/07	PA-28	N75078	OUN - OUN		"Post-annual check flight, landing practice"	4			0.5									0.5	0.5	0.5		200707	2007	29	7/25/07		07/25	
8/4/07	PA-28	N75078	OUN - PVJ - OUN		Fly-in at PVJ	2			1.5									1.5	1.5	1.5		200708	2007	29	8/4/07		08/04	
8/8/07	PA-28	N75078	OUN - OUN		New VOR/ILS CDI check flight	1			0.4									0.4	0.4	0.4		200708	2007	29	8/8/07		08/08	
8/12/07	PA-28	N75078	OUN - OUN			3			0.4									0.4	0.4	0.4		200708	2007	29	8/12/07		08/12	
8/16/07	PA-28	N75078	OUN - ADS		To ADS for multi-training	1			1.7				0.2			1.7		1.7	1.7	1.7		200708	2007	29	8/16/07		08/16	
8/16/07	PA-44	N253AT	ADS - TKI - ADS		"Multi training, manuevers, engine out procedures, pattern work"	5				1.9							1.9			1.9		200708	2007	29	8/16/07		08/16	
8/16/07	PA-28	N75078	ADS - OUN			1			1.6							1.6		1.6	1.6	1.6		200708	2007	29	8/16/07		08/16	
8/17/07	PA-28	N75078	OUN - ADS			1			1.8				0.3			1.8		1.8	1.8	1.8		200708	2007	29	8/17/07		08/17	
8/17/07	PA-44	N253AT	ADS - TKI - ADS	4	"SE inst approaches, manuevers"	2				2.0				0.8			2.0			2.0		200708	2007	29	8/17/07		08/17	
8/17/07	PA-28	N75078	ADS - OUN			1			1.7							1.7		1.7	1.7	1.7		200708	2007	25	8/17/07		08/17	
8/22/07	PA-28	N75078	OUN - ADS			1			1.8							1.8		1.8	1.8	1.8		200708	2007	25	8/22/07		08/22	
8/22/07	PA-44	N253AT	ADS - TKI - ADS	4	"emergency procedures, manuevers"	2				2.6				1.4			2.6			2.6		200708	2007	25	8/22/07		08/22	
8/22/07	PA-44	N253AT	ADS - TKI - ADS	3	"emergency procedures, steep truns, Vmc demo"	2				2.1				1.0			2.1			2.1		200708	2007	21	8/22/07		08/22	
8/22/07	PA-28	N75078	ADS - OUN			1			1.4							1.4		1.4	1.4	1.4		200708	2007	18	8/22/07		08/22	
8/23/07	PA-28	N75078	OUN - ADS			1			1.8				0.1			1.8		1.8	1.8	1.8		200708	2007	18	8/23/07		08/23	
8/23/07	PA-44	N253AT	ADS - TKI - ADS	1	Commercial Multiengine Land checkride	3				1.5				0.3				1.5		1.5		200708	2007	18	8/23/07		08/23	
8/23/07	PA-28	N75078	ADS - OUN			1			1.3							1.3		1.3	1.3	1.3		200708	2007	17	8/23/07		08/23	
9/1/07	PA-28	N75078	OUN - OKC - PVJ		"Safety pilot for Chad DeNaughel, ASR OKC"				0.3									0.3		0.3		200709	2007	17	9/1/07		09/01	
9/1/07	PA-28	N75078	6F1 - H05 - MLC			2			0.4									0.4		0.4		200709	2007	17	9/1/07		09/01	
9/1/07	PA-28	N75078	MLC - OUN		"Safety pilot for Chad DeNaughel, GPS OUN"				0.3									0.3		0.3		200709	2007	17	9/1/07		09/01	
9/2/07	PA-28	N75078	OUN-JWG-MDF-WWR		"Chad flew most of flight, I just flew for the landings - headed to Liberal, KS Air Museum"	3			0.3									0.3		0.3		200709	2007	17	9/2/07		09/02	
9/2/07	PA-28	N75078	OUN-JWG-MDF-WWR-LBL		"Safety pilot for Chad DeNaughel, VOR/DME-A JWG, GPS MDF, GPS WWR, LOC LBL, hold"				1.0									1.0		1.0		200709	2007	17	9/2/07		09/02	
9/16/07	PA-28	N75078	OUN-GOK-F92-OUN		"Practice flying from right seat, 3 ldgs at GOK, 1 at field near Kingfisher (grass), 1 at Kingfisher (grass), practice GPS 34 w/circle at GOK, practice LOC 17 at OUN"	6			2.2									2.2	2.2	2.2		200709	2007	17	9/16/07		09/16	
9/22/07	PA-28	N75078	OUN - O38		To pick up Mom	1			1.3							1.3		1.3	1.3	1.3		200709	2007	17	9/22/07		09/22	
9/22/07	PA-28	N75078	O38-BVO-O38		"Picked up Mom, went to Bartlesville Fly-in, low fly-by, grass strip t/o"	2			1.1							1.1		1.1		1.1		200709	2007	17	9/22/07		09/22	
9/22/07	PA-28	N75078	O38-1H6-4F1-95F-OUN		"Return trip, stopped at 3 new airports"	4			1.5							1.5		1.5	1.5	1.5		200709	2007	17	9/22/07		09/22	
9/29/07	PA-28	N75078	OUN - PVJ - OUN		"PVJ Fly-in with Matt Hutch, tour of FAA DC-3"	2			1.5									1.5		1.5		200709	2007	17	9/29/07		09/29	
10/12/07	PA-28	N75078	OUN-F30-97F-OUN			3			1.4									1.4	1.4	1.4		200710	2007	17	10/12/07		10/12	
10/14/07	PA-28	N75078	OUN-99F-2O8-F68-1K2-OUN		"Flew over new airport, O14, looked like very bumpy grass runway, did not land"	5			1.9									1.9	1.9	1.9		200710	2007	17	10/14/07		10/14	
10/28/07	PA-28	N75078	OUN-1F0-1F1-37K-T40-OUN		"Lunch at McGehee's Catfish Restaurant (T40) with Craig H, Anson Young and wife.  Short, sloped and challenging runway"	5			2.3							2.3		2.3	2.3	2.3		200710	2007	17	10/28/07		10/28	
11/4/07	PA-28	N75078	OUN - OUN		"Tour with Rachael's Dad - over the house, downtown, Tinker, lakes"	1			1.0									1.0		1.0		200711	2007	17	11/4/07		11/04	
11/4/07	PA-28	N75078	OUN - OUN		Post-oil change check flight	4			0.4									0.4	0.4	0.4		200711	2007	17	11/4/07		11/04	
11/15/07	PA-28	N75078	OUN-OKC-OUN		"Night currency flight, practice (solo) ILS approaches and hold at OKC (17L and 17R), 3 landings to full stop"		4	4	1.1			1.1						1.1	1.1	1.1		200711	2007	17	11/15/07		11/15	
11/17/07	PA-28	N75078	OUN-O44-OUN		"O44 fly-in with Matt Hutch, spot landing competition (23 feet, 3rd or 4th place)"	5			1.6									1.6		1.6		200711	2007	17	11/17/07		11/17	
11/17/07	J-3C-65	N75772	O44-O44		Quick flight in 65hp J-3 around McCaslin	0			0.1									0.1		0.1		200711	2007	17	11/17/07		11/17	
11/22/07	PA-28	N75078	OUN-O44-OUN		"Tour of area with Mom on Thanksgiving - over house, downtown, Tinker, Twin Lakes, Mary Lynn's house, t/g at O44"	2			1.2									1.2		1.2		200711	2007	17	11/22/07		11/22	
12/6/07	PA-28	N75078	OUN-OKC-1K4-OUN		"Landings on OKC runway 18, turned base over SW 737 on final for 13.  Full-stop taxi back on 1K4's 1800 ft runway 17, airborne before intersection with 13"	3			0.7									0.7	0.7	0.7		200712	2007	17	12/6/07		12/06	
1/1/08	PA-28	N75078	OUN-DUC-3O5-LAW-O14-1K4-OUN		"14,000 ft, backwards flight, stalls, high pressure day - 30.74 and windy, ldg at DUC with 39kt GS, fuel at 1K4, short takeoffs all day"	7			2.4							2.4		2.4	2.4	2.4		200801	2008	17	1/1/08		01/01	
1/13/08	PA-28	N75078	OUN-SWO-CUH-O44-OUN		"over old ""James Pasture Airport"", Hoegstrom house, to SWO (VOR/DME 35 with arc), 2 ldgs at Cushing, one on grass strip 29, 3 at O44, 4 at OUN"	11			2.3							2.3		2.3	2.3	2.3		200801	2008	17	1/13/08		01/13	
2/2/08	PA-28	N75078	OUN-1K2-PVJ-OUN		PVJ Fly-in with Matt Hutch	3			1.6									1.6		1.6		200802	2008	17	2/2/08		02/02	
2/9/08	PA-28	N75078	OUN-CHK-1K4-OUN		"Grass landings at CHK, fuel at 1K4, sent around at OUN (on left base with traffic on right base, ""turn left NOW"")"	6			1.3									1.3	1.3	1.3		200802	2008	17	2/9/08		02/09	
2/10/08	PA-28	N75078	OUN-86F-1K4-OUN		"new airport, gas at 1K4"	3			1.3							1.3		1.3	1.3	1.3		200802	2008	17	2/10/08		02/10	
2/23/08	PA-28	N75078	OUN - O44 - OUN		"McCaslin fly-in with Eric Suski, example GPS 3 to OUN"	2			1.6									1.6		1.6		200802	2008	17	2/23/08		02/23	
3/1/08	PA-28	N75078	OUN - PVJ - OUN		"PVJ fly-in with Matt Huch, airborne photos of Steve's Pietenpol"	2			1.4									1.4		1.4		200803	2008	17	3/1/08		03/01	
3/9/08	PA-28	N75078	OUN - OUN		"Pattern work, landing practice, 0/25/40 flaps, not letting nosewheel touch, ground effect flap changes"	4			0.6									0.6	0.6	0.6		200803	2008	17	3/9/08		03/09	
3/21/08	PA-28	N75078	OUN - O38		To Mom and Dad's house	1			1.3							1.3		1.3	1.3	1.3		200803	2008	17	3/21/08		03/21	
3/22/08	PA-28	N75078	O38 - GCM - O38		"Flight with Mom, 500th hour south of Lake Oolagah"	2			1.0							1.0		1.0		1.0		200803	2008	17	3/22/08		03/22	
3/22/08	PA-28	N75078	O38 - OUN		Return flight	1			0.9							0.9		0.9	0.9	0.9		200803	2008	17	3/22/08		03/22	
4/5/08	PA-28	N75078	OUN - PVJ - OUN		"PVJ fly-in with Matt Huch, two ldgs at OKC 18 and 17R, airborne photos of Steve's Pietenpol"	4			1.6									1.6		1.6		200804	2008	17	4/5/08		04/05	
4/15/08	PA-28	N75078	OUN - 1K4 - OUN		"crosswind, gusty wind landing, 150/18-25"	5			0.9									0.9	0.9	0.9		200804	2008	17	4/15/08		04/15	
5/3/08	PA-28	N75078	OUN - CHK - PVJ - OUN		"To CHK to meet with SteveR and wife, met WWII pilot who had trained there in Stearmans, formation flying with Steve to PVJ.  Group fly-by (10 planes or so) of downtown PVJ, ordered by speed, and we were second behind the lead Bonanza!  First time that ever happened.  "	4			2.1									2.1		2.1		200805	2008	17	5/3/08		05/03	
5/17/08	PA-28	N75078	OUN - OUN		First flight with Piper!  Tour of city with Rachael	1			0.7									0.7		0.7		200805	2008	17	5/17/08		05/17	
6/8/08	PA-28	N75078	OUN - LHX - COS		"To COS to see Chad - headwinds, undercast throughout OK, KS"	2			4.8							4.8		4.8	4.8	4.8		200806	2008	17	6/8/08		06/08	
6/8/08	PA-28	N75078	COS - PUB - COS		"Safety pilot for Chad, lunch at PUB"				0.8									0.8		0.8		200806	2008	17	6/8/08		06/08	
